Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90_Playing,Gls,G.A,G_minus_PK,PK,PKatt,xAG_Expected,npxG.xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G.A_Per,G_minus_PK_Per,G.A_minus_PK_Per,xG_Per,xAG_Per,xG.xAG_Per,npxG_Per,npxG.xAG_Per,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xAG,xA_Expected,A_minus_xAG_Expected,KP,Final_Third,PPA,CrsPA,PrgP,Touches_Touches,Def.Pen_Touches,Def.3rd_Touches,Mid.3rd_Touches,Att.3rd_Touches,Att.Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np.G_minus_xG_Expected,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,X2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Career_Injuries_Duration,Career_Games_Missed,Weekly_Wages_Pounds,Annual_Wages_Pounds,Row_Number
2024,Metz,Ligue 1,Kévin Van Den Kerkhof,ALG,"FW,MF",27.0,1996.0,21.3,1,3,1,0,0,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,315.0,551.0,57.2,5347.0,1621.0,159.0,219.0,72.6,104.0,181.0,57.5,43.0,96.0,44.8,3.5,2.3,-1.5,21.0,11.0,20.0,15.0,28.0,782.0,33.0,156.0,274.0,381.0,42.0,782.0,72.0,31.0,43.1,40.0,55.6,525.0,4446.0,1886.0,65.0,62.0,11.0,52.0,35.0,476.0,145.0,29,1913,66,62.5,21.3,21,82.0,7,8,25.0,1,0.83,21,33,-12,-0.56,0.3,22.4,30.4,-8.0,-0.38,0.59,1,21,7,33.3,0.99,0.33,0.05,0.14,19.3,0.0,0,0,0.07,-0.5,-0.5,38.0,1.79,23.0,9.0,1.0,1.0,2.0,2.0,5.0,0.24,5.0,0.0,0.0,0.0,0.0,0.0,0,8,10,6,128,11,24,0.0,0.0,0,90.0,10.0,27.0,27.0,551.0,483.0,68.0,9.0,1.0,3.0,128,34.0,25.0,12.0,12.0,0.0,315.0,0.0,46.0,,,6785.0,352845.0,1694
2024,Milan,Serie A,Yacine Adli,FRA,MF,23.0,2000.0,15.6,1,3,1,0,0,2.2,2.5,30.0,125.0,26.0,0.06,0.13,0.19,0.06,0.19,0.02,0.14,0.16,0.02,0.16,1125.0,1300.0,86.5,20142.0,6752.0,489.0,534.0,91.6,487.0,534.0,91.2,120.0,177.0,67.8,2.2,2.0,-0.2,22.0,149.0,16.0,6.0,125.0,1439.0,38.0,262.0,913.0,281.0,8.0,1439.0,32.0,22.0,68.8,8.0,25.0,873.0,4728.0,2144.0,30.0,27.0,3.0,18.0,10.0,1053.0,26.0,24,1407,59,41.1,15.6,17,74.0,6,7,21.0,14,1.88,25,22,3,0.19,-0.88,23.3,17.7,5.6,0.36,-0.32,1,4,1,25.0,0.26,0.06,0.25,1.0,19.8,0.0,0,0,0.07,0.7,0.7,62.0,3.97,41.0,18.0,3.0,0.0,0.0,0.0,8.0,0.51,4.0,3.0,1.0,0.0,0.0,0.0,0,26,9,1,50,20,17,0.0,1.0,0,94.0,15.0,10.0,60.0,1300.0,1220.0,78.0,36.0,3.0,16.0,50,7.0,35.0,11.0,12.0,0.0,1125.0,2.0,14.0,,,17046.0,886414.0,1695
2024,Milan,Serie A,Ismaël Bennacer,ALG,MF,25.0,1997.0,12.8,2,4,1,1,1,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,711.0,818.0,86.9,10751.0,2872.0,388.0,414.0,93.7,251.0,286.0,87.8,41.0,68.0,60.3,2.5,1.6,-0.5,17.0,66.0,11.0,3.0,68.0,943.0,20.0,158.0,556.0,240.0,15.0,942.0,30.0,17.0,56.7,10.0,33.3,554.0,2959.0,1211.0,24.0,21.0,3.0,17.0,18.0,687.0,33.0,20,1151,58,33.7,12.8,13,76.0,4,7,23.0,1,1.9,26,19,7,0.55,-0.25,25.8,14.6,11.2,0.88,0.49,2,11,1,9.1,0.86,0.08,0.09,1.0,21.6,1.0,1,1,0.08,0.3,0.1,38.0,2.97,27.0,4.0,3.0,2.0,1.0,1.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0,0,18,26,1,32,12,19,0.0,0.0,0,78.0,13.0,19.0,40.6,818.0,772.0,43.0,21.0,7.0,3.0,32,5.0,17.0,4.0,8.0,0.0,711.0,3.0,11.0,380.0,68.0,116512.0,6058599.0,1696
2024,Milan,Serie A,Davide Calabria,ITA,DF,26.0,1996.0,24.3,1,4,1,0,0,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,1320.0,1541.0,85.7,22285.0,6489.0,601.0,661.0,90.9,612.0,690.0,88.7,89.0,151.0,58.9,1.2,1.6,1.8,12.0,104.0,23.0,12.0,140.0,1784.0,74.0,512.0,953.0,325.0,26.0,1784.0,20.0,6.0,30.0,14.0,70.0,932.0,4458.0,2474.0,31.0,31.0,2.0,19.0,9.0,1135.0,66.0,29,2185,75,63.9,24.3,26,81.0,13,3,29.0,4,2.07,49,27,22,0.91,0.54,41.8,26.7,15.1,0.62,0.21,1,21,8,38.1,0.86,0.33,0.05,0.13,18.3,0.0,0,0,0.06,-0.3,-0.3,34.0,1.4,32.0,0.0,0.0,0.0,1.0,1.0,6.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,1,25,19,0,36,24,38,0.0,1.0,0,90.0,12.0,27.0,30.8,1541.0,1292.0,245.0,43.0,1.0,5.0,36,202.0,0.0,0.0,0.0,0.0,1320.0,4.0,13.0,606.0,128.0,61235.0,3184207.0,1697
2024,Milan,Serie A,Mattia Caldara,ITA,DF,29.0,1994.0,0.4,0,0,0,0,0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,20.0,24.0,83.3,345.0,117.0,7.0,8.0,87.5,12.0,12.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,4.0,10.0,18.0,1.0,1.0,29.0,0.0,0.0,,0.0,,14.0,63.0,43.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1,33,33,1.0,0.4,0,,0,1,33.0,5,1.0,1,3,-2,-5.45,-6.23,1.0,1.6,-0.5,-1.37,-1.94,0,1,0,0.0,2.73,0.0,0.0,,5.4,0.0,0,0,0.21,-0.2,-0.2,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,2.0,0.0,100.0,24.0,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,478.0,77.0,67358.0,3502628.0,1698
2024,Milan,Serie A,Samuel Chukwueze,NGA,FW,24.0,1999.0,11.3,1,4,1,0,0,2.3,3.9,52.0,51.0,135.0,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,330.0,421.0,78.4,5423.0,1275.0,163.0,197.0,82.7,140.0,170.0,82.4,19.0,32.0,59.4,2.3,2.7,0.7,20.0,22.0,23.0,1.0,51.0,576.0,5.0,66.0,237.0,278.0,59.0,576.0,62.0,21.0,33.9,34.0,54.8,407.0,2601.0,1337.0,52.0,27.0,24.0,29.0,15.0,436.0,135.0,24,1017,42,29.7,11.3,12,67.0,2,12,18.0,3,2.08,25,17,8,0.71,0.0,22.0,15.4,6.6,0.58,0.05,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0.0,0,0,0.06,-0.7,-0.7,48.0,4.25,32.0,0.0,9.0,5.0,2.0,0.0,7.0,0.62,5.0,0.0,1.0,1.0,0.0,0.0,0,7,12,7,20,6,7,0.0,0.0,0,59.0,9.0,17.0,34.6,421.0,410.0,10.0,0.0,7.0,1.0,20,7.0,3.0,2.0,0.0,0.0,330.0,1.0,11.0,2630.0,444.0,84901.0,4414860.0,1699
2024,Milan,Serie A,Alessandro Florenzi,ITA,DF,32.0,1991.0,19.2,1,5,1,0,0,3.4,5.1,29.0,106.0,50.0,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26,1055.0,1277.0,82.6,19865.0,6858.0,433.0,459.0,94.3,454.0,519.0,87.5,144.0,250.0,57.6,3.4,3.5,0.6,45.0,97.0,25.0,9.0,106.0,1449.0,62.0,403.0,699.0,354.0,19.0,1449.0,13.0,1.0,7.7,11.0,84.6,816.0,4084.0,2195.0,29.0,28.0,1.0,17.0,5.0,916.0,50.0,31,1732,56,50.6,19.2,19,79.0,11,12,19.0,5,1.84,35,23,12,0.62,-0.18,34.2,26.2,8.0,0.42,-0.26,1,32,10,31.3,1.66,0.52,0.03,0.1,25.4,4.0,0,0,0.05,-0.7,-0.7,85.0,4.41,47.0,28.0,0.0,7.0,1.0,2.0,7.0,0.36,2.0,4.0,0.0,1.0,0.0,0.0,0,11,9,2,122,20,21,0.0,0.0,0,97.0,7.0,17.0,29.2,1277.0,1055.0,218.0,51.0,1.0,20.0,122,104.0,63.0,28.0,30.0,0.0,1055.0,4.0,16.0,807.0,148.0,92018.0,4784916.0,1700
2024,Milan,Serie A,Matteo Gabbia,ITA,DF,23.0,1999.0,14.2,2,3,2,0,0,0.3,1.9,11.0,42.0,2.0,0.14,0.07,0.21,0.14,0.21,0.11,0.02,0.14,0.11,0.14,815.0,902.0,90.4,16174.0,4946.0,220.0,237.0,92.8,501.0,530.0,94.5,88.0,115.0,76.5,0.3,0.2,0.7,3.0,46.0,0.0,0.0,42.0,1035.0,116.0,518.0,482.0,40.0,21.0,1035.0,2.0,2.0,100.0,0.0,0.0,611.0,3097.0,1627.0,11.0,4.0,0.0,5.0,2.0,719.0,2.0,18,1275,71,37.3,14.2,14,82.0,10,4,33.0,1,2.0,32,19,13,0.92,0.33,27.3,15.7,11.6,0.82,0.44,2,11,5,45.5,0.78,0.35,0.18,0.4,12.4,0.0,0,0,0.14,0.4,0.4,8.0,0.56,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0,27,8,0,0,10,20,0.0,0.0,0,62.0,35.0,18.0,66.0,902.0,862.0,39.0,19.0,0.0,2.0,0,4.0,0.0,0.0,0.0,0.0,815.0,1.0,7.0,226.0,48.0,24494.0,1273683.0,1702
2024,Milan,Serie A,Olivier Giroud,FRA,FW,36.0,1986.0,26.3,15,23,11,4,5,4.7,14.9,9.0,28.0,95.0,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57,338.0,492.0,68.7,4151.0,758.0,229.0,312.0,73.4,74.0,108.0,68.5,9.0,11.0,81.8,4.7,2.4,3.3,32.0,24.0,7.0,0.0,28.0,732.0,30.0,69.0,346.0,319.0,129.0,727.0,11.0,3.0,27.3,6.0,54.5,323.0,946.0,340.0,9.0,7.0,4.0,59.0,14.0,506.0,95.0,35,2363,68,69.1,26.3,28,77.0,10,7,28.0,1,1.89,58,28,30,1.14,1.4,47.0,29.1,18.0,0.68,0.45,15,72,29,40.3,2.74,1.1,0.15,0.38,12.6,2.0,4,5,0.14,0.8,0.8,51.0,1.94,41.0,0.0,0.0,9.0,0.0,1.0,13.0,0.5,9.0,0.0,0.0,4.0,0.0,0.0,0,31,24,14,3,6,11,0.0,1.0,0,29.0,59.0,57.0,50.9,492.0,435.0,55.0,1.0,2.0,1.0,3,3.0,0.0,0.0,0.0,0.0,338.0,2.0,9.0,388.0,94.0,74309.0,3864078.0,1703
2024,Milan,Serie A,Theo Hernández,FRA,DF,25.0,1997.0,31.0,5,9,4,1,2,4.3,7.7,115.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,1717.0,1994.0,86.1,26200.0,9027.0,934.0,995.0,93.9,637.0,709.0,89.8,91.0,172.0,52.9,4.3,4.6,-0.3,44.0,103.0,40.0,12.0,166.0,2270.0,90.0,581.0,1191.0,531.0,71.0,2268.0,81.0,37.0,45.7,32.0,39.5,1467.0,9352.0,6095.0,115.0,93.0,13.0,30.0,22.0,1602.0,124.0,32,2791,87,81.6,31.0,31,89.0,26,1,23.0,0,2.13,70,42,28,0.9,1.05,56.7,36.7,20.0,0.64,0.53,5,55,16,29.1,1.77,0.52,0.07,0.25,20.7,2.0,1,2,0.06,0.1,0.6,119.0,3.84,87.0,8.0,7.0,11.0,5.0,1.0,13.0,0.42,11.0,0.0,0.0,1.0,1.0,0.0,0,38,50,2,68,23,17,1.0,1.0,0,172.0,29.0,18.0,61.7,1994.0,1738.0,252.0,80.0,6.0,17.0,68,146.0,18.0,4.0,7.0,0.0,1717.0,4.0,45.0,139.0,28.0,84901.0,4414860.0,1704
2024,Milan,Serie A,Luka Jović,SRB,FW,25.0,1997.0,9.7,6,7,6,0,0,0.8,5.7,6.0,22.0,47.0,0.62,0.1,0.72,0.62,0.72,0.5,0.09,0.59,0.5,0.59,133.0,182.0,73.1,1960.0,364.0,68.0,90.0,75.6,53.0,65.0,81.5,6.0,11.0,54.5,0.8,0.7,0.2,11.0,12.0,4.0,0.0,22.0,269.0,8.0,19.0,148.0,106.0,36.0,269.0,13.0,7.0,53.8,6.0,46.2,154.0,874.0,229.0,6.0,7.0,0.0,21.0,12.0,193.0,47.0,23,877,38,25.6,9.7,8,75.0,2,15,18.0,7,1.7,16,16,0,0.0,-0.96,16.5,11.6,4.9,0.5,-0.06,6,22,12,54.5,2.26,1.23,0.27,0.5,11.3,0.0,0,0,0.23,1.1,1.1,20.0,2.05,15.0,0.0,0.0,5.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0,8,12,2,1,1,4,0.0,0.0,0,20.0,17.0,15.0,53.1,182.0,153.0,26.0,2.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,133.0,3.0,6.0,524.0,98.0,53125.0,2762515.0,1705
2024,Milan,Serie A,Pierre Kalulu,FRA,DF,23.0,2000.0,4.2,0,0,0,0,0,0.1,0.1,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,230.0,259.0,88.8,3921.0,1103.0,93.0,101.0,92.1,122.0,127.0,96.1,10.0,16.0,62.5,0.1,0.2,-0.1,2.0,17.0,2.0,1.0,19.0,293.0,18.0,104.0,154.0,35.0,5.0,293.0,2.0,0.0,0.0,2.0,100.0,213.0,1128.0,527.0,6.0,5.0,0.0,3.0,2.0,225.0,11.0,9,374,42,10.9,4.2,4,61.0,2,5,26.0,4,1.89,7,7,0,0.0,-0.8,7.6,4.7,2.9,0.7,0.17,0,2,0,0.0,0.48,0.0,0.0,,11.2,0.0,0,0,0.03,-0.1,-0.1,6.0,1.44,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,0,5,1,1,0.0,0.0,0,15.0,3.0,8.0,27.3,259.0,242.0,17.0,6.0,1.0,0.0,5,11.0,0.0,0.0,0.0,0.0,230.0,0.0,8.0,17.0,3.0,42368.0,2203127.0,1706
2024,Milan,Serie A,Simon Kjær,DEN,DF,34.0,1989.0,13.0,0,1,0,0,0,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,735.0,833.0,88.2,13856.0,5025.0,257.0,274.0,93.8,409.0,435.0,94.0,62.0,108.0,57.4,0.8,0.6,0.2,4.0,42.0,1.0,0.0,52.0,963.0,96.0,498.0,449.0,20.0,8.0,963.0,0.0,0.0,,0.0,,620.0,2470.0,1380.0,4.0,4.0,0.0,4.0,1.0,683.0,0.0,20,1171,59,34.2,13.0,14,79.0,7,6,11.0,5,2.3,23,17,6,0.46,-0.38,22.1,16.3,5.8,0.44,-0.16,0,6,0,0.0,0.46,0.0,0.0,,11.0,0.0,0,0,0.08,-0.5,-0.5,9.0,0.69,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0,9,2,0,1,14,15,1.0,0.0,0,59.0,23.0,17.0,57.5,833.0,807.0,26.0,20.0,0.0,4.0,1,2.0,0.0,0.0,0.0,0.0,735.0,0.0,2.0,597.0,113.0,31776.0,1652345.0,1707
2024,Milan,Serie A,Rade Krunić,BIH,MF,29.0,1993.0,7.6,0,0,0,0,0,0.5,0.6,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08,388.0,431.0,90.0,5999.0,1258.0,195.0,209.0,93.3,161.0,179.0,89.9,19.0,23.0,82.6,0.5,0.3,-0.5,5.0,17.0,2.0,0.0,24.0,497.0,28.0,125.0,318.0,58.0,5.0,497.0,2.0,2.0,100.0,0.0,0.0,284.0,1278.0,556.0,5.0,7.0,0.0,8.0,3.0,334.0,3.0,10,687,69,20.1,7.6,8,81.0,6,2,19.0,5,1.7,14,12,2,0.26,-0.56,10.6,10.8,-0.3,-0.03,-0.73,0,2,0,0.0,0.26,0.0,0.0,,10.0,0.0,0,0,0.07,-0.1,-0.1,10.0,1.31,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,11,0,4,11,8,0.0,0.0,0,41.0,11.0,6.0,64.7,431.0,401.0,30.0,27.0,1.0,1.0,4,3.0,0.0,0.0,0.0,0.0,388.0,0.0,2.0,223.0,46.0,46009.0,2392458.0,1708
2024,Milan,Serie A,Rafael Leão,POR,FW,24.0,1999.0,27.9,9,18,9,0,0,9.1,19.1,160.0,117.0,293.0,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,760.0,1032.0,73.6,12177.0,3205.0,399.0,487.0,81.9,286.0,370.0,77.3,57.0,101.0,56.4,9.1,8.1,-0.1,59.0,65.0,62.0,17.0,117.0,1351.0,20.0,75.0,575.0,725.0,179.0,1351.0,154.0,77.0,50.0,61.0,39.6,937.0,7403.0,4060.0,160.0,99.0,82.0,66.0,41.0,1127.0,293.0,34,2512,74,73.5,27.9,29,80.0,15,5,37.0,0,1.94,56,31,25,0.9,0.7,51.7,31.1,20.6,0.74,0.72,9,70,24,34.3,2.51,0.86,0.13,0.38,17.1,0.0,0,0,0.14,-1.0,-1.0,135.0,4.83,92.0,5.0,23.0,5.0,10.0,0.0,26.0,0.93,17.0,0.0,8.0,0.0,1.0,0.0,0,27,52,17,108,9,10,2.0,1.0,0,78.0,24.0,17.0,58.5,1032.0,984.0,42.0,5.0,7.0,8.0,108,25.0,10.0,0.0,0.0,0.0,760.0,6.0,27.0,274.0,57.0,106085.0,5516423.0,1709
2024,Milan,Serie A,Ruben Loftus-Cheek,ENG,MF,27.0,1996.0,23.0,6,7,6,0,0,2.4,6.1,73.0,74.0,113.0,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,619.0,733.0,84.4,8563.0,1765.0,380.0,420.0,90.5,185.0,221.0,83.7,25.0,36.0,69.4,2.4,2.0,-1.4,25.0,50.0,12.0,1.0,74.0,953.0,27.0,122.0,494.0,356.0,64.0,953.0,56.0,30.0,53.6,20.0,35.7,581.0,4166.0,2373.0,73.0,63.0,9.0,35.0,22.0,717.0,113.0,29,2068,71,60.5,23.0,26,76.0,11,3,27.0,2,2.14,43,28,15,0.65,-0.15,38.4,27.5,10.9,0.48,-0.18,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0.0,0,0,0.09,2.3,2.3,51.0,2.22,45.0,0.0,1.0,3.0,2.0,0.0,6.0,0.26,3.0,0.0,1.0,1.0,1.0,0.0,0,39,45,1,13,9,18,1.0,0.0,0,91.0,43.0,31.0,58.1,733.0,724.0,7.0,1.0,1.0,1.0,13,1.0,0.0,0.0,0.0,0.0,619.0,2.0,8.0,599.0,91.0,84901.0,4414860.0,1710
2024,Milan,Serie A,Yunus Musah,USA,"MF,FW",20.0,2002.0,16.4,0,2,0,0,0,1.2,1.8,48.0,64.0,77.0,0.0,0.12,0.12,0.0,0.12,0.04,0.08,0.11,0.04,0.11,566.0,666.0,85.0,8391.0,2146.0,324.0,352.0,92.0,200.0,232.0,86.2,27.0,41.0,65.9,1.2,0.7,0.8,14.0,45.0,15.0,4.0,64.0,831.0,27.0,173.0,383.0,291.0,20.0,831.0,47.0,22.0,46.8,20.0,42.6,520.0,3554.0,2034.0,48.0,39.0,6.0,32.0,15.0,580.0,77.0,30,1478,49,43.2,16.4,13,83.0,7,17,23.0,3,1.9,25,23,2,0.12,-1.04,22.3,21.8,0.5,0.03,-0.91,0,14,5,35.7,0.85,0.3,0.0,0.0,20.7,0.0,0,0,0.04,-0.6,-0.6,38.0,2.32,27.0,0.0,5.0,4.0,1.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0,22,21,2,28,10,14,0.0,0.0,0,74.0,14.0,18.0,43.8,666.0,628.0,37.0,1.0,0.0,3.0,28,36.0,0.0,0.0,0.0,0.0,566.0,1.0,12.0,102.0,18.0,42368.0,2203127.0,1713
2024,Milan,Serie A,Noah Okafor,SUI,"FW,MF",23.0,2000.0,9.9,6,8,6,0,0,1.2,5.0,29.0,15.0,66.0,0.61,0.2,0.81,0.61,0.81,0.38,0.12,0.51,0.38,0.51,120.0,193.0,62.2,1802.0,438.0,56.0,84.0,66.7,52.0,73.0,71.2,4.0,14.0,28.6,1.2,0.5,0.8,8.0,3.0,9.0,3.0,15.0,298.0,7.0,34.0,117.0,154.0,45.0,298.0,32.0,14.0,43.8,17.0,53.1,191.0,1405.0,761.0,29.0,11.0,14.0,24.0,14.0,218.0,66.0,28,887,32,25.9,9.9,6,67.0,1,22,22.0,4,1.96,25,17,8,0.81,0.14,20.1,12.7,7.4,0.76,0.28,6,22,14,63.6,2.23,1.42,0.27,0.43,13.9,0.0,0,0,0.17,2.2,2.2,18.0,1.83,11.0,0.0,4.0,2.0,0.0,1.0,4.0,0.41,3.0,0.0,0.0,1.0,0.0,0.0,0,12,9,2,22,0,4,0.0,0.0,0,27.0,7.0,13.0,35.0,193.0,184.0,6.0,0.0,1.0,1.0,22,2.0,0.0,0.0,0.0,0.0,120.0,3.0,6.0,401.0,71.0,42368.0,2203127.0,1715
2024,Milan,Serie A,Marco Pellegrino,,DF,,,0.8,0,0,0,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,43.0,48.0,89.6,753.0,211.0,19.0,20.0,95.0,23.0,23.0,100.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,55.0,9.0,33.0,20.0,2.0,1.0,55.0,1.0,0.0,0.0,1.0,100.0,41.0,228.0,153.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,1,68,68,2.0,0.8,0,,0,1,68.0,9,1.0,2,2,0,0.0,-0.72,1.6,1.5,0.1,0.16,-0.39,0,1,1,100.0,1.32,1.32,0.0,0.0,12.9,0.0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,5.0,1.0,1.0,50.0,48.0,46.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0,50.0,4.0,9268.0,481934.0,1716
2024,Milan,Serie A,Tommaso Pobega,ITA,MF,24.0,1999.0,3.5,0,0,0,0,0,0.2,0.4,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,103.0,132.0,78.0,1779.0,547.0,47.0,58.0,81.0,42.0,45.0,93.3,10.0,18.0,55.6,0.2,0.1,-0.2,1.0,7.0,1.0,0.0,11.0,186.0,17.0,57.0,102.0,30.0,5.0,186.0,6.0,3.0,50.0,3.0,50.0,109.0,507.0,258.0,6.0,4.0,1.0,4.0,3.0,114.0,10.0,11,319,29,9.3,3.5,3,61.0,1,8,17.0,9,2.55,7,4,3,0.85,0.15,5.8,4.7,1.1,0.3,-0.27,0,5,4,80.0,1.41,1.13,0.0,0.0,16.9,0.0,0,0,0.04,-0.2,-0.2,4.0,1.13,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,7,0,0,6,9,0.0,0.0,0,24.0,2.0,2.0,50.0,132.0,131.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,5.0,133.0,22.0,30617.0,1592103.0,1717
2024,Milan,Serie A,Christian Pulisic,USA,"FW,MF",24.0,1998.0,28.9,12,20,12,0,0,4.8,12.8,131.0,87.0,293.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,832.0,1074.0,77.5,11830.0,2542.0,483.0,555.0,87.0,282.0,348.0,81.0,32.0,63.0,50.8,4.8,4.5,3.2,44.0,42.0,43.0,18.0,87.0,1389.0,15.0,113.0,588.0,709.0,128.0,1389.0,122.0,47.0,38.5,54.0,44.3,995.0,7489.0,3876.0,131.0,62.0,46.0,70.0,33.0,1112.0,293.0,36,2602,72,76.1,28.9,32,77.0,11,4,34.0,0,2.06,62,31,31,1.07,1.51,50.7,29.6,21.1,0.73,0.77,12,65,31,47.7,2.25,1.07,0.18,0.39,15.7,0.0,0,0,0.12,4.0,4.0,90.0,3.11,59.0,9.0,8.0,6.0,6.0,2.0,17.0,0.59,13.0,0.0,2.0,0.0,1.0,1.0,0,19,45,4,101,10,26,1.0,0.0,0,100.0,16.0,26.0,38.1,1074.0,1035.0,36.0,3.0,3.0,2.0,101,12.0,21.0,5.0,13.0,0.0,832.0,3.0,48.0,591.0,103.0,84901.0,4414860.0,1718
