Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90_Playing,Gls,G.A,G_minus_PK,PK,PKatt,xAG_Expected,npxG.xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G.A_Per,G_minus_PK_Per,G.A_minus_PK_Per,xG_Per,xAG_Per,xG.xAG_Per,npxG_Per,npxG.xAG_Per,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xAG,xA_Expected,A_minus_xAG_Expected,KP,Final_Third,PPA,CrsPA,PrgP,Touches_Touches,Def.Pen_Touches,Def.3rd_Touches,Mid.3rd_Touches,Att.3rd_Touches,Att.Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np.G_minus_xG_Expected,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,X2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Career_Injuries_Duration,Career_Games_Missed,Weekly_Wages_Pounds,Annual_Wages_Pounds,Row_Number
2024,Brighton,Premier League,Mahmoud Dahoud,GER,MF,27.0,1996.0,5.0,0,1,0,0,0,0.9,1.1,4.0,11.0,6.0,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22,284.0,328.0,86.6,4011.0,886.0,169.0,176.0,96.0,84.0,99.0,84.8,16.0,25.0,64.0,0.9,0.4,0.1,10.0,21.0,1.0,1.0,11.0,368.0,12.0,86.0,225.0,58.0,4.0,368.0,5.0,2.0,40.0,3.0,60.0,239.0,951.0,406.0,4.0,3.0,1.0,6.0,5.0,303.0,6.0,9,452,50,13.2,5.0,6,68.0,0,3,16.0,8,2.11,10,5,5,1.0,1.36,7.9,4.1,3.8,0.76,0.83,0,6,1,16.7,1.19,0.2,0.0,0.0,26.8,0.0,0,0,0.04,-0.2,-0.2,13.0,2.59,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0,6,2,0,3,1,4,0.0,0.0,0,26.0,0.0,5.0,0.0,328.0,326.0,2.0,2.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,284.0,0.0,8.0,2235.0,741.0,55277.0,2874392.0,431
2024,Brighton,Premier League,Lewis Dunk,ENG,DF,31.0,1991.0,31.9,3,4,3,0,0,0.9,4.0,33.0,152.0,13.0,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,2977.0,3233.0,92.1,50791.0,19478.0,1343.0,1382.0,97.2,1340.0,1417.0,94.6,216.0,340.0,63.5,0.9,2.2,0.1,13.0,204.0,8.0,1.0,152.0,3481.0,554.0,1811.0,1542.0,145.0,51.0,3481.0,8.0,5.0,62.5,2.0,25.0,2417.0,10752.0,5605.0,33.0,18.0,2.0,9.0,2.0,2681.0,13.0,33,2869,87,83.9,31.9,33,87.0,29,0,,0,1.3,49,52,-3,-0.09,0.56,46.0,46.4,-0.4,-0.01,-0.31,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4.0,0,0,0.09,-0.1,-0.1,48.0,1.51,39.0,3.0,0.0,6.0,0.0,0.0,7.0,0.22,6.0,0.0,0.0,1.0,0.0,0.0,0,23,12,1,7,31,14,0.0,1.0,0,180.0,57.0,32.0,64.0,3233.0,3005.0,219.0,115.0,2.0,16.0,7,5.0,0.0,0.0,0.0,0.0,2977.0,9.0,5.0,78.0,12.0,80000.0,4160000.0,432
2024,Brighton,Premier League,Julio Enciso,PAR,"MF,FW",19.0,2004.0,5.3,0,2,0,0,0,1.7,3.2,28.0,21.0,29.0,0.0,0.38,0.38,0.0,0.38,0.27,0.32,0.59,0.27,0.59,132.0,178.0,74.2,1842.0,562.0,77.0,89.0,86.5,41.0,58.0,70.7,9.0,12.0,75.0,1.7,1.3,0.3,9.0,12.0,4.0,2.0,21.0,257.0,5.0,24.0,106.0,131.0,21.0,257.0,29.0,17.0,58.6,7.0,24.1,193.0,1299.0,839.0,28.0,20.0,7.0,15.0,8.0,202.0,29.0,12,475,40,13.9,5.3,5,65.0,0,7,22.0,1,1.25,8,12,-4,-0.76,-0.67,8.6,9.9,-1.3,-0.25,-0.33,0,28,8,28.6,5.31,1.52,0.0,0.0,21.2,0.0,0,0,0.05,-1.4,-1.4,23.0,4.34,15.0,0.0,5.0,3.0,0.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,0,6,10,1,8,0,2,0.0,0.0,0,13.0,1.0,2.0,33.3,178.0,168.0,8.0,2.0,2.0,0.0,8,1.0,2.0,0.0,0.0,0.0,132.0,2.0,5.0,256.0,36.0,10000.0,520000.0,433
2024,Brighton,Premier League,Pervis Estupiñán,ECU,DF,25.0,1998.0,13.8,2,5,2,0,0,3.5,4.4,47.0,83.0,88.0,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,809.0,962.0,84.1,11736.0,3617.0,480.0,524.0,91.6,270.0,313.0,86.3,32.0,64.0,50.0,3.5,2.3,-0.5,26.0,66.0,25.0,11.0,83.0,1109.0,56.0,256.0,546.0,316.0,37.0,1109.0,23.0,9.0,39.1,9.0,39.1,693.0,3046.0,1806.0,47.0,30.0,13.0,20.0,6.0,735.0,88.0,19,1243,65,36.3,13.8,15,76.0,9,4,24.0,1,1.47,23,26,-3,-0.22,-0.05,21.6,25.8,-4.2,-0.3,-0.54,2,11,6,54.5,0.8,0.43,0.18,0.33,18.8,0.0,0,0,0.09,1.0,1.0,42.0,3.04,37.0,3.0,1.0,1.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0,22,17,5,65,21,13,0.0,0.0,1,90.0,12.0,14.0,46.2,962.0,851.0,107.0,22.0,1.0,3.0,65,73.0,12.0,6.0,2.0,0.0,809.0,4.0,20.0,218.0,40.0,50000.0,2600000.0,434
2024,Brighton,Premier League,Ansu Fati,ESP,"MF,FW",20.0,2002.0,5.8,2,2,2,0,0,0.8,4.2,16.0,28.0,50.0,0.35,0.0,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73,178.0,210.0,84.8,2332.0,518.0,117.0,124.0,94.4,41.0,50.0,82.0,10.0,11.0,90.9,0.8,0.6,-0.8,6.0,14.0,7.0,0.0,28.0,300.0,4.0,27.0,141.0,135.0,43.0,300.0,18.0,5.0,27.8,9.0,50.0,212.0,1025.0,451.0,16.0,5.0,9.0,15.0,10.0,238.0,50.0,19,521,27,15.2,5.8,3,50.0,0,16,23.0,5,1.26,13,12,1,0.17,0.42,10.2,7.0,3.2,0.56,0.61,2,26,11,42.3,4.49,1.9,0.08,0.18,14.6,0.0,0,0,0.13,-1.4,-1.4,23.0,3.96,16.0,0.0,1.0,5.0,0.0,1.0,3.0,0.52,2.0,0.0,0.0,1.0,0.0,0.0,0,6,13,2,3,3,3,0.0,0.0,0,22.0,1.0,10.0,9.1,210.0,203.0,4.0,2.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,178.0,3.0,10.0,1042.0,212.0,44850.0,2332216.0,436
2024,Brighton,Premier League,Evan Ferguson,IRL,FW,18.0,2004.0,15.2,6,6,6,0,0,0.5,5.1,13.0,15.0,62.0,0.4,0.0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,244.0,303.0,80.5,3028.0,349.0,156.0,180.0,86.7,54.0,63.0,85.7,11.0,15.0,73.3,0.5,0.8,-0.5,6.0,11.0,4.0,0.0,15.0,448.0,13.0,64.0,204.0,185.0,45.0,448.0,16.0,7.0,43.8,6.0,37.5,286.0,1299.0,414.0,13.0,9.0,5.0,40.0,31.0,336.0,62.0,27,1367,51,40.0,15.2,15,71.0,4,12,25.0,1,1.48,24,28,-4,-0.26,-0.13,21.5,21.1,0.4,0.02,-0.02,6,33,20,60.6,2.17,1.32,0.18,0.3,15.5,0.0,0,0,0.14,1.4,1.4,22.0,1.45,15.0,0.0,2.0,1.0,3.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0,24,25,5,1,2,6,1.0,0.0,0,25.0,13.0,18.0,41.9,303.0,269.0,32.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,244.0,2.0,13.0,20.0,5.0,30000.0,1560000.0,437
2024,Brighton,Premier League,Billy Gilmour,SCO,MF,22.0,2001.0,23.6,0,1,0,0,0,2.0,3.0,39.0,193.0,33.0,0.0,0.04,0.04,0.0,0.04,0.04,0.09,0.13,0.04,0.13,1915.0,2107.0,90.9,29399.0,7671.0,1049.0,1093.0,96.0,703.0,759.0,92.6,106.0,170.0,62.4,2.0,2.5,-1.0,22.0,183.0,33.0,3.0,193.0,2277.0,67.0,447.0,1425.0,417.0,12.0,2277.0,23.0,8.0,34.8,13.0,56.5,1410.0,6287.0,3120.0,39.0,53.0,0.0,28.0,9.0,1871.0,33.0,30,2120,71,62.0,23.6,24,83.0,13,6,22.0,1,1.4,40,37,3,0.13,0.82,40.2,34.5,5.7,0.24,0.54,0,25,5,20.0,1.06,0.21,0.0,0.0,25.4,0.0,0,0,0.04,-1.0,-1.0,69.0,2.93,59.0,5.0,0.0,2.0,3.0,0.0,6.0,0.25,5.0,0.0,0.0,1.0,0.0,0.0,0,22,30,0,34,11,16,0.0,0.0,0,132.0,11.0,20.0,35.5,2107.0,2036.0,64.0,34.0,9.0,8.0,34,1.0,20.0,11.0,9.0,0.0,1915.0,7.0,15.0,197.0,38.0,20000.0,1040000.0,438
2024,Brighton,Premier League,Pascal Groß,GER,"MF,DF",32.0,1991.0,34.6,4,14,3,1,1,8.1,13.8,83.0,302.0,180.0,0.12,0.29,0.4,0.09,0.38,0.19,0.24,0.42,0.16,0.4,2774.0,3223.0,86.1,42905.0,13360.0,1583.0,1674.0,94.6,914.0,1035.0,88.3,193.0,359.0,53.8,8.1,9.2,1.9,103.0,242.0,73.0,27.0,302.0,3534.0,133.0,826.0,1681.0,1050.0,70.0,3533.0,30.0,16.0,53.3,13.0,43.3,2284.0,10055.0,5189.0,83.0,69.0,8.0,35.0,28.0,2736.0,180.0,36,3114,87,91.1,34.6,34,90.0,32,2,33.0,0,1.25,50,50,0,0.0,2.06,52.1,50.3,1.8,0.05,0.18,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4.0,1,1,0.11,-2.5,-2.7,185.0,5.35,114.0,54.0,5.0,9.0,2.0,1.0,16.0,0.46,9.0,2.0,4.0,1.0,0.0,0.0,0,23,27,3,238,22,46,0.0,1.0,0,144.0,14.0,17.0,45.2,3223.0,2903.0,309.0,120.0,5.0,16.0,238,47.0,133.0,56.0,57.0,3.0,2774.0,11.0,41.0,160.0,29.0,65000.0,3380000.0,439
2024,Brighton,Premier League,Jan Paul van Hecke,NED,DF,23.0,2000.0,26.3,0,0,0,0,0,0.9,2.1,25.0,147.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,2225.0,2415.0,92.1,38300.0,14722.0,939.0,991.0,94.8,1109.0,1181.0,93.9,136.0,186.0,73.1,0.9,1.1,-0.9,10.0,156.0,10.0,1.0,147.0,2668.0,324.0,1209.0,1311.0,157.0,20.0,2668.0,9.0,5.0,55.6,2.0,22.2,1918.0,10198.0,6274.0,25.0,41.0,2.0,16.0,3.0,2080.0,7.0,28,2369,85,69.3,26.3,26,90.0,26,2,15.0,4,1.32,40,38,2,0.08,0.85,38.7,37.2,1.5,0.06,0.06,0,15,6,40.0,0.57,0.23,0.0,0.0,11.3,0.0,0,0,0.08,-1.2,-1.2,37.0,1.41,35.0,0.0,0.0,1.0,0.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0,14,17,0,4,30,26,0.0,1.0,0,130.0,66.0,34.0,66.0,2415.0,2344.0,65.0,42.0,3.0,6.0,4,6.0,0.0,0.0,0.0,0.0,2225.0,6.0,4.0,,,30000.0,1560000.0,440
2024,Brighton,Premier League,Jack Hinshelwood,ENG,DF,18.0,2005.0,9.7,3,3,3,0,0,0.7,2.5,16.0,19.0,38.0,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,418.0,498.0,83.9,5999.0,1172.0,233.0,267.0,87.3,156.0,175.0,89.1,9.0,22.0,40.9,0.7,0.4,-0.7,8.0,24.0,5.0,1.0,19.0,590.0,26.0,193.0,256.0,143.0,30.0,590.0,5.0,0.0,0.0,4.0,80.0,331.0,1598.0,726.0,16.0,15.0,1.0,9.0,2.0,381.0,38.0,12,869,72,25.4,9.7,8,81.0,3,4,56.0,4,1.33,15,17,-2,-0.21,-0.03,16.4,14.5,1.9,0.2,0.22,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0.0,0,0,0.14,1.1,1.1,14.0,1.45,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,3,1,10,14,5,0.0,1.0,0,33.0,7.0,8.0,46.7,498.0,431.0,67.0,14.0,0.0,3.0,10,53.0,0.0,0.0,0.0,0.0,418.0,0.0,4.0,,,10000.0,520000.0,441
2024,Brighton,Premier League,Igor,BRA,DF,25.0,1998.0,18.2,0,0,0,0,0,0.7,1.0,30.0,107.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,1398.0,1497.0,93.4,21855.0,7143.0,714.0,742.0,96.2,615.0,640.0,96.1,49.0,68.0,72.1,0.7,0.5,-0.7,7.0,123.0,2.0,0.0,107.0,1651.0,105.0,604.0,913.0,141.0,7.0,1651.0,22.0,16.0,72.7,5.0,22.7,1055.0,5334.0,2867.0,30.0,23.0,0.0,9.0,6.0,1205.0,12.0,24,1637,68,47.9,18.2,17,82.0,11,7,34.0,10,1.17,22,26,-4,-0.22,-0.07,26.6,24.3,2.3,0.13,0.17,0,5,0,0.0,0.27,0.0,0.0,,21.0,0.0,0,0,0.05,-0.3,-0.3,25.0,1.38,21.0,2.0,1.0,0.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0,21,4,0,1,14,18,0.0,0.0,0,105.0,26.0,12.0,68.4,1497.0,1388.0,105.0,25.0,2.0,3.0,1,75.0,0.0,0.0,0.0,0.0,1398.0,4.0,13.0,214.0,28.0,45000.0,2340000.0,442
2024,Brighton,Premier League,João Pedro,BRA,"FW,MF",21.0,2001.0,22.7,9,12,5,4,5,3.8,11.7,83.0,92.0,205.0,0.4,0.13,0.53,0.22,0.35,0.53,0.17,0.69,0.35,0.51,659.0,818.0,80.6,8706.0,1876.0,425.0,483.0,88.0,178.0,217.0,82.0,24.0,43.0,55.8,3.8,4.7,-0.8,37.0,43.0,44.0,4.0,92.0,1196.0,32.0,105.0,475.0,629.0,184.0,1191.0,107.0,43.0,40.2,45.0,42.1,787.0,5003.0,2295.0,83.0,42.0,47.0,83.0,63.0,949.0,205.0,31,2045,66,59.8,22.7,19,85.0,9,12,36.0,0,1.29,32,38,-6,-0.26,-0.2,36.3,32.0,4.2,0.19,0.37,9,70,20,28.6,3.08,0.88,0.07,0.25,14.4,0.0,4,5,0.11,-2.9,-2.9,91.0,4.01,64.0,0.0,7.0,10.0,9.0,1.0,11.0,0.48,5.0,0.0,2.0,2.0,2.0,0.0,0,19,60,11,29,11,14,2.0,0.0,0,65.0,41.0,22.0,65.1,818.0,775.0,38.0,2.0,6.0,2.0,29,10.0,2.0,0.0,0.0,0.0,659.0,5.0,26.0,94.0,18.0,50000.0,2600000.0,443
2024,Brighton,Premier League,Adam Lallana,ENG,"MF,FW",35.0,1988.0,9.4,0,1,0,0,0,1.7,2.5,9.0,39.0,55.0,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27,451.0,509.0,88.6,4936.0,1088.0,326.0,352.0,92.6,78.0,90.0,86.7,7.0,8.0,87.5,1.7,2.0,-0.7,15.0,21.0,16.0,1.0,39.0,574.0,5.0,80.0,268.0,229.0,44.0,574.0,13.0,3.0,23.1,9.0,69.2,354.0,1310.0,483.0,9.0,12.0,4.0,14.0,18.0,491.0,55.0,25,850,34,24.9,9.4,13,53.0,0,12,13.0,8,1.24,12,13,-1,-0.11,0.1,10.9,11.7,-0.8,-0.08,-0.16,0,11,2,18.2,1.16,0.21,0.0,0.0,17.8,0.0,0,0,0.08,-0.8,-0.8,28.0,2.96,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0,8,11,2,7,3,3,0.0,0.0,0,22.0,3.0,5.0,37.5,509.0,491.0,15.0,5.0,3.0,0.0,7,0.0,4.0,0.0,0.0,0.0,451.0,3.0,9.0,924.0,168.0,90000.0,4680000.0,444
2024,Brighton,Premier League,Tariq Lamptey,GHA,"DF,FW",22.0,2000.0,10.2,0,3,0,0,0,1.2,1.7,39.0,17.0,64.0,0.0,0.3,0.3,0.0,0.3,0.04,0.12,0.16,0.04,0.16,379.0,454.0,83.5,5485.0,916.0,217.0,242.0,89.7,135.0,163.0,82.8,13.0,22.0,59.1,1.2,0.8,1.8,10.0,6.0,12.0,6.0,17.0,545.0,21.0,130.0,221.0,197.0,21.0,545.0,19.0,6.0,31.6,8.0,42.1,354.0,2092.0,1218.0,39.0,17.0,12.0,22.0,2.0,382.0,64.0,19,914,48,26.7,10.2,10,67.0,1,9,27.0,0,1.32,12,20,-8,-0.79,-0.82,11.1,14.6,-3.5,-0.35,-0.53,0,6,0,0.0,0.59,0.0,0.0,,18.2,0.0,0,0,0.07,-0.4,-0.4,17.0,1.68,15.0,0.0,1.0,1.0,0.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0,11,18,3,31,6,14,0.0,1.0,0,32.0,4.0,9.0,30.8,454.0,400.0,51.0,2.0,0.0,0.0,31,49.0,0.0,0.0,0.0,0.0,379.0,3.0,9.0,470.0,89.0,35000.0,1820000.0,445
2024,Brighton,Premier League,Solly March,ENG,"FW,DF",29.0,1994.0,6.2,3,4,3,0,0,1.0,2.9,14.0,24.0,44.0,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,203.0,261.0,77.8,3145.0,899.0,118.0,139.0,84.9,62.0,78.0,79.5,17.0,27.0,63.0,1.0,1.0,0.0,7.0,10.0,7.0,0.0,24.0,336.0,12.0,71.0,123.0,145.0,18.0,336.0,18.0,8.0,44.4,8.0,44.4,198.0,975.0,491.0,14.0,7.0,3.0,8.0,10.0,211.0,44.0,7,554,79,16.2,6.2,7,79.0,2,0,,1,1.43,13,11,2,0.32,0.61,11.3,10.0,1.2,0.2,0.19,3,14,6,42.9,2.27,0.97,0.21,0.5,16.6,1.0,0,0,0.14,1.0,1.0,22.0,3.57,8.0,8.0,2.0,1.0,2.0,1.0,2.0,0.32,0.0,1.0,0.0,0.0,1.0,0.0,0,12,8,7,21,11,14,0.0,0.0,0,36.0,6.0,4.0,60.0,261.0,222.0,39.0,8.0,1.0,1.0,21,19.0,12.0,6.0,2.0,0.0,203.0,0.0,7.0,264.0,34.0,50000.0,2600000.0,446
2024,Brighton,Premier League,James Milner,ENG,"DF,MF",37.0,1986.0,8.6,0,2,0,0,0,1.8,2.0,11.0,69.0,73.0,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24,492.0,585.0,84.1,7622.0,2496.0,269.0,297.0,90.6,181.0,210.0,86.2,27.0,46.0,58.7,1.8,1.7,0.2,16.0,46.0,17.0,6.0,69.0,675.0,25.0,135.0,300.0,245.0,17.0,675.0,8.0,3.0,37.5,4.0,50.0,395.0,1230.0,562.0,11.0,6.0,4.0,11.0,6.0,457.0,73.0,15,773,52,22.6,8.6,11,63.0,1,4,20.0,2,1.47,10,12,-2,-0.23,-0.06,14.4,12.1,2.2,0.26,0.29,0,5,1,20.0,0.58,0.12,0.0,0.0,17.2,0.0,0,0,0.06,-0.3,-0.3,24.0,2.79,20.0,4.0,0.0,0.0,0.0,0.0,2.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0,0,10,4,3,29,8,14,0.0,1.0,0,45.0,6.0,13.0,31.6,585.0,516.0,66.0,7.0,4.0,2.0,29,53.0,6.0,3.0,0.0,0.0,492.0,3.0,10.0,377.0,76.0,60000.0,3120000.0,447
2024,Brighton,Premier League,Kaoru Mitoma,JPN,FW,26.0,1997.0,16.5,3,7,3,0,0,2.7,6.2,121.0,64.0,239.0,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,509.0,650.0,78.3,6210.0,1486.0,357.0,413.0,86.4,110.0,153.0,71.9,9.0,24.0,37.5,2.7,3.6,1.3,25.0,23.0,34.0,5.0,64.0,852.0,17.0,79.0,270.0,514.0,136.0,852.0,94.0,39.0,41.5,44.0,46.8,616.0,4879.0,3147.0,121.0,54.0,62.0,38.0,15.0,677.0,239.0,19,1486,78,43.5,16.5,15,88.0,12,4,42.0,0,1.42,32,27,5,0.3,0.86,29.2,23.8,5.4,0.32,0.51,3,34,15,44.1,2.06,0.91,0.09,0.2,13.2,0.0,0,0,0.1,-0.5,-0.5,62.0,3.76,47.0,0.0,10.0,3.0,2.0,0.0,10.0,0.61,6.0,0.0,3.0,1.0,0.0,0.0,0,14,23,7,44,5,6,0.0,0.0,0,68.0,11.0,11.0,50.0,650.0,639.0,9.0,1.0,3.0,0.0,44,7.0,1.0,0.0,0.0,0.0,509.0,2.0,18.0,37.0,9.0,80000.0,4160000.0,448
2024,Brighton,Premier League,Jakub Moder,POL,"MF,DF",24.0,1999.0,6.9,0,0,0,0,0,0.8,1.3,10.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.2,0.08,0.2,243.0,304.0,79.9,3263.0,908.0,150.0,165.0,90.9,75.0,94.0,79.8,5.0,14.0,35.7,0.8,0.8,-0.8,4.0,15.0,3.0,0.0,23.0,388.0,23.0,106.0,180.0,106.0,14.0,388.0,12.0,6.0,50.0,5.0,41.7,218.0,985.0,423.0,10.0,8.0,2.0,11.0,6.0,259.0,26.0,17,618,36,18.1,6.9,6,73.0,1,11,16.0,10,1.35,6,13,-7,-1.02,-1.02,7.7,12.9,-5.2,-0.75,-0.97,0,11,3,27.3,1.6,0.44,0.0,0.0,17.8,1.0,0,0,0.05,-0.6,-0.6,13.0,1.89,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0,8,5,2,6,2,10,0.0,0.0,0,40.0,3.0,5.0,37.5,304.0,292.0,9.0,2.0,1.0,0.0,6,6.0,0.0,0.0,0.0,0.0,243.0,3.0,11.0,1150.0,188.0,10000.0,520000.0,449
2024,Brighton,Premier League,Joël Veltman,NED,DF,31.0,1992.0,17.6,1,2,1,0,0,0.5,0.9,24.0,85.0,54.0,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,758.0,906.0,83.7,12317.0,3297.0,373.0,419.0,89.0,330.0,376.0,87.8,48.0,82.0,58.5,0.5,0.6,0.5,4.0,51.0,8.0,0.0,85.0,1103.0,95.0,378.0,517.0,213.0,17.0,1103.0,11.0,1.0,9.1,5.0,45.5,601.0,2532.0,1076.0,24.0,17.0,0.0,21.0,7.0,657.0,54.0,27,1588,59,46.4,17.6,17,80.0,13,10,22.0,2,1.3,28,32,-4,-0.23,-0.08,23.6,25.6,-2.0,-0.11,-0.28,1,5,3,60.0,0.28,0.17,0.2,0.33,14.2,0.0,0,0,0.08,0.6,0.6,18.0,1.02,12.0,2.0,0.0,0.0,3.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0,17,42,1,11,18,41,0.0,0.0,0,76.0,28.0,21.0,57.1,906.0,786.0,118.0,35.0,2.0,0.0,11,83.0,0.0,0.0,0.0,0.0,758.0,2.0,16.0,1269.0,202.0,50000.0,2600000.0,451
2024,Brighton,Premier League,Adam Webster,ENG,DF,28.0,1995.0,12.7,0,0,0,0,0,0.1,0.6,16.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,997.0,1096.0,91.0,16938.0,5838.0,428.0,462.0,92.6,495.0,529.0,93.6,56.0,79.0,70.9,0.1,0.3,-0.1,5.0,92.0,4.0,0.0,80.0,1201.0,106.0,495.0,625.0,86.0,14.0,1201.0,2.0,0.0,0.0,2.0,100.0,814.0,4073.0,2357.0,16.0,16.0,0.0,5.0,2.0,903.0,2.0,15,1144,76,33.5,12.7,13,85.0,11,2,18.0,12,1.13,16,22,-6,-0.47,-0.43,21.9,17.5,4.5,0.35,0.47,0,8,0,0.0,0.63,0.0,0.0,,9.9,0.0,0,0,0.05,-0.4,-0.4,14.0,1.1,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,3,0,1,16,12,0.0,0.0,1,63.0,33.0,13.0,71.7,1096.0,1063.0,31.0,23.0,1.0,4.0,1,7.0,0.0,0.0,0.0,0.0,997.0,2.0,2.0,646.0,100.0,55000.0,2860000.0,453
