"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2024,"Cagliari","Serie A","Nahitan Nández","URU","MF,DF","27",1995,26,916,787,125,16,2,13,154,65,42,6,33,0,544,4,28,"https://fbref.com/en/players/95facda1/Nahitan-Nandez"
2024,"Cagliari","Serie A","Adam Obert","SVK","DF","20",2002,10.5,474,429,43,17,1,14,15,24,2,0,2,0,372,2,11,"https://fbref.com/en/players/aa25ce92/Adam-Obert"
2024,"Cagliari","Serie A","Gaetano Oristanio","ITA","FW,MF","20",2002,12.3,242,225,17,6,0,9,32,2,5,3,2,0,164,0,13,"https://fbref.com/en/players/5cfc74fc/Gaetano-Oristanio"
2024,"Cagliari","Serie A","Leonardo Pavoletti","ITA","FW","34",1988,7,157,152,3,1,1,0,1,1,0,0,0,0,87,2,3,"https://fbref.com/en/players/d37b0350/Leonardo-Pavoletti"
2024,"Cagliari","Serie A","Andrea Petagna","ITA","FW","28",1995,11.1,239,215,24,3,1,2,2,2,0,0,0,0,170,0,8,"https://fbref.com/en/players/03f946ed/Andrea-Petagna"
2024,"Cagliari","Serie A","Matteo Prati","ITA","MF","19",2003,21.9,755,705,43,25,3,0,15,4,2,0,2,0,560,7,22,"https://fbref.com/en/players/d8363914/Matteo-Prati"
2024,"Cagliari","Serie A","Boris Radunović","SRB","GK","27",1996,7,222,139,83,17,0,0,0,0,0,0,0,0,169,0,0,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
2024,"Cagliari","Serie A","Simone Scuffet","ITA","GK","27",1996,31,928,568,359,116,0,2,0,0,0,0,0,0,614,1,0,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
2024,"Cagliari","Serie A","Eldor Shomurodov","UZB","FW,MF","28",1995,10.4,230,212,17,0,2,1,7,2,0,0,0,0,153,1,7,"https://fbref.com/en/players/57469b2d/Eldor-Shomurodov"
2024,"Cagliari","Serie A","Ibrahim Sulemana","GHA","MF","20",2003,14.9,452,446,3,3,0,8,13,0,0,0,0,0,361,3,10,"https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana"
2024,"Cagliari","Serie A","Nicolas Viola","ITA","MF,FW","33",1989,13.4,565,434,124,48,3,4,134,3,70,28,37,1,358,7,15,"https://fbref.com/en/players/45392b06/Nicolas-Viola"
2024,"Cagliari","Serie A","Mateusz Wieteska","POL","DF","26",1997,10.7,462,432,30,11,1,1,4,19,0,0,0,0,374,0,8,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Cagliari","Serie A","Gabriele Zappa","ITA","DF","23",1999,28.5,1397,1119,274,31,2,5,77,243,0,0,0,0,1024,4,42,"https://fbref.com/en/players/ca3db240/Gabriele-Zappa"
2024,"Celta Vigo","La Liga","Joseph Aidoo","GHA","DF","27",1995,4.5,185,175,10,6,1,0,0,4,0,0,0,0,145,0,0,"https://fbref.com/en/players/18abe173/Joseph-Aidoo"
2024,"Celta Vigo","La Liga","Tadeo Allende","ARG","MF,FW","24",1999,3.7,98,97,1,0,1,1,10,0,0,0,0,0,60,0,6,"https://fbref.com/en/players/75a66bed/Tadeo-Allende"
2024,"Celta Vigo","La Liga","Hugo Álvarez","ESP","MF,DF","20",2003,8.5,455,379,73,8,4,1,22,58,7,1,5,1,380,3,10,"https://fbref.com/en/players/6f392eb8/Hugo-Alvarez"
2024,"Celta Vigo","La Liga","Iago Aspas","ESP","FW","35",1987,30.1,1305,1112,190,51,20,15,149,8,94,39,35,0,949,3,30,"https://fbref.com/en/players/7dcf86f6/Iago-Aspas"
2024,"Celta Vigo","La Liga","Jonathan Bamba","CIV","MF,FW","27",1996,22,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31,"https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba"
2024,"Celta Vigo","La Liga","Fran Beltrán","ESP","MF","24",1999,27,1364,1309,53,46,4,4,19,1,6,2,3,0,1180,2,19,"https://fbref.com/en/players/ed5c5fa3/Fran-Beltran"
2024,"Celta Vigo","La Liga","Franco Cervi","ARG","MF,DF","29",1994,6.1,284,249,34,4,0,1,18,25,5,0,4,0,225,1,15,"https://fbref.com/en/players/5e1028e5/Franco-Cervi"
2024,"Celta Vigo","La Liga","Carlos Dominguez","ESP","DF","22",2001,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10,"https://fbref.com/en/players/3521abfe/Carlos-Dominguez"
2024,"Celta Vigo","La Liga","Carlos Dotor","ESP","MF","22",2001,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7,"https://fbref.com/en/players/daa2eab3/Carlos-Dotor"
2024,"Celta Vigo","La Liga","Anastasios Douvikas","GRE","FW","23",1999,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4,"https://fbref.com/en/players/853ca71c/Anastasios-Douvikas"
2024,"Celta Vigo","La Liga","Vicente Guaita","ESP","GK","36",1987,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2024,"Celta Vigo","La Liga","Luca de la Torre","USA","MF","25",1998,21.7,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,"https://fbref.com/en/players/e9241b40/Luca-de-la-Torre"
2024,"Celta Vigo","La Liga","Yoel Lago","ESP","DF","19",2004,1,86,83,3,2,0,0,0,0,0,0,0,0,82,0,0,"https://fbref.com/en/players/edd4e7a5/Yoel-Lago"
2024,"Celta Vigo","La Liga","Javier Manquillo","ESP","DF,MF","29",1994,8.3,436,360,76,6,1,0,5,70,0,0,0,0,357,0,9,"https://fbref.com/en/players/758dd7f0/Javier-Manquillo"
2024,"Celta Vigo","La Liga","Óscar Mingueza","ESP","DF,MF","24",1999,33.3,1967,1640,317,57,9,7,148,237,19,2,12,0,1478,10,50,"https://fbref.com/en/players/056269d7/Oscar-Mingueza"
2024,"Celta Vigo","La Liga","Unai Núñez","ESP","DF","26",1997,31.1,1635,1547,86,82,2,35,1,4,0,0,0,0,1303,2,15,"https://fbref.com/en/players/be170419/Unai-Nunez"
2024,"Celta Vigo","La Liga","Carles Pérez","ESP","MF,DF","25",1998,8.6,259,253,5,0,3,1,17,5,0,0,0,0,201,1,8,"https://fbref.com/en/players/a8f21b9f/Carles-Perez"
2024,"Celta Vigo","La Liga","Mihailo Ristić","SRB","DF,MF","27",1995,9,513,408,103,15,0,4,39,83,4,0,4,0,371,2,17,"https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic"
2024,"Celta Vigo","La Liga","Damián Rodríguez","ESP","MF","20",2003,2.9,213,196,17,7,0,0,9,0,10,4,2,0,191,0,2,"https://fbref.com/en/players/22371dee/Damian-Rodriguez"
2024,"Celta Vigo","La Liga","Miguel Rodríguez","ESP","MF","20",2003,3.3,116,101,12,3,0,1,11,7,2,1,0,0,82,3,2,"https://fbref.com/en/players/958d67bb/Miguel-Rodriguez"
2024,"Celta Vigo","La Liga","Javier Rueda Garcia","ESP","MF,DF","21",2002,0.2,16,13,3,0,0,0,0,3,0,0,0,0,14,0,0,"https://fbref.com/en/players/9ace87ba/Javier-Rueda-Garcia"
2024,"Celta Vigo","La Liga","Manu Sánchez","ESP","DF,MF","22",2000,19.7,866,678,186,13,0,1,57,169,4,3,1,0,656,2,38,"https://fbref.com/en/players/ffacd3d5/Manu-Sanchez"
2024,"Celta Vigo","La Liga","Jailson Siqueira","BRA","DF,MF","27",1995,10,488,476,11,11,1,1,4,0,0,0,0,0,406,1,8,"https://fbref.com/en/players/b4819112/Jailson-Siqueira"
2024,"Celta Vigo","La Liga","Hugo Sotelo","ESP","MF","19",2003,8,589,534,52,25,0,6,29,1,26,9,10,0,516,3,4,"https://fbref.com/en/players/3aa74860/Hugo-Sotelo"
2024,"Celta Vigo","La Liga","Carl Starfelt","SWE","DF","28",1995,24.6,1035,1013,20,19,0,3,1,1,0,0,0,0,907,2,3,"https://fbref.com/en/players/5cfec13d/Carl-Starfelt"
2024,"Celta Vigo","La Liga","Jørgen Strand Larsen","NOR","FW","23",2000,31.8,618,587,28,0,3,2,18,2,0,0,0,0,423,3,22,"https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen"
2024,"Celta Vigo","La Liga","Williot Swedberg","SWE","FW,MF","19",2004,4.9,108,102,5,1,0,0,5,0,0,0,0,0,80,1,3,"https://fbref.com/en/players/184fe4b2/Williot-Swedberg"
2024,"Celta Vigo","La Liga","Renato Tapia","PER","MF,DF","28",1995,14.9,715,667,44,38,2,10,9,5,0,0,0,0,541,4,15,"https://fbref.com/en/players/34269bdf/Renato-Tapia"
2024,"Celta Vigo","La Liga","Kevin Vázquez","ESP","DF","30",1993,7.8,379,314,63,5,1,2,8,58,0,0,0,0,287,2,15,"https://fbref.com/en/players/ee923664/Kevin-Vazquez"
2024,"Celta Vigo","La Liga","Gabriel Veiga","ESP","FW","21",2002,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga"
2024,"Celta Vigo","La Liga","Iván Villar","ESP","GK","26",1997,11.3,324,196,125,27,0,0,0,0,0,0,0,0,213,3,1,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
2024,"Chelsea","Premier League","Joshua Acheampong","ENG","DF","17",2006,0.1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"https://fbref.com/en/players/b7e62e1d/Joshua-Acheampong"
2024,"Chelsea","Premier League","Benoît Badiashile","FRA","DF","22",2001,14.9,1173,1137,36,27,1,2,2,6,0,0,0,0,1065,0,6,"https://fbref.com/en/players/06df8256/Benoit-Badiashile"
2024,"Chelsea","Premier League","Armando Broja","ALB","FW","21",2001,5,94,87,7,1,0,0,1,0,0,0,0,0,83,0,0,"https://fbref.com/en/players/97220da2/Armando-Broja"
2024,"Chelsea","Premier League","Mason Burstow","ENG","FW","19",2003,0.1,4,3,1,0,0,0,0,0,0,0,0,0,3,0,1,"https://fbref.com/en/players/dab84ad2/Mason-Burstow"
2024,"Chelsea","Premier League","Moisés Caicedo","ECU","MF","21",2001,31.8,2119,2065,45,39,12,12,10,3,0,0,0,0,1907,9,29,"https://fbref.com/en/players/16264a81/Moises-Caicedo"
2024,"Chelsea","Premier League","Cesare Casadei","ITA","FW,MF","20",2003,0.9,65,65,0,0,0,0,0,0,0,0,0,0,53,0,1,"https://fbref.com/en/players/fb920f3a/Cesare-Casadei"
2024,"Chelsea","Premier League","Trevoh Chalobah","ENG","DF","24",1999,10.6,783,746,36,13,1,0,0,22,0,0,0,0,700,1,1,"https://fbref.com/en/players/5515376c/Trevoh-Chalobah"
2024,"Chelsea","Premier League","Ben Chilwell","ENG","DF","26",1996,8.4,495,416,73,11,0,0,43,41,21,9,11,0,373,6,19,"https://fbref.com/en/players/d2424d1b/Ben-Chilwell"
2024,"Chelsea","Premier League","Carney Chukwuemeka","ENG","MF,FW","19",2003,2.5,134,134,0,0,2,0,1,0,0,0,0,0,115,0,4,"https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka"
2024,"Chelsea","Premier League","Levi Colwill","ENG","DF","20",2003,20,1163,1033,126,28,4,0,12,94,0,0,0,0,965,4,17,"https://fbref.com/en/players/700783e7/Levi-Colwill"
2024,"Chelsea","Premier League","Marc Cucurella","ESP","DF","25",1998,19.8,1196,1043,153,30,1,2,16,123,0,0,0,0,1036,0,26,"https://fbref.com/en/players/1daec722/Marc-Cucurella"
2024,"Chelsea","Premier League","Axel Disasi","FRA","DF","25",1998,28.7,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19,"https://fbref.com/en/players/ad82197c/Axel-Disasi"
2024,"Chelsea","Premier League","Enzo Fernández","ARG","MF","22",2001,24.5,1862,1756,89,52,21,28,45,5,22,4,7,0,1574,17,30,"https://fbref.com/en/players/5ff4ab71/Enzo-Fernandez"
2024,"Chelsea","Premier League","Conor Gallagher","ENG","MF","23",2000,34.8,2018,1889,122,50,5,7,64,17,45,15,12,2,1801,7,29,"https://fbref.com/en/players/c2731c10/Conor-Gallagher"
2024,"Chelsea","Premier League","Alfie Gilchrist","ENG","DF","19",2003,2.3,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0,"https://fbref.com/en/players/d91f104d/Alfie-Gilchrist"
2024,"Chelsea","Premier League","Malo Gusto","FRA","DF","20",2003,19.5,1423,1244,176,38,2,0,64,138,0,0,0,0,1230,3,29,"https://fbref.com/en/players/d56b9520/Malo-Gusto"
2024,"Chelsea","Premier League","Nicolas Jackson","SEN","FW","22",2001,31.1,666,613,52,1,11,0,5,2,0,0,0,0,515,1,25,"https://fbref.com/en/players/9c36ed83/Nicolas-Jackson"
2024,"Chelsea","Premier League","Reece James","ENG","DF","23",1999,4.7,341,284,57,10,4,2,28,46,1,0,1,0,275,0,5,"https://fbref.com/en/players/1265a93a/Reece-James"
2024,"Chelsea","Premier League","Roméo Lavia","BEL","MF","19",2004,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2,"https://fbref.com/en/players/ecad9aa5/Romeo-Lavia"
2024,"Chelsea","Premier League","Ian Maatsen","NED","FW,MF","21",2002,2.3,138,126,12,0,1,0,8,11,1,0,1,0,97,0,1,"https://fbref.com/en/players/cab9634e/Ian-Maatsen"
2024,"Chelsea","Premier League","Noni Madueke","ENG","FW","21",2002,11.7,486,472,10,2,2,0,22,6,2,1,0,0,412,4,6,"https://fbref.com/en/players/bf34eebd/Noni-Madueke"
2024,"Chelsea","Premier League","Alex Matos","ENG","MF","18",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed383e43/Alex-Matos"
2024,"Chelsea","Premier League","Mykhailo Mudryk","UKR","FW","22",2001,17.5,566,498,62,4,5,9,78,5,52,24,11,2,385,6,14,"https://fbref.com/en/players/049a888d/Mykhailo-Mudryk"
2024,"Chelsea","Premier League","Christopher Nkunku","FRA","FW,MF","25",1997,4.9,183,166,16,0,3,1,4,1,3,1,0,0,159,1,5,"https://fbref.com/en/players/7c56da38/Christopher-Nkunku"
2024,"Chelsea","Premier League","Cole Palmer","ENG","FW,MF","21",2002,29,1415,1294,111,23,27,14,81,22,55,24,12,0,1121,10,37,"https://fbref.com/en/players/dc7f8a28/Cole-Palmer"
2024,"Chelsea","Premier League","Đorđe Petrović","SRB","GK","23",1999,22.1,806,629,175,26,0,0,0,0,0,0,0,0,635,2,0,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
2024,"Chelsea","Premier League","Robert Sánchez","ESP","GK","25",1997,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
2024,"Chelsea","Premier League","Thiago Silva","BRA","DF","38",1984,28.1,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6,"https://fbref.com/en/players/86e7deaf/Thiago-Silva"
2024,"Chelsea","Premier League","Raheem Sterling","ENG","FW,MF","28",1994,22,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34,"https://fbref.com/en/players/b400bde0/Raheem-Sterling"
2024,"Chelsea","Premier League","Jimi Tauriainen","ENG","FW","19",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cac9e583/Jimi-Tauriainen"
2024,"Chelsea","Premier League","Lesley Ugochukwu","FRA","MF","19",2004,3.3,183,183,0,0,0,1,0,0,0,0,0,0,155,0,2,"https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu"
2024,"Chelsea","Premier League","Deivid Washington","BRA","DF,FW","18",2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/95bd120d/Deivid-Washington"
2024,"Clermont Foot","Ligue 1","Jim Allevinah","GAB","MF,DF","28",1995,20.7,743,675,65,2,1,0,47,57,1,0,0,0,589,3,17,"https://fbref.com/en/players/1956b948/Jim-Allevinah"
2024,"Clermont Foot","Ligue 1","Komnen Andrić","SRB","FW","28",1995,1.9,59,54,5,0,0,0,1,0,0,0,0,0,45,0,0,"https://fbref.com/en/players/af3ddb2e/Komnen-Andric"
2024,"Clermont Foot","Ligue 1","Yoël Armougom","FRA","DF,MF","25",1998,2.6,131,114,17,1,0,0,14,16,0,0,0,0,97,0,3,"https://fbref.com/en/players/9dd5da03/Yoel-Armougom"
2024,"Clermont Foot","Ligue 1","Abdellah Baallal","MAR","MF","18",2004,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/972183e0/Abdellah-Baallal"
2024,"Clermont Foot","Ligue 1","Jérémie Bela","ANG","MF,FW","30",1993,2.3,100,94,6,1,0,0,14,2,3,2,0,0,70,0,5,"https://fbref.com/en/players/5680bf3f/Jeremie-Bela"
2024,"Clermont Foot","Ligue 1","Neto Borges","BRA","DF","26",1996,28,1422,1213,209,9,3,3,79,195,1,0,0,0,1148,0,27,"https://fbref.com/en/players/9f936061/Neto-Borges"
2024,"Clermont Foot","Ligue 1","Mohamed Bouchenna","FRA","MF,FW","17",2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/28e1d1ea/Mohamed-Bouchenna"
2024,"Clermont Foot","Ligue 1","Bilal Boutobba","FRA","FW,MF","24",1998,10.3,395,367,27,11,5,0,57,4,12,10,2,0,273,1,16,"https://fbref.com/en/players/e8a65bc8/Bilal-Boutobba"
2024,"Clermont Foot","Ligue 1","Maximiliano Caufriez","BEL","DF","26",1997,18.4,892,799,91,31,2,4,4,14,0,0,0,0,780,2,5,"https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez"
2024,"Clermont Foot","Ligue 1","Muhammed Cham","AUT","MF,FW","22",2000,28.4,1327,1154,162,67,14,6,118,9,71,28,36,1,1055,11,31,"https://fbref.com/en/players/f527a32c/Muhammed-Cham"
2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2024,"Clermont Foot","Ligue 1","Ilhan Fakili","FRA","MF,FW","17",2006,1,23,22,1,0,0,0,1,0,1,1,0,0,18,0,0,"https://fbref.com/en/players/eabef312/Ilhan-Fakili"
2024,"Clermont Foot","Ligue 1","Johan Gastien","FRA","MF","35",1988,25.1,1706,1599,103,59,10,12,39,11,33,12,13,0,1408,4,21,"https://fbref.com/en/players/868eaba0/Johan-Gastien"
2024,"Clermont Foot","Ligue 1","Maxime Gonalons","FRA","MF","34",1989,14.4,772,756,15,15,4,13,1,0,0,0,0,0,666,1,13,"https://fbref.com/en/players/b8c1de25/Maxime-Gonalons"
2024,"Clermont Foot","Ligue 1","Jérémy Jacquet","FRA","DF","18",2005,2.8,123,98,25,1,0,0,1,24,0,0,0,0,94,0,3,"https://fbref.com/en/players/cef70c94/Jeremy-Jacquet"
2024,"Clermont Foot","Ligue 1","Habib Keita","MLI","MF","21",2002,14.2,675,663,11,10,1,8,4,1,0,0,0,0,591,1,6,"https://fbref.com/en/players/cc588cbe/Habib-Keita"
2024,"Clermont Foot","Ligue 1","Cheick Konaté","MLI","DF","19",2004,11.9,484,419,65,5,0,6,43,60,0,0,0,0,319,0,21,"https://fbref.com/en/players/6ce2cdf0/Cheick-Konate"
2024,"Clermont Foot","Ligue 1","Grejohn Kyei","FRA","FW","27",1995,11.4,265,235,27,0,0,2,2,0,0,0,0,0,198,3,8,"https://fbref.com/en/players/397ba086/Grejohn-Kyei"
2024,"Clermont Foot","Ligue 1","Joshua M'Bahia","CIV","MF","18",2005,0.2,15,14,1,0,0,0,0,1,0,0,0,0,12,0,0,"https://fbref.com/en/players/f02067df/Joshua-MBahia"
2024,"Clermont Foot","Ligue 1","Yohann Magnin","FRA","MF","26",1997,18.7,836,810,25,13,1,4,14,9,3,3,0,0,698,1,12,"https://fbref.com/en/players/caa7aaea/Yohann-Magnin"
2024,"Clermont Foot","Ligue 1","Chrislain Matsima","FRA","DF","21",2002,13.1,655,635,19,13,0,1,0,3,0,0,0,0,569,1,10,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2024,"Clermont Foot","Ligue 1","Aïman Maurer","MAR","MF,FW","18",2004,0.6,29,25,4,0,0,0,4,1,3,3,0,0,21,0,0,"https://fbref.com/en/players/87d31635/Aiman-Maurer"
2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,174,140,32,8,0,0,0,0,0,0,0,0,129,2,1,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
2024,"Clermont Foot","Ligue 1","Shamar Nicholson","JAM","FW","26",1997,16.5,386,353,33,0,1,5,6,0,0,0,0,0,272,0,13,"https://fbref.com/en/players/e33fb79d/Shamar-Nicholson"
2024,"Clermont Foot","Ligue 1","Florent Ogier","FRA","DF","34",1989,10.5,512,488,24,15,0,1,0,0,0,0,0,0,425,0,0,"https://fbref.com/en/players/6993927b/Florent-Ogier"
2024,"Clermont Foot","Ligue 1","Andy Pelmard","FRA","DF","23",2000,33.2,1666,1551,107,52,2,2,6,42,0,0,0,0,1412,8,16,"https://fbref.com/en/players/f18d7ab2/Andy-Pelmard"
2024,"Clermont Foot","Ligue 1","Elba Rashani","KVX","MF,FW","30",1993,13.1,392,382,9,3,1,0,28,3,3,0,0,0,294,1,20,"https://fbref.com/en/players/25749008/Elba-Rashani"
2024,"Clermont Foot","Ligue 1","Alidu Seidu","GHA","DF","23",2000,12.6,756,687,65,10,0,2,4,55,0,0,0,0,623,4,7,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2024,"Clermont Foot","Ligue 1","Alan Virginius","FRA","FW","20",2003,10.4,209,182,25,1,2,0,22,0,15,13,1,1,136,2,8,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2024,"Clermont Foot","Ligue 1","Mateusz Wieteska","POL","DF","26",1997,1.9,114,107,7,6,0,0,0,0,0,0,0,0,89,0,2,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Clermont Foot","Ligue 1","Mehdi Zeffane","ALG","DF,MF","31",1992,13.7,666,574,90,12,3,2,42,74,4,1,0,0,500,2,11,"https://fbref.com/en/players/c8c02ac7/Mehdi-Zeffane"
2024,"Crystal Palace","Premier League","Naouirou Ahamada","FRA","MF,FW","21",2002,3.9,187,183,4,1,0,0,6,2,0,0,0,0,150,0,8,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada"
2024,"Crystal Palace","Premier League","Joachim Andersen","DEN","DF","27",1996,37.9,2209,2073,121,110,7,31,31,8,0,0,0,0,1731,15,22,"https://fbref.com/en/players/e34fc66d/Joachim-Andersen"
2024,"Crystal Palace","Premier League","Jordan Ayew","GHA","FW,MF","31",1991,28.3,920,876,42,8,4,5,97,10,22,6,8,0,681,2,43,"https://fbref.com/en/players/da052c14/Jordan-Ayew"
2024,"Crystal Palace","Premier League","Nathaniel Clyne","ENG","DF","32",1991,14.9,600,539,58,3,0,0,9,55,0,0,0,0,495,3,16,"https://fbref.com/en/players/0442183b/Nathaniel-Clyne"
2024,"Crystal Palace","Premier League","Cheick Doucouré","MLI","MF","23",2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7,"https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure"
2024,"Crystal Palace","Premier League","Odsonne Édouard","FRA","FW,MF","25",1998,17.3,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20,"https://fbref.com/en/players/0562b7f1/Odsonne-Edouard"
2024,"Crystal Palace","Premier League","Eberechi Eze","ENG","MF,FW","25",1998,22.8,909,759,144,54,7,6,107,5,71,30,23,3,700,6,20,"https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze"
2024,"Crystal Palace","Premier League","Matheus França","BRA","MF,FW","19",2004,2.6,79,69,10,1,0,1,14,0,9,5,2,0,51,0,5,"https://fbref.com/en/players/077faf72/Matheus-Franca"
2024,"Crystal Palace","Premier League","Marc Guéhi","ENG","DF","23",2000,22.5,1309,1251,56,51,1,18,3,5,0,0,0,0,1138,2,5,"https://fbref.com/en/players/d0706b27/Marc-Guehi"
2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
2024,"Crystal Palace","Premier League","Will Hughes","ENG","MF","28",1995,21,878,806,71,19,2,1,30,0,17,7,10,0,731,1,13,"https://fbref.com/en/players/a0666d3e/Will-Hughes"
2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,599,408,186,45,0,3,0,0,0,0,0,0,343,5,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
2024,"Crystal Palace","Premier League","Jefferson Lerma","COL","MF,DF","28",1994,26.7,1250,1209,36,30,8,13,14,6,0,0,0,0,1018,5,20,"https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma"
2024,"Crystal Palace","Premier League","Jean-Philippe Mateta","FRA","FW","26",1997,25.4,433,421,12,0,1,3,20,0,0,0,0,0,309,0,14,"https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta"
2024,"Crystal Palace","Premier League","Remi Matthews","ENG","GK","29",1994,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/27f4f772/Remi-Matthews"
2024,"Crystal Palace","Premier League","Tyrick Mitchell","ENG","DF,MF","23",1999,35.6,1627,1262,361,14,1,2,69,347,0,0,0,0,1177,4,70,"https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell"
2024,"Crystal Palace","Premier League","Daniel Muñoz","COL","DF,MF","27",1996,16,720,573,145,4,0,0,11,141,0,0,0,0,561,2,17,"https://fbref.com/en/players/778ef829/Daniel-Munoz"
2024,"Crystal Palace","Premier League","Michael Olise","FRA","FW,MF","21",2001,14.2,721,605,111,44,7,4,97,10,41,25,10,2,540,5,23,"https://fbref.com/en/players/c4486bac/Michael-Olise"
2024,"Crystal Palace","Premier League","David Ozoh","ENG","MF,DF","18",2005,1.7,51,51,0,0,0,0,0,0,0,0,0,0,48,0,1,"https://fbref.com/en/players/d00d45ab/David-Ozoh"
2024,"Crystal Palace","Premier League","Jesurun Rak Sakyi","ENG","MF,FW","20",2002,1.5,50,50,0,0,0,0,3,0,0,0,0,0,37,0,2,"https://fbref.com/en/players/45685411/Jesurun-Rak-Sakyi"
2024,"Crystal Palace","Premier League","Chris Richards","USA","DF,MF","23",2000,23.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15,"https://fbref.com/en/players/0a3d6d2b/Chris-Richards"
2024,"Crystal Palace","Premier League","Jaïro Riedewald","NED","MF,FW","26",1996,2.6,113,104,7,5,0,0,3,0,2,1,0,1,87,2,3,"https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald"
2024,"Crystal Palace","Premier League","Jeffrey Schlupp","GHA","FW,MF","30",1992,15,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10,"https://fbref.com/en/players/3312f911/Jeffrey-Schlupp"
2024,"Crystal Palace","Premier League","James Tomkins","ENG","DF","34",1989,0.1,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0,"https://fbref.com/en/players/e7ca0439/James-Tomkins"
2024,"Crystal Palace","Premier League","Joel Ward","ENG","DF","33",1989,22,944,804,139,21,1,3,22,118,0,0,0,0,715,1,21,"https://fbref.com/en/players/8a7ff278/Joel-Ward"
