"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2024,"Chelsea","Premier League","Conor Gallagher","ENG","MF","23",2000,34.8,2443,77,468,1221,793,79,2443,65,38,58.5,18,27.7,1453,7243,2979,62,54,14,69,39,1739,122,"https://fbref.com/en/players/c2731c10/Conor-Gallagher"
2024,"Chelsea","Premier League","Alfie Gilchrist","ENG","DF","19",2003,2.3,177,14,72,57,49,5,177,1,1,100,0,0,78,263,130,1,1,0,2,2,96,4,"https://fbref.com/en/players/d91f104d/Alfie-Gilchrist"
2024,"Chelsea","Premier League","Malo Gusto","FRA","DF","20",2003,19.5,1641,71,470,698,499,49,1641,42,17,40.5,20,47.6,972,5376,2791,78,41,16,32,12,1103,135,"https://fbref.com/en/players/d56b9520/Malo-Gusto"
2024,"Chelsea","Premier League","Nicolas Jackson","SEN","FW","22",2001,31.1,998,28,94,450,480,151,998,105,54,51.4,36,34.3,616,4579,2122,70,44,32,87,66,752,200,"https://fbref.com/en/players/9c36ed83/Nicolas-Jackson"
2024,"Chelsea","Premier League","Reece James","ENG","DF","23",1999,4.7,391,26,118,153,124,20,391,15,9,60,4,26.7,217,1061,548,19,8,3,6,6,245,35,"https://fbref.com/en/players/1265a93a/Reece-James"
2024,"Chelsea","Premier League","Roméo Lavia","BEL","MF","19",2004,0.4,30,1,2,26,2,0,30,0,0,NA,0,NA,22,83,40,0,0,0,0,0,26,0,"https://fbref.com/en/players/ecad9aa5/Romeo-Lavia"
2024,"Chelsea","Premier League","Ian Maatsen","NED","FW,MF","21",2002,2.3,179,7,49,56,75,8,179,4,0,0,4,100,100,555,315,9,5,2,8,7,117,15,"https://fbref.com/en/players/cab9634e/Ian-Maatsen"
2024,"Chelsea","Premier League","Noni Madueke","ENG","FW","21",2002,11.7,666,18,85,224,373,77,665,86,37,43,37,43,428,3556,2191,76,36,38,25,14,504,136,"https://fbref.com/en/players/bf34eebd/Noni-Madueke"
2024,"Chelsea","Premier League","Alex Matos","ENG","MF","18",2004,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0,0,0,0,0,1,1,0,"https://fbref.com/en/players/ed383e43/Alex-Matos"
2024,"Chelsea","Premier League","Mykhailo Mudryk","UKR","FW","22",2001,17.5,777,14,116,255,420,78,777,81,39,48.1,31,38.3,509,4183,2418,92,56,36,54,22,572,139,"https://fbref.com/en/players/049a888d/Mykhailo-Mudryk"
2024,"Chelsea","Premier League","Christopher Nkunku","FRA","FW,MF","25",1997,4.9,244,5,25,95,128,27,244,8,2,25,5,62.5,144,606,298,10,6,2,17,8,202,35,"https://fbref.com/en/players/7c56da38/Christopher-Nkunku"
2024,"Chelsea","Premier League","Cole Palmer","ENG","FW,MF","21",2002,29,1754,22,183,742,852,126,1745,104,52,50,46,44.2,1148,7234,3492,117,66,46,57,44,1362,195,"https://fbref.com/en/players/dc7f8a28/Cole-Palmer"
2024,"Chelsea","Premier League","Đorđe Petrović","SRB","GK","23",1999,22.1,855,755,852,3,0,0,855,0,0,NA,0,NA,482,2076,1103,0,0,0,1,0,475,0,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
2024,"Chelsea","Premier League","Robert Sánchez","ESP","GK","25",1997,15.9,649,561,644,5,0,0,649,0,0,NA,0,NA,392,1890,1130,0,0,0,1,0,360,0,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
2024,"Chelsea","Premier League","Thiago Silva","BRA","DF","38",1984,28.1,2549,398,1280,1198,79,24,2549,4,2,50,0,0,1623,6862,3867,2,11,0,7,1,1891,5,"https://fbref.com/en/players/86e7deaf/Thiago-Silva"
2024,"Chelsea","Premier League","Raheem Sterling","ENG","FW,MF","28",1994,22,1019,8,77,324,638,167,1019,132,45,34.1,70,53,744,5113,3063,120,51,65,54,44,821,242,"https://fbref.com/en/players/b400bde0/Raheem-Sterling"
2024,"Chelsea","Premier League","Jimi Tauriainen","ENG","FW","19",2004,0,1,1,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cac9e583/Jimi-Tauriainen"
2024,"Chelsea","Premier League","Lesley Ugochukwu","FRA","MF","19",2004,3.3,214,14,66,120,31,2,214,6,3,50,1,16.7,128,620,358,8,2,2,3,3,162,3,"https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu"
2024,"Chelsea","Premier League","Deivid Washington","BRA","DF,FW","18",2005,0.1,5,0,1,3,1,1,5,1,0,0,1,100,2,6,0,0,0,0,0,1,2,1,"https://fbref.com/en/players/95bd120d/Deivid-Washington"
2024,"Clermont Foot","Ligue 1","Jim Allevinah","GAB","MF,DF","28",1995,20.7,1008,48,223,443,360,67,1008,67,28,41.8,35,52.2,726,5623,2680,87,55,13,54,26,676,120,"https://fbref.com/en/players/1956b948/Jim-Allevinah"
2024,"Clermont Foot","Ligue 1","Komnen Andrić","SRB","FW","28",1995,1.9,83,2,3,44,36,3,83,5,2,40,3,60,59,272,42,0,4,1,8,6,66,24,"https://fbref.com/en/players/af3ddb2e/Komnen-Andric"
2024,"Clermont Foot","Ligue 1","Yoël Armougom","FRA","DF,MF","25",1998,2.6,148,5,26,72,50,1,148,3,1,33.3,1,33.3,105,601,358,6,5,0,2,0,104,25,"https://fbref.com/en/players/9dd5da03/Yoel-Armougom"
2024,"Clermont Foot","Ligue 1","Abdellah Baallal","MAR","MF","18",2004,0,5,0,2,2,1,0,5,0,0,NA,0,NA,3,17,6,0,0,0,0,0,2,0,"https://fbref.com/en/players/972183e0/Abdellah-Baallal"
2024,"Clermont Foot","Ligue 1","Jérémie Bela","ANG","MF,FW","30",1993,2.3,121,3,7,59,58,3,121,7,4,57.1,3,42.9,94,664,340,14,9,0,4,3,99,33,"https://fbref.com/en/players/5680bf3f/Jeremie-Bela"
2024,"Clermont Foot","Ligue 1","Neto Borges","BRA","DF","26",1996,28,1743,122,597,749,420,49,1743,54,28,51.9,21,38.9,1131,7202,3464,58,45,17,31,11,1021,165,"https://fbref.com/en/players/9f936061/Neto-Borges"
2024,"Clermont Foot","Ligue 1","Mohamed Bouchenna","FRA","MF,FW","17",2006,0.3,20,0,5,11,6,2,20,5,2,40,3,60,15,91,38,0,1,1,3,0,10,3,"https://fbref.com/en/players/28e1d1ea/Mohamed-Bouchenna"
2024,"Clermont Foot","Ligue 1","Bilal Boutobba","FRA","FW,MF","24",1998,10.3,536,7,64,256,226,38,536,46,16,34.8,25,54.3,411,2689,1191,38,29,11,26,15,381,86,"https://fbref.com/en/players/e8a65bc8/Bilal-Boutobba"
2024,"Clermont Foot","Ligue 1","Maximiliano Caufriez","BEL","DF","26",1997,18.4,1087,169,498,522,76,7,1087,14,7,50,4,28.6,724,4578,2184,24,27,0,11,11,670,11,"https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez"
2024,"Clermont Foot","Ligue 1","Muhammed Cham","AUT","MF,FW","22",2000,28.4,1609,20,208,846,576,69,1604,65,34,52.3,28,43.1,1216,7659,3240,71,77,13,57,42,1177,142,"https://fbref.com/en/players/f527a32c/Muhammed-Cham"
2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,1352,1016,1316,37,0,0,1352,4,3,75,1,25,971,5154,3362,0,0,0,2,0,655,0,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2024,"Clermont Foot","Ligue 1","Ilhan Fakili","FRA","MF,FW","17",2006,1,45,0,3,19,23,4,45,6,1,16.7,5,83.3,33,181,73,2,1,2,5,2,35,7,"https://fbref.com/en/players/eabef312/Ilhan-Fakili"
2024,"Clermont Foot","Ligue 1","Johan Gastien","FRA","MF","35",1988,25.1,1918,70,475,1199,257,9,1918,25,8,32,14,56,1458,6939,2842,21,27,0,29,9,1353,21,"https://fbref.com/en/players/868eaba0/Johan-Gastien"
2024,"Clermont Foot","Ligue 1","Maxime Gonalons","FRA","MF","34",1989,14.4,921,32,196,652,84,10,921,17,8,47.1,7,41.2,659,3461,1158,8,14,2,18,13,610,10,"https://fbref.com/en/players/b8c1de25/Maxime-Gonalons"
2024,"Clermont Foot","Ligue 1","Jérémy Jacquet","FRA","DF","18",2005,2.8,157,15,49,77,32,2,157,2,1,50,1,50,75,533,268,5,3,1,2,2,72,4,"https://fbref.com/en/players/cef70c94/Jeremy-Jacquet"
2024,"Clermont Foot","Ligue 1","Habib Keita","MLI","MF","21",2002,14.2,878,53,215,509,159,7,878,24,14,58.3,10,41.7,629,3404,1402,9,21,3,23,15,579,23,"https://fbref.com/en/players/cc588cbe/Habib-Keita"
2024,"Clermont Foot","Ligue 1","Cheick Konaté","MLI","DF","19",2004,11.9,631,34,128,310,202,20,631,43,22,51.2,20,46.5,412,2487,1113,22,19,8,19,13,375,86,"https://fbref.com/en/players/6ce2cdf0/Cheick-Konate"
2024,"Clermont Foot","Ligue 1","Grejohn Kyei","FRA","FW","27",1995,11.4,406,12,18,204,185,57,405,30,10,33.3,20,66.7,284,1478,493,12,11,3,38,19,312,85,"https://fbref.com/en/players/397ba086/Grejohn-Kyei"
2024,"Clermont Foot","Ligue 1","Joshua M'Bahia","CIV","MF","18",2005,0.2,15,0,6,4,5,0,15,0,0,NA,0,NA,13,77,51,0,0,0,0,1,13,2,"https://fbref.com/en/players/f02067df/Joshua-MBahia"
2024,"Clermont Foot","Ligue 1","Yohann Magnin","FRA","MF","26",1997,18.7,1066,38,249,641,186,28,1066,11,3,27.3,7,63.6,730,3478,1227,14,15,2,36,12,669,47,"https://fbref.com/en/players/caa7aaea/Yohann-Magnin"
2024,"Clermont Foot","Ligue 1","Chrislain Matsima","FRA","DF","21",2002,13.1,807,123,391,397,20,5,807,5,2,40,1,20,549,3316,1799,13,4,1,6,4,496,1,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2024,"Clermont Foot","Ligue 1","Aïman Maurer","MAR","MF,FW","18",2004,0.6,38,2,5,9,24,4,38,3,2,66.7,1,33.3,27,173,43,1,1,1,3,1,25,8,"https://fbref.com/en/players/87d31635/Aiman-Maurer"
2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,188,147,185,3,0,0,188,0,0,NA,0,NA,141,693,375,0,0,0,0,0,95,0,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
2024,"Clermont Foot","Ligue 1","Shamar Nicholson","JAM","FW","26",1997,16.5,536,18,39,279,223,74,534,26,8,30.8,17,65.4,378,2045,646,18,16,14,33,18,406,110,"https://fbref.com/en/players/e33fb79d/Shamar-Nicholson"
2024,"Clermont Foot","Ligue 1","Florent Ogier","FRA","DF","34",1989,10.5,616,117,354,246,19,12,616,1,1,100,0,0,413,2281,957,4,3,0,3,0,388,0,"https://fbref.com/en/players/6993927b/Florent-Ogier"
2024,"Clermont Foot","Ligue 1","Andy Pelmard","FRA","DF","23",2000,33.2,1928,220,844,1011,94,4,1928,10,7,70,2,20,1393,9458,4757,39,24,2,10,3,1256,7,"https://fbref.com/en/players/f18d7ab2/Andy-Pelmard"
2024,"Clermont Foot","Ligue 1","Elba Rashani","KVX","MF,FW","30",1993,13.1,550,17,93,238,227,42,550,46,17,37,26,56.5,403,2377,803,19,16,6,22,22,367,102,"https://fbref.com/en/players/25749008/Elba-Rashani"
2024,"Clermont Foot","Ligue 1","Alidu Seidu","GHA","DF","23",2000,12.6,905,68,372,488,55,1,905,25,11,44,12,48,651,4153,1861,16,17,0,13,6,560,3,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2024,"Clermont Foot","Ligue 1","Alan Virginius","FRA","FW","20",2003,10.4,300,7,38,127,138,40,300,20,10,50,10,50,209,1559,806,22,11,10,24,11,211,64,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2024,"Clermont Foot","Ligue 1","Mateusz Wieteska","POL","DF","26",1997,1.9,139,15,73,64,3,3,139,1,0,0,1,100,88,513,339,0,0,0,0,0,86,1,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Clermont Foot","Ligue 1","Mehdi Zeffane","ALG","DF,MF","31",1992,13.7,816,45,229,414,179,17,816,10,2,20,8,80,537,2582,1112,14,15,2,16,4,501,48,"https://fbref.com/en/players/c8c02ac7/Mehdi-Zeffane"
2024,"Crystal Palace","Premier League","Naouirou Ahamada","FRA","MF,FW","21",2002,3.9,240,6,46,123,75,8,240,13,7,53.8,5,38.5,150,1018,486,19,8,4,8,11,169,20,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada"
2024,"Crystal Palace","Premier League","Joachim Andersen","DEN","DF","27",1996,37.9,2609,337,1320,1160,140,44,2609,23,14,60.9,6,26.1,1367,7243,4207,21,11,0,11,6,1604,10,"https://fbref.com/en/players/e34fc66d/Joachim-Andersen"
2024,"Crystal Palace","Premier League","Jordan Ayew","GHA","FW,MF","31",1991,28.3,1349,24,182,592,598,95,1349,130,52,40,57,43.8,836,5509,2119,74,55,20,85,80,967,173,"https://fbref.com/en/players/da052c14/Jordan-Ayew"
2024,"Crystal Palace","Premier League","Nathaniel Clyne","ENG","DF","32",1991,14.9,722,40,273,323,131,7,722,16,8,50,6,37.5,326,1435,658,10,12,1,13,0,412,18,"https://fbref.com/en/players/0442183b/Nathaniel-Clyne"
2024,"Crystal Palace","Premier League","Cheick Doucouré","MLI","MF","23",2000,10.2,545,25,145,312,97,7,545,13,10,76.9,3,23.1,276,1153,579,9,9,1,16,8,318,5,"https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure"
2024,"Crystal Palace","Premier League","Odsonne Édouard","FRA","FW,MF","25",1998,17.3,597,18,59,222,326,98,597,50,19,38,24,48,341,1762,877,33,18,25,55,26,415,100,"https://fbref.com/en/players/0562b7f1/Odsonne-Edouard"
2024,"Crystal Palace","Premier League","Eberechi Eze","ENG","MF,FW","25",1998,22.8,1274,11,121,522,658,103,1273,140,69,49.3,64,45.7,789,4822,2098,68,61,43,77,48,887,139,"https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze"
2024,"Crystal Palace","Premier League","Matheus França","BRA","MF,FW","19",2004,2.6,119,3,31,45,51,9,119,14,4,28.6,9,64.3,81,722,372,12,11,5,4,7,73,12,"https://fbref.com/en/players/077faf72/Matheus-Franca"
2024,"Crystal Palace","Premier League","Marc Guéhi","ENG","DF","23",2000,22.5,1501,196,761,678,67,12,1501,13,7,53.8,4,30.8,898,4190,2201,15,9,1,9,2,1011,7,"https://fbref.com/en/players/d0706b27/Marc-Guehi"
2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,536,478,536,0,0,0,536,0,0,NA,0,NA,284,1668,734,0,0,0,1,0,233,0,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
2024,"Crystal Palace","Premier League","Will Hughes","ENG","MF","28",1995,21,1094,45,228,657,219,15,1094,15,9,60,3,20,463,1931,900,14,14,0,22,27,609,17,"https://fbref.com/en/players/a0666d3e/Will-Hughes"
2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,640,539,637,3,0,0,640,0,0,NA,0,NA,350,2039,1281,0,0,0,0,0,287,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
2024,"Crystal Palace","Premier League","Jefferson Lerma","COL","MF,DF","28",1994,26.7,1513,99,413,822,290,40,1513,20,11,55,6,30,735,3033,1410,14,17,2,26,14,893,51,"https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma"
2024,"Crystal Palace","Premier League","Jean-Philippe Mateta","FRA","FW","26",1997,25.4,725,19,66,303,373,102,723,65,25,38.5,36,55.4,427,2104,740,29,15,14,89,78,539,135,"https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta"
2024,"Crystal Palace","Premier League","Remi Matthews","ENG","GK","29",1994,0,6,5,6,0,0,0,6,0,0,NA,0,NA,2,18,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/27f4f772/Remi-Matthews"
2024,"Crystal Palace","Premier League","Tyrick Mitchell","ENG","DF,MF","23",1999,35.6,2038,118,739,762,555,54,2038,37,18,48.6,17,45.9,818,3253,1564,32,23,9,46,28,979,159,"https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell"
2024,"Crystal Palace","Premier League","Daniel Muñoz","COL","DF,MF","27",1996,16,947,54,262,411,284,42,947,28,13,46.4,12,42.9,385,1841,873,25,17,5,21,7,465,80,"https://fbref.com/en/players/778ef829/Daniel-Munoz"
2024,"Crystal Palace","Premier League","Michael Olise","FRA","FW,MF","21",2001,14.2,959,10,102,396,483,80,958,83,40,48.2,33,39.8,563,3979,2210,68,50,27,41,33,692,134,"https://fbref.com/en/players/c4486bac/Michael-Olise"
2024,"Crystal Palace","Premier League","David Ozoh","ENG","MF,DF","18",2005,1.7,73,1,19,44,11,0,73,3,1,33.3,2,66.7,37,161,39,2,2,0,2,4,42,3,"https://fbref.com/en/players/d00d45ab/David-Ozoh"
2024,"Crystal Palace","Premier League","Jesurun Rak Sakyi","ENG","MF,FW","20",2002,1.5,77,1,10,19,48,13,77,10,4,40,5,50,46,252,145,7,3,5,4,3,54,18,"https://fbref.com/en/players/45685411/Jesurun-Rak-Sakyi"
2024,"Crystal Palace","Premier League","Chris Richards","USA","DF,MF","23",2000,23.3,1195,157,557,568,77,21,1195,1,1,100,0,0,574,2313,890,1,6,0,7,4,678,1,"https://fbref.com/en/players/0a3d6d2b/Chris-Richards"
2024,"Crystal Palace","Premier League","Jaïro Riedewald","NED","MF,FW","26",1996,2.6,138,3,23,79,37,6,138,3,1,33.3,2,66.7,63,243,79,3,0,2,4,2,84,3,"https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald"
2024,"Crystal Palace","Premier League","Jeffrey Schlupp","GHA","FW,MF","30",1992,15,536,22,110,249,185,27,536,41,17,41.5,20,48.8,288,1372,626,20,10,6,41,23,338,52,"https://fbref.com/en/players/3312f911/Jeffrey-Schlupp"
2024,"Crystal Palace","Premier League","James Tomkins","ENG","DF","34",1989,0.1,25,2,11,12,2,0,25,0,0,NA,0,NA,8,26,12,0,0,0,0,0,13,0,"https://fbref.com/en/players/e7ca0439/James-Tomkins"
2024,"Crystal Palace","Premier League","Joel Ward","ENG","DF","33",1989,22,1167,107,437,551,187,10,1167,12,8,66.7,4,33.3,490,2018,1015,16,9,0,12,3,599,14,"https://fbref.com/en/players/8a7ff278/Joel-Ward"
2024,"Crystal Palace","Premier League","Adam Wharton","ENG","MF","19",2004,14.4,742,29,143,426,183,4,742,7,3,42.9,2,28.6,346,1441,723,14,23,0,12,12,449,10,"https://fbref.com/en/players/4b542852/Adam-Wharton"
2024,"Cádiz","La Liga","Rubén Alcaraz","ESP","MF","32",1991,34.8,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,"https://fbref.com/en/players/036bba5f/Ruben-Alcaraz"
2024,"Cádiz","La Liga","Iván Alejo","ESP","MF","28",1995,18.8,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104,"https://fbref.com/en/players/3d7e48ce/Ivan-Alejo"
2024,"Cádiz","La Liga","Isaac Carcelen","ESP","DF","30",1993,29,1425,98,432,647,351,11,1425,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,19,671,70,"https://fbref.com/en/players/c4b888df/Isaac-Carcelen"
2024,"Cádiz","La Liga","Víctor Chust","ESP","DF","23",2000,20.7,1223,147,647,552,28,13,1223,2,1,50,1,50,693,3929,1732,10,2,0,7,1,742,2,"https://fbref.com/en/players/ec1a731e/Victor-Chust"
2024,"Cádiz","La Liga","Moussa Diakité","MLI","MF","19",2003,0,1,0,1,0,0,0,1,1,0,0,1,100,1,3,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d925b04e/Moussa-Diakite"
2024,"Cádiz","La Liga","Gonzalo Escalante","ARG","MF","30",1993,18.9,907,50,221,549,141,19,907,7,3,42.9,4,57.1,397,1557,679,4,9,0,17,12,511,14,"https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante"
2024,"Cádiz","La Liga","Karl Etta","CMR","FW","19",2004,0.2,4,0,0,3,1,0,4,0,0,NA,0,NA,2,4,0,0,0,0,1,0,2,1,"https://fbref.com/en/players/f0f499ea/Karl-Etta"
2024,"Cádiz","La Liga","Fali","ESP","DF","29",1993,28.3,1307,191,647,615,52,18,1307,5,3,60,1,20,643,3354,2047,16,8,0,6,2,696,10,"https://fbref.com/en/players/72a84002/Fali"
2024,"Cádiz","La Liga","Álex Fernández","ESP","MF","30",1992,14.3,775,52,212,405,163,8,775,7,4,57.1,2,28.6,384,1736,783,11,20,1,9,12,463,26,"https://fbref.com/en/players/aa677a35/Alex-Fernandez"
2024,"Cádiz","La Liga","David Gil","ESP","GK","29",1994,4.1,166,133,164,2,0,0,166,0,0,NA,0,NA,71,454,282,0,0,0,0,0,40,0,"https://fbref.com/en/players/fea23125/David-Gil"
2024,"Cádiz","La Liga","Maxi Gómez","URU","FW","26",1996,12.9,361,5,28,159,176,47,361,11,4,36.4,5,45.5,203,877,269,13,10,2,33,20,293,54,"https://fbref.com/en/players/4c2e9442/Maxi-Gomez"
2024,"Cádiz","La Liga","Sergi Guardiola","ESP","FW,MF","32",1991,5.5,281,3,19,143,123,14,281,14,7,50,6,42.9,193,860,272,10,7,2,12,10,216,32,"https://fbref.com/en/players/32974271/Sergi-Guardiola"
2024,"Cádiz","La Liga","Javi Hernández","ESP","DF","25",1998,27.9,1571,112,509,669,412,29,1571,32,13,40.6,17,53.1,685,3932,2182,40,44,6,30,13,760,57,"https://fbref.com/en/players/9a76c2e9/Javi-Hernandez"
2024,"Cádiz","La Liga","Luis Hernández","ESP","DF","34",1989,8,411,34,178,167,69,1,411,0,0,NA,0,NA,172,830,559,2,3,0,0,0,217,1,"https://fbref.com/en/players/02d2c436/Luis-Hernandez"
2024,"Cádiz","La Liga","Juanmi","ESP","FW","30",1993,9.7,327,4,27,172,133,23,327,23,9,39.1,13,56.5,200,954,265,7,8,5,28,17,223,40,"https://fbref.com/en/players/84399660/Juanmi"
2024,"Cádiz","La Liga","Rominigue Kouamé","MLI","MF","26",1996,9.1,501,14,121,328,58,2,501,10,7,70,1,10,249,1684,703,16,7,1,8,1,286,5,"https://fbref.com/en/players/86a2ba20/Rominigue-Kouame"
2024,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","30",1993,33.9,1261,992,1248,17,0,0,1261,2,2,100,0,0,652,4356,3096,0,0,0,1,0,421,0,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
2024,"Cádiz","La Liga","Lucas","BRA","DF","22",2001,17.1,1020,54,306,447,275,14,1020,32,15,46.9,14,43.8,487,2549,1130,30,19,3,22,18,513,65,"https://fbref.com/en/players/5d68f5b2/Lucas"
2024,"Cádiz","La Liga","Darwin Machís","VEN","MF","30",1993,8.7,394,6,53,162,182,16,393,17,6,35.3,9,52.9,218,1393,558,20,20,5,20,11,225,54,"https://fbref.com/en/players/ed6ea4d9/Darwin-Machis"
2024,"Cádiz","La Liga","José Mari","ESP","MF,FW","35",1987,0.2,23,0,0,19,4,0,23,0,0,NA,0,NA,10,55,23,0,0,0,0,0,16,1,"https://fbref.com/en/players/6f4c734d/Jose-Mari"
2024,"Cádiz","La Liga","Roger Martí","ESP","FW","32",1991,15.1,503,7,33,263,216,53,503,10,3,30,6,60,309,1260,390,7,15,2,47,20,354,64,"https://fbref.com/en/players/0ae4e09a/Roger-Marti"
2024,"Cádiz","La Liga","Mamadou Mbaye","SEN","DF","25",1998,3.2,137,37,81,47,9,4,137,0,0,NA,0,NA,35,170,83,0,0,0,2,0,43,0,"https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye"
2024,"Cádiz","La Liga","Jorge Meré","ESP","DF","26",1997,7.5,298,42,148,143,9,3,298,1,1,100,0,0,115,423,237,2,2,0,0,1,137,0,"https://fbref.com/en/players/9f979eb2/Jorge-Mere"
2024,"Cádiz","La Liga","Roberto Navarro","ESP","MF,FW","21",2002,21,1040,14,144,437,491,48,1040,116,54,46.6,55,47.4,659,4823,2530,81,69,15,60,37,673,119,"https://fbref.com/en/players/c997b942/Roberto-Navarro"
2024,"Cádiz","La Liga","Álvaro Negredo","ESP","FW,MF","37",1985,0.6,32,0,3,11,19,5,32,2,2,100,0,0,17,57,15,0,0,0,3,0,19,0,"https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo"
2024,"Cádiz","La Liga","Brian Ocampo","URU","MF,FW","24",1999,2.8,179,1,20,76,90,6,179,20,10,50,8,40,123,1011,548,18,15,1,17,10,130,25,"https://fbref.com/en/players/2e3995cd/Brian-Ocampo"
2024,"Cádiz","La Liga","Milutin Osmajić","MNE","MF","24",1999,0.1,5,0,0,0,5,2,5,0,0,NA,0,NA,2,10,1,0,0,0,0,0,5,0,"https://fbref.com/en/players/375ed9d7/Milutin-Osmajic"
2024,"Cádiz","La Liga","Aiham Ousou","SYR","DF","23",2000,4.8,215,19,114,93,12,2,215,1,1,100,0,0,124,741,376,2,6,0,3,0,111,0,"https://fbref.com/en/players/2973a975/Aiham-Ousou"
2024,"Cádiz","La Liga","Chris Ramos","ESP","FW,MF","26",1997,29,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102,"https://fbref.com/en/players/44e07fac/Chris-Ramos"
2024,"Cádiz","La Liga","Diadie Samassékou","MLI","MF","27",1996,1,60,1,16,37,9,0,60,2,2,100,0,0,33,215,110,2,4,0,2,0,32,1,"https://fbref.com/en/players/08593525/Diadie-Samassekou"
2024,"Cádiz","La Liga","Fede San Emeterio","ESP","MF","26",1997,1.7,67,5,20,41,6,1,67,1,0,0,0,0,28,108,68,0,0,0,1,0,37,0,"https://fbref.com/en/players/efecd633/Fede-San-Emeterio"
2024,"Cádiz","La Liga","Rubén Sobrino","ESP","MF,FW","31",1992,18.3,780,24,162,346,279,38,780,41,16,39,23,56.1,416,2197,979,27,26,5,39,28,470,78,"https://fbref.com/en/players/19b776e9/Ruben-Sobrino"
2024,"Cádiz","La Liga","Borja Vázquez","ESP","FW","18",2005,0,5,0,2,1,2,0,5,0,0,NA,0,NA,3,13,5,0,0,0,0,0,3,1,"https://fbref.com/en/players/8c6d0e32/Borja-Vazquez"
2024,"Cádiz","La Liga","Joseba Zaldúa","ESP","DF","31",1992,7.8,320,28,110,117,94,8,320,5,2,40,2,40,148,617,247,7,7,2,7,3,155,33,"https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua"
2024,"Darmstadt 98","Bundesliga","Asaf Arania","ISR","MF","17",2005,0.1,5,0,0,2,3,0,5,0,0,NA,0,NA,2,16,9,0,1,0,0,0,4,2,"https://fbref.com/en/players/d61c07fd/Asaf-Arania"
2024,"Darmstadt 98","Bundesliga","Matthias Bader","GER","DF,MF","26",1997,20,1134,47,384,494,267,25,1134,48,18,37.5,24,50,588,3257,1673,38,30,6,36,14,629,66,"https://fbref.com/en/players/3489184e/Matthias-Bader"
2024,"Darmstadt 98","Bundesliga","Alexander Brunst","GER","GK","28",1995,3,155,94,150,5,0,0,155,0,0,NA,0,NA,89,394,226,0,0,0,0,0,75,0,"https://fbref.com/en/players/99219195/Alexander-Brunst"
