"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2024,"Real Madrid","La Liga","Gonzalo García","ESP","FW,MF","19",2004,0.2,11,0,2,4,5,1,11,1,0,0,1,100,8,56,20,1,1,1,0,0,7,3,"https://fbref.com/en/players/74c2d562/Gonzalo-Garcia"
2024,"Real Madrid","La Liga","Arda Güler","TUR","FW,MF","18",2005,4.2,273,7,39,114,125,19,273,22,11,50,9,40.9,172,1034,609,16,6,6,7,5,205,25,"https://fbref.com/en/players/3741ca58/Arda-Guler"
2024,"Real Madrid","La Liga","Joselu","ESP","FW","33",1990,18.7,514,13,43,236,238,99,512,14,6,42.9,7,50,292,1040,353,15,8,12,29,9,398,98,"https://fbref.com/en/players/6265208f/Joselu"
2024,"Real Madrid","La Liga","Vinicius Júnior","BRA","FW","23",2000,20.7,1058,2,51,290,733,193,1057,176,65,36.9,95,54,797,6384,3440,137,74,88,71,40,888,277,"https://fbref.com/en/players/7111d552/Vinicius-Junior"
2024,"Real Madrid","La Liga","Toni Kroos","GER","MF","33",1990,23.6,2656,58,546,1641,492,13,2656,8,5,62.5,3,37.5,1758,8020,4189,32,51,1,8,6,2128,29,"https://fbref.com/en/players/6ce1f46f/Toni-Kroos"
2024,"Real Madrid","La Liga","Andriy Lunin","UKR","GK","24",1999,21,713,613,710,3,0,0,713,0,0,NA,0,NA,399,1766,1177,0,0,0,0,0,400,0,"https://fbref.com/en/players/3061e1ec/Andriy-Lunin"
2024,"Real Madrid","La Liga","Mario Martín","ESP","MF","19",2004,0.2,25,2,9,13,4,0,25,0,0,NA,0,NA,12,64,18,0,0,0,2,0,15,1,"https://fbref.com/en/players/a9aff11a/Mario-Martin"
2024,"Real Madrid","La Liga","Ferland Mendy","FRA","DF","28",1995,19.1,1409,44,387,687,345,17,1409,28,13,46.4,13,46.4,858,3474,1505,19,21,3,20,14,1026,96,"https://fbref.com/en/players/3cefcaef/Ferland-Mendy"
2024,"Real Madrid","La Liga","Éder Militão","BRA","DF","25",1998,5.5,376,61,204,155,20,3,376,1,0,0,0,0,244,1145,609,7,4,0,3,1,274,2,"https://fbref.com/en/players/2784f898/Eder-Militao"
2024,"Real Madrid","La Liga","Luka Modrić","CRO","MF","37",1985,18.8,1812,22,256,977,593,49,1812,45,21,46.7,17,37.8,1202,6071,2795,53,57,13,12,19,1427,85,"https://fbref.com/en/players/6025fab1/Luka-Modric"
2024,"Real Madrid","La Liga","Álvaro Muñoz","URU","FW","19",2004,0,3,1,2,1,0,0,3,2,2,100,0,0,1,28,0,0,1,0,1,1,2,0,"https://fbref.com/en/players/49a6ecbb/Alvaro-Munoz"
2024,"Real Madrid","La Liga","Nacho","ESP","DF","33",1990,19.4,1418,202,724,632,67,18,1418,6,2,33.3,3,50,821,3372,2023,13,10,1,7,0,1028,9,"https://fbref.com/en/players/2946f9a1/Nacho"
2024,"Real Madrid","La Liga","Nicolás Paz","ARG","MF,FW","18",2004,0.3,32,0,2,17,13,0,32,2,0,0,2,100,21,167,125,3,3,0,0,0,21,2,"https://fbref.com/en/players/01bb93d5/Nicolas-Paz"
2024,"Real Madrid","La Liga","Rodrygo","BRA","FW","22",2001,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301,"https://fbref.com/en/players/8f5e92a6/Rodrygo"
2024,"Real Madrid","La Liga","Antonio Rüdiger","GER","DF","30",1993,30.1,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1,"https://fbref.com/en/players/18b896d6/Antonio-Rudiger"
2024,"Real Madrid","La Liga","Aurélien Tchouaméni","FRA","MF,DF","23",2000,22.1,1722,132,539,985,211,20,1722,13,6,46.2,3,23.1,1152,6365,3569,28,41,1,13,12,1296,15,"https://fbref.com/en/players/4f255115/Aurelien-Tchouameni"
2024,"Real Madrid","La Liga","Federico Valverde","URU","MF","25",1998,32.3,2448,77,384,1382,708,69,2448,44,22,50,21,47.7,1610,9227,5027,104,102,15,28,12,1925,102,"https://fbref.com/en/players/0959c2a2/Federico-Valverde"
2024,"Real Madrid","La Liga","Lucas Vázquez","ESP","DF","32",1991,15.8,1286,52,327,498,466,68,1286,47,24,51.1,19,40.4,708,3085,1454,28,22,12,18,15,911,160,"https://fbref.com/en/players/fd51b456/Lucas-Vazquez"
2024,"Real Sociedad","La Liga","Mohamed Ali Cho","FRA","FW,MF","19",2004,2.8,106,0,10,47,53,9,106,20,7,35,9,45,69,590,363,16,11,4,10,2,68,19,"https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho"
2024,"Real Sociedad","La Liga","Jon Aramburu","VEN","DF","21",2002,6,392,22,92,214,91,3,392,7,2,28.6,4,57.1,171,726,347,6,10,0,6,6,207,25,"https://fbref.com/en/players/dc7a172e/Jon-Aramburu"
2024,"Real Sociedad","La Liga","Ander Barrenetxea","ESP","FW,MF","21",2001,15.9,794,8,82,307,415,68,794,78,38,48.7,30,38.5,526,3503,1479,56,35,22,55,45,586,163,"https://fbref.com/en/players/200e89e1/Ander-Barrenetxea"
2024,"Real Sociedad","La Liga","Sheraldo Becker","SUR","FW,MF","28",1995,8.6,300,0,13,85,207,42,300,8,4,50,3,37.5,178,1223,591,28,9,8,15,5,232,87,"https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker"
2024,"Real Sociedad","La Liga","Alberto Dadie","ESP","MF","21",2002,0.3,14,0,6,6,2,1,14,1,0,0,1,100,12,28,8,0,0,0,4,0,10,0,"https://fbref.com/en/players/cc851506/Alberto-Dadie"
2024,"Real Sociedad","La Liga","Aritz Elustondo","ESP","DF","29",1994,9,545,47,225,282,41,14,545,3,2,66.7,1,33.3,273,1407,661,4,5,1,3,3,322,2,"https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo"
2024,"Real Sociedad","La Liga","Carlos Fernández","ESP","FW","27",1996,4.5,142,6,16,79,49,14,141,10,3,30,7,70,64,315,100,5,3,0,13,14,85,13,"https://fbref.com/en/players/e08647d6/Carlos-Fernandez"
2024,"Real Sociedad","La Liga","Javi Galán","ESP","DF","28",1994,11.9,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70,"https://fbref.com/en/players/a4b00319/Javi-Galan"
2024,"Real Sociedad","La Liga","Urko González","ESP","MF","22",2001,1.7,109,8,30,65,14,1,109,2,1,50,1,50,51,257,149,1,0,0,2,3,75,1,"https://fbref.com/en/players/c4f5eb61/Urko-Gonzalez"
2024,"Real Sociedad","La Liga","Takefusa Kubo","JPN","FW,MF","22",2001,23.9,1161,11,94,404,683,122,1161,117,55,47,44,37.6,745,6334,3378,136,57,63,60,27,831,231,"https://fbref.com/en/players/16aa3654/Takefusa-Kubo"
2024,"Real Sociedad","La Liga","Robin Le Normand","ESP","DF","26",1996,27.4,1996,171,899,1057,45,17,1996,1,1,100,0,0,1242,7060,4021,21,16,0,16,6,1359,1,"https://fbref.com/en/players/9a64e67e/Robin-Le-Normand"
2024,"Real Sociedad","La Liga","Jon Magunacelaya","ESP","FW,MF","23",2000,1.3,68,2,12,30,26,6,68,5,2,40,2,40,33,145,83,2,2,0,3,2,39,10,"https://fbref.com/en/players/d4808594/Jon-Magunacelaya"
2024,"Real Sociedad","La Liga","Unai Marrero","ESP","GK","21",2001,1.6,46,32,43,3,0,0,46,0,0,NA,0,NA,22,94,55,0,0,0,0,0,11,0,"https://fbref.com/en/players/f0fe87dc/Unai-Marrero"
2024,"Real Sociedad","La Liga","Jon Martin","ESP","DF","17",2006,0.3,10,2,9,1,0,0,10,0,0,NA,0,NA,1,2,1,0,0,0,0,0,4,0,"https://fbref.com/en/players/df33ecb5/Jon-Martin"
2024,"Real Sociedad","La Liga","Brais Méndez","ESP","MF,FW","26",1997,26.8,1559,36,162,851,562,63,1559,59,24,40.7,31,52.5,884,4030,1902,45,40,15,57,30,1113,121,"https://fbref.com/en/players/c9e39d91/Brais-Mendez"
2024,"Real Sociedad","La Liga","Mikel Merino","ESP","MF","27",1996,27.6,1759,91,323,948,514,76,1759,41,24,58.5,13,31.7,892,3946,1722,26,39,5,61,42,1213,99,"https://fbref.com/en/players/d080ed5e/Mikel-Merino"
2024,"Real Sociedad","La Liga","Aihen Muñoz","ESP","DF","25",1997,12.5,838,44,244,418,181,6,838,19,10,52.6,7,36.8,372,2000,917,24,23,1,14,8,429,23,"https://fbref.com/en/players/228b0d9d/Aihen-Munoz"
2024,"Real Sociedad","La Liga","Álvaro Odriozola","ESP","DF","27",1995,4.4,293,9,85,146,63,7,293,9,2,22.2,5,55.6,138,802,410,14,8,2,6,4,177,12,"https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola"
2024,"Real Sociedad","La Liga","Olasagasti","ESP","MF","22",2000,4,225,8,41,109,78,15,225,10,7,70,3,30,109,451,214,8,4,4,7,6,132,12,"https://fbref.com/en/players/3d99999d/Olasagasti"
2024,"Real Sociedad","La Liga","Mikel Oyarzabal","ESP","FW,MF","26",1997,24,728,13,83,335,317,79,726,29,10,34.5,16,55.2,376,1603,597,27,21,10,61,26,508,126,"https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal"
2024,"Real Sociedad","La Liga","Jon Pacheco","ESP","DF","22",2001,17,1311,133,607,679,28,10,1311,4,4,100,0,0,763,3837,2126,9,8,0,8,2,888,1,"https://fbref.com/en/players/44150beb/Jon-Pacheco"
2024,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","28",1995,36.4,1353,1103,1338,15,0,0,1353,0,0,NA,0,NA,783,3944,1947,0,0,0,2,0,726,0,"https://fbref.com/en/players/374ee424/Alex-Remiro"
2024,"Real Sociedad","La Liga","Umar Sadiq","NGA","FW","26",1997,12,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74,"https://fbref.com/en/players/686cbe7d/Umar-Sadiq"
2024,"Real Sociedad","La Liga","André Silva","POR","FW","27",1995,8.1,239,3,13,99,128,25,238,23,6,26.1,16,69.6,137,727,242,5,5,4,17,18,172,44,"https://fbref.com/en/players/3effaa34/Andre-Silva"
2024,"Real Sociedad","La Liga","Alex Sola","ESP","DF,MF","24",1999,0.3,21,2,5,13,3,0,21,0,0,NA,0,NA,11,75,31,1,1,0,0,1,10,0,"https://fbref.com/en/players/5fa714d5/Alex-Sola"
2024,"Real Sociedad","La Liga","Kieran Tierney","SCO","DF","26",1997,13.8,1056,45,297,552,214,10,1056,17,7,41.2,8,47.1,522,2201,1177,22,21,2,13,3,600,39,"https://fbref.com/en/players/fce2302c/Kieran-Tierney"
2024,"Real Sociedad","La Liga","Hamari Traoré","MLI","DF","31",1992,25.5,1737,87,444,950,356,18,1737,27,16,59.3,9,33.3,884,4222,2188,49,31,4,23,9,982,83,"https://fbref.com/en/players/a4b1028a/Hamari-Traore"
2024,"Real Sociedad","La Liga","Beñat Turrientes","ESP","MF","21",2002,18.7,880,40,178,518,200,11,880,43,21,48.8,14,32.6,509,2885,1387,26,23,2,26,14,601,31,"https://fbref.com/en/players/068f4dec/Benat-Turrientes"
2024,"Real Sociedad","La Liga","Arsen Zakharyan","RUS","MF,FW","20",2003,13.6,691,12,76,286,331,29,691,29,10,34.5,15,51.7,381,1854,1028,28,22,8,25,6,466,88,"https://fbref.com/en/players/7f14ec2a/Arsen-Zakharyan"
2024,"Real Sociedad","La Liga","Igor Zubeldia","ESP","DF","26",1997,28,1983,162,908,1034,50,18,1983,8,4,50,4,50,1229,7537,4725,28,2,0,14,3,1316,0,"https://fbref.com/en/players/5c7845f6/Igor-Zubeldia"
2024,"Real Sociedad","La Liga","Martín Zubimendi","ESP","MF","24",1999,29.5,1793,91,397,1144,267,32,1793,18,12,66.7,5,27.8,942,5305,2671,34,41,5,26,16,1185,27,"https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi"
2024,"Reims","Ligue 1","Yunis Abdelhamid","MAR","DF","35",1987,30.9,2185,293,976,1119,114,35,2184,15,8,53.3,7,46.7,1506,8663,4921,36,19,0,23,4,1403,9,"https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid"
2024,"Reims","Ligue 1","Emmanuel Agbadou","CIV","DF","26",1997,28.8,2198,237,820,1233,165,32,2198,31,15,48.4,16,51.6,1582,10223,5460,42,26,2,24,23,1405,19,"https://fbref.com/en/players/75f1ed80/Emmanuel-Agbadou"
2024,"Reims","Ligue 1","Sergio Akieme","ESP","DF","25",1997,9.1,443,36,135,195,119,11,443,18,8,44.4,9,50,259,1562,742,20,12,3,12,8,239,34,"https://fbref.com/en/players/06efa9dc/Sergio-Akieme"
2024,"Reims","Ligue 1","Valentin Atangana Edoa","FRA","MF","17",2005,6.2,264,13,69,136,65,11,264,8,2,25,5,62.5,166,1141,424,10,11,2,12,3,150,17,"https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa"
2024,"Reims","Ligue 1","Adama Bojang","GAM","FW","19",2004,0.9,42,1,5,16,22,10,42,1,1,100,0,0,25,134,56,2,1,1,4,1,26,8,"https://fbref.com/en/players/e606b6c0/Adama-Bojang"
2024,"Reims","Ligue 1","Maxime Busi","BEL","FW,DF","23",1999,1.8,116,5,38,49,31,6,116,4,3,75,1,25,69,394,175,3,2,3,2,3,60,12,"https://fbref.com/en/players/7b082ec2/Maxime-Busi"
2024,"Reims","Ligue 1","Mohammed Daramy","DEN","FW,MF","21",2002,18.3,718,7,67,255,410,84,717,94,52,55.3,37,39.4,589,4642,2276,72,46,32,46,19,559,162,"https://fbref.com/en/players/06a1d642/Mohammed-Daramy"
2024,"Reims","Ligue 1","Thibault De Smet","BEL","DF","25",1998,20.3,1255,79,375,613,276,10,1255,15,5,33.3,9,60,809,4641,1984,23,30,1,14,7,742,66,"https://fbref.com/en/players/5fdcb075/Thibault-De-Smet"
2024,"Reims","Ligue 1","Mamadou Diakhon","FRA","FW,MF","17",2005,2.3,87,4,17,33,40,5,87,20,6,30,10,50,63,620,278,11,2,5,7,2,57,16,"https://fbref.com/en/players/331c5a98/Mamadou-Diakhon"
2024,"Reims","Ligue 1","Ibrahim Diakité","GUI","DF","19",2003,1.2,100,5,30,40,31,2,100,5,2,40,3,60,57,385,192,7,5,1,1,0,46,9,"https://fbref.com/en/players/d8c19a60/Ibrahim-Diakite"
2024,"Reims","Ligue 1","Oumar Diakité","CIV","FW","19",2003,17.6,546,13,55,233,271,89,545,62,25,40.3,34,54.8,380,2557,789,29,21,21,69,28,370,107,"https://fbref.com/en/players/44435c8f/Oumar-Diakite"
2024,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","23",1999,34,1372,1013,1354,19,0,0,1372,3,3,100,0,0,1061,4997,2703,0,0,0,1,0,775,0,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf"
2024,"Reims","Ligue 1","Thomas Foket","BEL","DF","28",1994,20.4,1250,78,374,569,314,19,1250,12,7,58.3,5,41.7,796,4095,1848,24,24,1,27,10,730,84,"https://fbref.com/en/players/90eb507d/Thomas-Foket"
2024,"Reims","Ligue 1","Junya Ito","JPN","FW,MF","30",1993,30.2,1428,15,134,538,776,100,1428,108,54,50,46,42.6,1069,7115,3389,123,76,35,72,37,1026,287,"https://fbref.com/en/players/dbd3a428/Junya-Ito"
2024,"Reims","Ligue 1","Yaya Kader Fofana","MLI","MF,DF","19",2004,0.4,31,1,4,12,15,4,31,2,2,100,0,0,18,114,35,1,2,0,1,0,16,1,"https://fbref.com/en/players/cedc53d2/Yaya-Kader-Fofana"
2024,"Reims","Ligue 1","Reda Khadra","GER","FW,MF","22",2001,15.2,556,11,83,199,297,41,556,60,28,46.7,31,51.7,415,3065,1166,35,33,14,41,35,387,110,"https://fbref.com/en/players/88acf83f/Reda-Khadra"
2024,"Reims","Ligue 1","Abdoul Koné","FRA","DF","18",2005,2.1,115,12,55,54,9,1,115,3,2,66.7,1,33.3,65,359,116,3,1,1,4,0,52,1,"https://fbref.com/en/players/c1ebf5d2/Abdoul-Kone"
2024,"Reims","Ligue 1","Amadou Koné","MLI","MF","18",2005,5.3,322,23,97,199,32,2,322,3,2,66.7,1,33.3,224,1213,443,2,5,0,9,4,197,2,"https://fbref.com/en/players/2eb1ec07/Amadou-Kone"
2024,"Reims","Ligue 1","Therence Koudou","FRA","DF","18",2004,3.5,204,15,52,91,64,1,204,3,3,100,0,0,122,645,309,8,3,1,3,4,107,21,"https://fbref.com/en/players/059a83b8/Therence-Koudou"
2024,"Reims","Ligue 1","Azor Matusiwa","NED","MF","25",1998,15.4,929,56,216,558,164,10,929,13,9,69.2,3,23.1,617,3259,1296,12,20,2,15,10,541,12,"https://fbref.com/en/players/a17a94d6/Azor-Matusiwa"
2024,"Reims","Ligue 1","Christ Mbondi","FRA","FW","18",2004,0,3,0,1,1,1,0,3,0,0,NA,0,NA,2,9,2,0,0,0,0,0,2,1,"https://fbref.com/en/players/5d36f616/Christ-Mbondi"
2024,"Reims","Ligue 1","Marshall Munetsi","ZIM","MF","27",1996,24.1,836,50,161,433,253,72,836,33,10,30.3,21,63.6,487,2475,935,19,17,1,51,17,439,81,"https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi"
2024,"Reims","Ligue 1","Keito Nakamura","JPN","FW,MF","23",2000,15.3,570,11,78,227,280,66,570,32,19,59.4,13,40.6,424,2780,1412,48,24,17,34,28,396,141,"https://fbref.com/en/players/d97af612/Keito-Nakamura"
2024,"Reims","Ligue 1","Joseph Okumu","KEN","DF","26",1997,19.4,1542,177,765,755,34,15,1542,10,7,70,1,10,1147,6845,3561,15,16,1,13,5,1017,3,"https://fbref.com/en/players/039f1983/Joseph-Okumu"
2024,"Reims","Ligue 1","Amir Richardson","MAR","MF","21",2002,15,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40,"https://fbref.com/en/players/2b7cdb79/Amir-Richardson"
2024,"Reims","Ligue 1","Amine Salama","FRA","FW","23",2000,3.5,110,0,10,48,56,10,110,14,10,71.4,3,21.4,85,723,311,10,4,3,15,5,79,33,"https://fbref.com/en/players/bc7cc472/Amine-Salama"
2024,"Reims","Ligue 1","Benjamin Stambouli","FRA","MF","32",1990,3.2,158,11,46,89,25,2,158,1,1,100,0,0,101,423,229,2,1,0,2,0,93,2,"https://fbref.com/en/players/5939baa2/Benjamin-Stambouli"
2024,"Reims","Ligue 1","Teddy Teuma","MLT","MF","29",1993,23.5,1761,15,261,967,558,32,1760,47,27,57.4,16,34,1272,6693,2853,29,38,4,43,17,1199,112,"https://fbref.com/en/players/5c26ca51/Teddy-Teuma"
2024,"Reims","Ligue 1","Josh Wilson-Esbrand","ENG","DF,MF","20",2002,5.1,304,9,66,163,77,10,304,17,10,58.8,7,41.2,196,1058,569,11,10,3,9,8,186,20,"https://fbref.com/en/players/c19a2df1/Josh-Wilson-Esbrand"
2024,"Rennes","Ligue 1","Lorenz Assignon","TOG","DF","23",2000,11.2,712,26,158,323,237,21,712,23,10,43.5,13,56.5,489,2754,1380,28,19,7,13,5,431,67,"https://fbref.com/en/players/b026bbf6/Lorenz-Assignon"
2024,"Rennes","Ligue 1","Jeanuël Belocian","FRA","DF","18",2005,16.1,1002,104,385,492,129,5,1002,8,5,62.5,2,25,739,4456,2252,16,24,0,8,4,685,37,"https://fbref.com/en/players/c678ddd7/Jeanuel-Belocian"
2024,"Rennes","Ligue 1","Ludovic Blas","FRA","FW,MF","25",1997,17.4,736,6,92,296,366,59,734,69,25,36.2,39,56.5,557,3916,1737,46,37,8,40,29,515,157,"https://fbref.com/en/players/6191093d/Ludovic-Blas"
2024,"Rennes","Ligue 1","Benjamin Bourigeaud","FRA","MF,FW","29",1994,26.9,1803,61,292,868,659,66,1796,24,10,41.7,14,58.3,1290,6311,2388,27,39,4,31,12,1216,139,"https://fbref.com/en/players/20e73fac/Benjamin-Bourigeaud"
2024,"Rennes","Ligue 1","Djaoui Cissé","FRA","MF","19",2004,0,5,0,0,4,1,0,5,0,0,NA,0,NA,4,26,9,0,0,0,0,0,4,1,"https://fbref.com/en/players/576ca93f/Djaoui-Cisse"
2024,"Rennes","Ligue 1","Jeremy Doku","BEL","FW","21",2002,1.2,61,1,6,17,44,12,61,9,9,100,0,0,60,627,342,11,6,7,2,2,54,19,"https://fbref.com/en/players/fffea3e5/Jeremy-Doku"
2024,"Rennes","Ligue 1","Désiré Doué","FRA","MF,FW","18",2005,18.1,1056,14,124,442,512,70,1056,106,64,60.4,31,29.2,828,6050,2891,78,73,29,58,44,827,172,"https://fbref.com/en/players/9e7483ff/Desire-Doue"
2024,"Rennes","Ligue 1","Guela Doué","CIV","DF","20",2002,13.7,843,66,270,338,246,24,843,29,20,69,7,24.1,509,3429,1708,41,41,9,19,15,442,85,"https://fbref.com/en/players/b4ef3fb5/Guela-Doue"
2024,"Rennes","Ligue 1","Amine Gouiri","ALG","FW,MF","23",2000,23,1048,18,109,435,523,132,1048,86,46,53.5,40,46.5,822,4947,2120,59,50,28,41,40,807,185,"https://fbref.com/en/players/aad56ca3/Amine-Gouiri"
2024,"Rennes","Ligue 1","Jérémy Jacquet","FRA","MF","18",2005,0.1,7,0,3,4,0,0,7,0,0,NA,0,NA,5,43,36,1,0,0,0,0,3,0,"https://fbref.com/en/players/cef70c94/Jeremy-Jacquet"
2024,"Rennes","Ligue 1","Arnaud Kalimuendo","FRA","FW","21",2002,23.8,717,7,37,347,339,107,715,46,17,37,25,54.3,559,3294,1046,27,18,13,52,35,564,181,"https://fbref.com/en/players/bf4c41f9/Arnaud-Kalimuendo"
2024,"Rennes","Ligue 1","Mathis Lambourde","FRA","FW","17",2006,0.1,9,1,3,3,3,0,9,0,0,NA,0,NA,6,33,10,1,0,0,1,0,4,2,"https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde"
2024,"Rennes","Ligue 1","Enzo Le Fée","FRA","MF","23",2000,17,1239,48,227,691,344,19,1239,53,29,54.7,22,41.5,966,5512,2446,45,48,7,33,24,893,58,"https://fbref.com/en/players/6f806d99/Enzo-Le-Fee"
2024,"Rennes","Ligue 1","Lovro Majer","CRO","MF","25",1998,0.2,20,1,6,9,6,2,20,1,1,100,0,0,17,131,58,1,0,1,1,0,16,1,"https://fbref.com/en/players/fc46aab1/Lovro-Majer"
2024,"Rennes","Ligue 1","Steve Mandanda","FRA","GK","38",1985,34,1286,976,1267,19,0,0,1286,1,1,100,0,0,919,4432,2525,0,1,1,1,0,641,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
2024,"Rennes","Ligue 1","Nemanja Matić","SRB","MF","34",1988,11.4,923,53,244,549,147,7,923,21,16,76.2,3,14.3,700,4023,2164,14,37,0,11,15,617,8,"https://fbref.com/en/players/eb7822d7/Nemanja-Matic"
2024,"Rennes","Ligue 1","Azor Matusiwa","NED","MF","25",1998,8.8,530,26,108,317,108,8,530,4,2,50,1,25,392,1999,800,3,19,0,6,6,371,12,"https://fbref.com/en/players/a17a94d6/Azor-Matusiwa"
2024,"Rennes","Ligue 1","Birger Meling","NOR","DF","28",1994,0.2,10,0,4,2,4,1,10,0,0,NA,0,NA,4,10,4,0,0,0,0,0,5,0,"https://fbref.com/en/players/70c52749/Birger-Meling"
2024,"Rennes","Ligue 1","Mahamadou Nagida","CMR","DF","18",2005,1.2,82,0,15,30,39,6,82,5,3,60,1,20,62,413,251,5,6,2,2,1,53,11,"https://fbref.com/en/players/8bfbf257/Mahamadou-Nagida"
2024,"Rennes","Ligue 1","Warmed Omari","FRA","DF","23",2000,23,1499,170,664,791,55,8,1499,8,6,75,2,25,1112,7205,4341,22,17,1,11,7,1015,1,"https://fbref.com/en/players/4534a352/Warmed-Omari"
2024,"Rennes","Ligue 1","Fabian Rieder","SUI","MF","21",2002,4.1,255,6,25,159,76,7,255,5,2,40,3,60,191,989,396,10,6,1,8,3,172,18,"https://fbref.com/en/players/c2bd8585/Fabian-Rieder"
2024,"Rennes","Ligue 1","Ibrahim Salah","MAR","FW,MF","21",2001,5.8,341,14,59,128,159,18,341,29,11,37.9,18,62.1,268,1775,700,15,17,2,18,15,237,61,"https://fbref.com/en/players/cad3fd4d/Ibrahim-Salah"
2024,"Rennes","Ligue 1","Baptiste Santamaria","FRA","MF","28",1995,21.4,1444,67,333,906,212,18,1444,25,14,56,9,36,1076,5551,2275,13,28,0,27,19,1005,36,"https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria"
2024,"Rennes","Ligue 1","Alidu Seidu","GHA","DF","23",2000,6.6,439,23,121,215,109,2,439,11,6,54.5,3,27.3,287,1858,812,14,16,1,11,3,267,24,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2024,"Rennes","Ligue 1","Martin Terrier","FRA","FW,MF","26",1997,17,679,19,75,288,323,87,679,39,16,41,18,46.2,506,2828,1153,28,25,9,33,18,511,112,"https://fbref.com/en/players/5148dcc5/Martin-Terrier"
2024,"Rennes","Ligue 1","Arthur Theate","BEL","DF","23",2000,25.5,1882,201,810,949,135,28,1882,14,7,50,6,42.9,1413,9027,5220,33,36,3,16,3,1307,24,"https://fbref.com/en/players/df8d6029/Arthur-Theate"
2024,"Rennes","Ligue 1","Adrien Truffert","FRA","DF","21",2001,23.8,1586,73,388,665,545,47,1586,56,24,42.9,28,50,1023,5947,2732,51,61,8,34,24,941,181,"https://fbref.com/en/players/5d0e0a1f/Adrien-Truffert"
2024,"Rennes","Ligue 1","Christopher Wooh","CMR","DF","21",2001,15.4,931,105,411,492,42,19,931,8,1,12.5,3,37.5,655,4133,2261,8,3,1,10,3,609,4,"https://fbref.com/en/players/b003239d/Christopher-Wooh"
2024,"Rennes","Ligue 1","Bertuğ Yıldırım","TUR","FW","21",2002,5.2,155,4,16,82,62,21,155,9,6,66.7,1,11.1,109,716,266,9,7,2,13,7,112,29,"https://fbref.com/en/players/7410d325/Bertug-Yildirim"
2024,"Roma","Serie A","Tammy Abraham","ENG","FW","25",1997,2.7,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15,"https://fbref.com/en/players/f586779e/Tammy-Abraham"
2024,"Roma","Serie A","Angeliño","ESP","DF","26",1997,12.7,830,60,284,351,199,7,830,13,6,46.2,6,46.2,414,1902,864,12,13,0,9,6,502,55,"https://fbref.com/en/players/30941e96/Angelino"
2024,"Roma","Serie A","Houssem Aouar","ALG","MF,FW","25",1998,8.4,440,3,49,238,157,27,440,21,11,52.4,7,33.3,278,1418,622,17,15,7,16,15,319,59,"https://fbref.com/en/players/a5db0bec/Houssem-Aouar"
2024,"Roma","Serie A","Sardar Azmoun","IRN","FW,MF","28",1995,6.5,232,6,24,110,101,29,232,13,4,30.8,7,53.8,137,607,206,5,9,1,17,10,171,35,"https://fbref.com/en/players/10549b49/Sardar-Azmoun"
2024,"Roma","Serie A","Tommaso Baldanzi","ITA","FW,MF","20",2003,5.8,261,1,26,122,116,19,261,22,8,36.4,10,45.5,176,1068,499,18,16,5,5,7,213,54,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2024,"Roma","Serie A","Andrea Belotti","ITA","FW","29",1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40,160,850,350,15,9,6,21,12,186,49,"https://fbref.com/en/players/d705ba44/Andrea-Belotti"
