"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2024,"Cagliari","Serie A","Ibrahim Sulemana","GHA","MF","20",2003,14.9,2,13,3,23.1,0.87,0.2,0.15,0.67,23.2,0,0,0,0.8,0.8,0.06,1.2,1.2,"https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana"
2024,"Cagliari","Serie A","Nicolas Viola","ITA","MF,FW","33",1989,13.4,5,37,11,29.7,2.76,0.82,0.14,0.45,22.3,6,0,1,3.4,2.6,0.07,1.6,2.4,"https://fbref.com/en/players/45392b06/Nicolas-Viola"
2024,"Cagliari","Serie A","Mateusz Wieteska","POL","DF","26",1997,10.7,0,4,0,0,0.37,0,0,NA,9.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Cagliari","Serie A","Gabriele Zappa","ITA","DF","23",1999,28.5,1,19,5,26.3,0.67,0.18,0.05,0.2,18.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,"https://fbref.com/en/players/ca3db240/Gabriele-Zappa"
2024,"Celta Vigo","La Liga","Joseph Aidoo","GHA","DF","27",1995,4.5,0,3,0,0,0.66,0,0,NA,15.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/18abe173/Joseph-Aidoo"
2024,"Celta Vigo","La Liga","Tadeo Allende","ARG","MF,FW","24",1999,3.7,1,8,2,25,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2,"https://fbref.com/en/players/75a66bed/Tadeo-Allende"
2024,"Celta Vigo","La Liga","Hugo Álvarez","ESP","MF,DF","20",2003,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1,1,0.09,0,0,"https://fbref.com/en/players/6f392eb8/Hugo-Alvarez"
2024,"Celta Vigo","La Liga","Iago Aspas","ESP","FW","35",1987,30.1,9,74,23,31.1,2.46,0.76,0.08,0.26,20,6,3,5,11.5,7.5,0.1,-2.5,-1.5,"https://fbref.com/en/players/7dcf86f6/Iago-Aspas"
2024,"Celta Vigo","La Liga","Jonathan Bamba","CIV","MF,FW","27",1996,22,3,41,14,34.1,1.86,0.64,0.07,0.21,19.2,0,0,0,3,3,0.07,0,0,"https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba"
2024,"Celta Vigo","La Liga","Fran Beltrán","ESP","MF","24",1999,27,0,21,3,14.3,0.78,0.11,0,0,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7,"https://fbref.com/en/players/ed5c5fa3/Fran-Beltran"
2024,"Celta Vigo","La Liga","Franco Cervi","ARG","MF,DF","29",1994,6.1,0,8,1,12.5,1.32,0.16,0,0,19.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/5e1028e5/Franco-Cervi"
2024,"Celta Vigo","La Liga","Carlos Dominguez","ESP","DF","22",2001,17.6,0,5,0,0,0.28,0,0,NA,15.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,"https://fbref.com/en/players/3521abfe/Carlos-Dominguez"
2024,"Celta Vigo","La Liga","Carlos Dotor","ESP","MF","22",2001,7.9,0,4,0,0,0.51,0,0,NA,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/daa2eab3/Carlos-Dotor"
2024,"Celta Vigo","La Liga","Anastasios Douvikas","GRE","FW","23",1999,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,13.5,0,0,0,4.6,4.6,0.18,2.4,2.4,"https://fbref.com/en/players/853ca71c/Anastasios-Douvikas"
2024,"Celta Vigo","La Liga","Vicente Guaita","ESP","GK","36",1987,26.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2024,"Celta Vigo","La Liga","Luca de la Torre","USA","MF","25",1998,21.7,1,24,8,33.3,1.1,0.37,0.04,0.13,16.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5,"https://fbref.com/en/players/e9241b40/Luca-de-la-Torre"
2024,"Celta Vigo","La Liga","Yoel Lago","ESP","DF","19",2004,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/edd4e7a5/Yoel-Lago"
2024,"Celta Vigo","La Liga","Javier Manquillo","ESP","DF,MF","29",1994,8.3,0,1,0,0,0.12,0,0,NA,13.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,"https://fbref.com/en/players/758dd7f0/Javier-Manquillo"
2024,"Celta Vigo","La Liga","Óscar Mingueza","ESP","DF,MF","24",1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/056269d7/Oscar-Mingueza"
2024,"Celta Vigo","La Liga","Unai Núñez","ESP","DF","26",1997,31.1,1,22,5,22.7,0.71,0.16,0.05,0.2,14.4,1,0,0,1.4,1.4,0.07,-0.4,-0.4,"https://fbref.com/en/players/be170419/Unai-Nunez"
2024,"Celta Vigo","La Liga","Carles Pérez","ESP","MF,DF","25",1998,8.6,1,24,6,25,2.8,0.7,0.04,0.17,21.4,2,0,0,1.2,1.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/a8f21b9f/Carles-Perez"
2024,"Celta Vigo","La Liga","Mihailo Ristić","SRB","DF,MF","27",1995,9,0,10,4,40,1.11,0.45,0,0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,"https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic"
2024,"Celta Vigo","La Liga","Damián Rodríguez","ESP","MF","20",2003,2.9,0,1,0,0,0.35,0,0,NA,31.6,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/22371dee/Damian-Rodriguez"
2024,"Celta Vigo","La Liga","Miguel Rodríguez","ESP","MF","20",2003,3.3,0,6,0,0,1.8,0,0,NA,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/958d67bb/Miguel-Rodriguez"
2024,"Celta Vigo","La Liga","Javier Rueda Garcia","ESP","MF,DF","21",2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9ace87ba/Javier-Rueda-Garcia"
2024,"Celta Vigo","La Liga","Manu Sánchez","ESP","DF,MF","22",2000,19.7,0,9,1,11.1,0.46,0.05,0,0,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/ffacd3d5/Manu-Sanchez"
2024,"Celta Vigo","La Liga","Jailson Siqueira","BRA","DF,MF","27",1995,10,0,5,3,60,0.5,0.3,0,0,22.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/b4819112/Jailson-Siqueira"
2024,"Celta Vigo","La Liga","Hugo Sotelo","ESP","MF","19",2003,8,0,8,1,12.5,1,0.12,0,0,23.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/3aa74860/Hugo-Sotelo"
2024,"Celta Vigo","La Liga","Carl Starfelt","SWE","DF","28",1995,24.6,1,12,5,41.7,0.49,0.2,0.08,0.2,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,"https://fbref.com/en/players/5cfec13d/Carl-Starfelt"
2024,"Celta Vigo","La Liga","Jørgen Strand Larsen","NOR","FW","23",2000,31.8,13,82,35,42.7,2.58,1.1,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5,"https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen"
2024,"Celta Vigo","La Liga","Williot Swedberg","SWE","FW,MF","19",2004,4.9,5,12,6,50,2.46,1.23,0.42,0.83,14.8,0,0,0,2.3,2.3,0.19,2.7,2.7,"https://fbref.com/en/players/184fe4b2/Williot-Swedberg"
2024,"Celta Vigo","La Liga","Renato Tapia","PER","MF,DF","28",1995,14.9,0,19,1,5.3,1.28,0.07,0,0,20.8,2,0,0,1,1,0.05,-1,-1,"https://fbref.com/en/players/34269bdf/Renato-Tapia"
2024,"Celta Vigo","La Liga","Kevin Vázquez","ESP","DF","30",1993,7.8,0,2,1,50,0.26,0.13,0,0,20.8,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/ee923664/Kevin-Vazquez"
2024,"Celta Vigo","La Liga","Gabriel Veiga","ESP","FW","21",2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga"
2024,"Celta Vigo","La Liga","Iván Villar","ESP","GK","26",1997,11.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
2024,"Chelsea","Premier League","Joshua Acheampong","ENG","DF","17",2006,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b7e62e1d/Joshua-Acheampong"
2024,"Chelsea","Premier League","Benoît Badiashile","FRA","DF","22",2001,14.9,0,6,1,16.7,0.4,0.07,0,0,14.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/06df8256/Benoit-Badiashile"
2024,"Chelsea","Premier League","Armando Broja","ALB","FW","21",2001,5,1,13,2,15.4,2.58,0.4,0.08,0.5,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4,"https://fbref.com/en/players/97220da2/Armando-Broja"
2024,"Chelsea","Premier League","Mason Burstow","ENG","FW","19",2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dab84ad2/Mason-Burstow"
2024,"Chelsea","Premier League","Moisés Caicedo","ECU","MF","21",2001,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,29,0,0,0,0.4,0.4,0.03,0.6,0.6,"https://fbref.com/en/players/16264a81/Moises-Caicedo"
2024,"Chelsea","Premier League","Cesare Casadei","ITA","FW,MF","20",2003,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/fb920f3a/Cesare-Casadei"
2024,"Chelsea","Premier League","Trevoh Chalobah","ENG","DF","24",1999,10.6,1,2,2,100,0.19,0.19,0.5,0.5,9.5,0,0,0,0.2,0.2,0.1,0.8,0.8,"https://fbref.com/en/players/5515376c/Trevoh-Chalobah"
2024,"Chelsea","Premier League","Ben Chilwell","ENG","DF","26",1996,8.4,0,12,4,33.3,1.43,0.48,0,0,16.6,1,0,0,1.2,1.2,0.1,-1.2,-1.2,"https://fbref.com/en/players/d2424d1b/Ben-Chilwell"
2024,"Chelsea","Premier League","Carney Chukwuemeka","ENG","MF,FW","19",2003,2.5,1,3,2,66.7,1.19,0.79,0.33,0.5,19.9,0,0,0,0.2,0.2,0.05,0.8,0.8,"https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka"
2024,"Chelsea","Premier League","Levi Colwill","ENG","DF","20",2003,20,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3,"https://fbref.com/en/players/700783e7/Levi-Colwill"
2024,"Chelsea","Premier League","Marc Cucurella","ESP","DF","25",1998,19.8,0,8,4,50,0.4,0.2,0,0,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,"https://fbref.com/en/players/1daec722/Marc-Cucurella"
2024,"Chelsea","Premier League","Axel Disasi","FRA","DF","25",1998,28.7,2,16,4,25,0.56,0.14,0.13,0.5,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,"https://fbref.com/en/players/ad82197c/Axel-Disasi"
2024,"Chelsea","Premier League","Enzo Fernández","ARG","MF","22",2001,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.1,-3.2,-2.6,"https://fbref.com/en/players/5ff4ab71/Enzo-Fernandez"
2024,"Chelsea","Premier League","Conor Gallagher","ENG","MF","23",2000,34.8,5,48,17,35.4,1.38,0.49,0.1,0.29,20.4,0,0,0,4.2,4.2,0.09,0.8,0.8,"https://fbref.com/en/players/c2731c10/Conor-Gallagher"
2024,"Chelsea","Premier League","Alfie Gilchrist","ENG","DF","19",2003,2.3,1,5,1,20,2.17,0.43,0.2,1,13.5,0,0,0,0.3,0.3,0.06,0.7,0.7,"https://fbref.com/en/players/d91f104d/Alfie-Gilchrist"
2024,"Chelsea","Premier League","Malo Gusto","FRA","DF","20",2003,19.5,0,15,5,33.3,0.77,0.26,0,0,18.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,"https://fbref.com/en/players/d56b9520/Malo-Gusto"
2024,"Chelsea","Premier League","Nicolas Jackson","SEN","FW","22",2001,31.1,14,80,38,47.5,2.57,1.22,0.18,0.37,12.6,0,0,0,18.6,18.6,0.23,-4.6,-4.6,"https://fbref.com/en/players/9c36ed83/Nicolas-Jackson"
2024,"Chelsea","Premier League","Reece James","ENG","DF","23",1999,4.7,0,7,1,14.3,1.5,0.21,0,0,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/1265a93a/Reece-James"
2024,"Chelsea","Premier League","Roméo Lavia","BEL","MF","19",2004,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ecad9aa5/Romeo-Lavia"
2024,"Chelsea","Premier League","Ian Maatsen","NED","FW,MF","21",2002,2.3,0,5,0,0,2.15,0,0,NA,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8,"https://fbref.com/en/players/cab9634e/Ian-Maatsen"
2024,"Chelsea","Premier League","Noni Madueke","ENG","FW","21",2002,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19,0,1,1,2.5,1.7,0.05,2.5,2.3,"https://fbref.com/en/players/bf34eebd/Noni-Madueke"
2024,"Chelsea","Premier League","Alex Matos","ENG","MF","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ed383e43/Alex-Matos"
2024,"Chelsea","Premier League","Mykhailo Mudryk","UKR","FW","22",2001,17.5,5,35,12,34.3,2,0.69,0.14,0.42,17.2,0,0,0,4.4,4.4,0.13,0.6,0.6,"https://fbref.com/en/players/049a888d/Mykhailo-Mudryk"
2024,"Chelsea","Premier League","Christopher Nkunku","FRA","FW,MF","25",1997,4.9,3,16,7,43.8,3.25,1.42,0.19,0.43,11.4,0,0,0,2.3,2.3,0.14,0.7,0.7,"https://fbref.com/en/players/7c56da38/Christopher-Nkunku"
2024,"Chelsea","Premier League","Cole Palmer","ENG","FW,MF","21",2002,29,22,100,37,37,3.45,1.28,0.13,0.35,22.1,11,9,9,18.2,11.1,0.11,3.8,1.9,"https://fbref.com/en/players/dc7f8a28/Cole-Palmer"
2024,"Chelsea","Premier League","Đorđe Petrović","SRB","GK","23",1999,22.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
2024,"Chelsea","Premier League","Robert Sánchez","ESP","GK","25",1997,15.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
2024,"Chelsea","Premier League","Thiago Silva","BRA","DF","38",1984,28.1,3,14,4,28.6,0.5,0.14,0.21,0.75,9.4,0,0,0,0.8,0.8,0.06,2.2,2.2,"https://fbref.com/en/players/86e7deaf/Thiago-Silva"
2024,"Chelsea","Premier League","Raheem Sterling","ENG","FW,MF","28",1994,22,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,6.5,6.5,0.13,1.5,1.5,"https://fbref.com/en/players/b400bde0/Raheem-Sterling"
2024,"Chelsea","Premier League","Jimi Tauriainen","ENG","FW","19",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/cac9e583/Jimi-Tauriainen"
2024,"Chelsea","Premier League","Lesley Ugochukwu","FRA","MF","19",2004,3.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu"
2024,"Chelsea","Premier League","Deivid Washington","BRA","DF,FW","18",2005,0.1,0,1,0,0,6.92,0,0,NA,9,0,0,0,0.5,0.5,0.47,-0.5,-0.5,"https://fbref.com/en/players/95bd120d/Deivid-Washington"
2024,"Clermont Foot","Ligue 1","Jim Allevinah","GAB","MF,DF","28",1995,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,14.8,0,0,0,2.6,2.6,0.07,-0.6,-0.6,"https://fbref.com/en/players/1956b948/Jim-Allevinah"
2024,"Clermont Foot","Ligue 1","Komnen Andrić","SRB","FW","28",1995,1.9,0,2,0,0,1.07,0,0,NA,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/af3ddb2e/Komnen-Andric"
2024,"Clermont Foot","Ligue 1","Yoël Armougom","FRA","DF,MF","25",1998,2.6,0,2,0,0,0.77,0,0,NA,28.1,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/9dd5da03/Yoel-Armougom"
2024,"Clermont Foot","Ligue 1","Abdellah Baallal","MAR","MF","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/972183e0/Abdellah-Baallal"
2024,"Clermont Foot","Ligue 1","Jérémie Bela","ANG","MF,FW","30",1993,2.3,0,6,2,33.3,2.66,0.89,0,0,22.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/5680bf3f/Jeremie-Bela"
2024,"Clermont Foot","Ligue 1","Neto Borges","BRA","DF","26",1996,28,0,16,2,12.5,0.57,0.07,0,0,19.6,0,0,0,0.5,0.5,0.03,-0.5,-0.5,"https://fbref.com/en/players/9f936061/Neto-Borges"
2024,"Clermont Foot","Ligue 1","Mohamed Bouchenna","FRA","MF,FW","17",2006,0.3,0,1,0,0,3.1,0,0,NA,26.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/28e1d1ea/Mohamed-Bouchenna"
2024,"Clermont Foot","Ligue 1","Bilal Boutobba","FRA","FW,MF","24",1998,10.3,1,25,9,36,2.43,0.87,0.04,0.11,17.5,0,0,0,2,2,0.08,-1,-1,"https://fbref.com/en/players/e8a65bc8/Bilal-Boutobba"
2024,"Clermont Foot","Ligue 1","Maximiliano Caufriez","BEL","DF","26",1997,18.4,0,6,1,16.7,0.33,0.05,0,0,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez"
2024,"Clermont Foot","Ligue 1","Muhammed Cham","AUT","MF,FW","22",2000,28.4,8,69,26,37.7,2.43,0.92,0.06,0.15,22,10,4,5,9.4,5.5,0.08,-1.4,-1.5,"https://fbref.com/en/players/f527a32c/Muhammed-Cham"
2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2024,"Clermont Foot","Ligue 1","Ilhan Fakili","FRA","MF,FW","17",2006,1,0,4,2,50,3.83,1.91,0,0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/eabef312/Ilhan-Fakili"
2024,"Clermont Foot","Ligue 1","Johan Gastien","FRA","MF","35",1988,25.1,0,12,5,41.7,0.48,0.2,0,0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,"https://fbref.com/en/players/868eaba0/Johan-Gastien"
2024,"Clermont Foot","Ligue 1","Maxime Gonalons","FRA","MF","34",1989,14.4,1,13,3,23.1,0.9,0.21,0.08,0.33,24.5,0,0,0,0.4,0.4,0.03,0.6,0.6,"https://fbref.com/en/players/b8c1de25/Maxime-Gonalons"
2024,"Clermont Foot","Ligue 1","Jérémy Jacquet","FRA","DF","18",2005,2.8,0,1,0,0,0.36,0,0,NA,7.8,0,0,0,0.2,0.2,0.21,-0.2,-0.2,"https://fbref.com/en/players/cef70c94/Jeremy-Jacquet"
2024,"Clermont Foot","Ligue 1","Habib Keita","MLI","MF","21",2002,14.2,1,20,5,25,1.41,0.35,0.05,0.2,25.2,0,0,0,0.7,0.7,0.03,0.3,0.3,"https://fbref.com/en/players/cc588cbe/Habib-Keita"
2024,"Clermont Foot","Ligue 1","Cheick Konaté","MLI","DF","19",2004,11.9,1,14,4,28.6,1.18,0.34,0.07,0.25,20.3,0,0,0,0.5,0.5,0.04,0.5,0.5,"https://fbref.com/en/players/6ce2cdf0/Cheick-Konate"
2024,"Clermont Foot","Ligue 1","Grejohn Kyei","FRA","FW","27",1995,11.4,2,30,7,23.3,2.63,0.61,0.03,0.14,14.6,0,1,1,4.9,4.1,0.14,-2.9,-3.1,"https://fbref.com/en/players/397ba086/Grejohn-Kyei"
2024,"Clermont Foot","Ligue 1","Joshua M'Bahia","CIV","MF","18",2005,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f02067df/Joshua-MBahia"
2024,"Clermont Foot","Ligue 1","Yohann Magnin","FRA","MF","26",1997,18.7,1,14,5,35.7,0.75,0.27,0.07,0.2,14.2,0,0,0,1.6,1.6,0.12,-0.6,-0.6,"https://fbref.com/en/players/caa7aaea/Yohann-Magnin"
2024,"Clermont Foot","Ligue 1","Chrislain Matsima","FRA","DF","21",2002,13.1,1,5,2,40,0.38,0.15,0.2,0.5,24,0,0,0,0.2,0.2,0.03,0.8,0.8,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2024,"Clermont Foot","Ligue 1","Aïman Maurer","MAR","MF,FW","18",2004,0.6,0,3,1,33.3,4.82,1.61,0,0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/87d31635/Aiman-Maurer"
2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
2024,"Clermont Foot","Ligue 1","Shamar Nicholson","JAM","FW","26",1997,16.5,4,38,17,44.7,2.3,1.03,0.08,0.18,15.9,1,1,2,5.9,4.4,0.12,-1.9,-1.4,"https://fbref.com/en/players/e33fb79d/Shamar-Nicholson"
2024,"Clermont Foot","Ligue 1","Florent Ogier","FRA","DF","34",1989,10.5,1,7,2,28.6,0.67,0.19,0.14,0.5,12.2,0,0,0,0.6,0.6,0.09,0.4,0.4,"https://fbref.com/en/players/6993927b/Florent-Ogier"
2024,"Clermont Foot","Ligue 1","Andy Pelmard","FRA","DF","23",2000,33.2,0,2,1,50,0.06,0.03,0,0,9.1,0,0,0,0.3,0.3,0.17,-0.3,-0.3,"https://fbref.com/en/players/f18d7ab2/Andy-Pelmard"
2024,"Clermont Foot","Ligue 1","Elba Rashani","KVX","MF,FW","30",1993,13.1,2,17,5,29.4,1.3,0.38,0.12,0.4,16.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1,"https://fbref.com/en/players/25749008/Elba-Rashani"
2024,"Clermont Foot","Ligue 1","Alidu Seidu","GHA","DF","23",2000,12.6,0,6,1,16.7,0.48,0.08,0,0,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2024,"Clermont Foot","Ligue 1","Alan Virginius","FRA","FW","20",2003,10.4,0,10,6,60,0.96,0.58,0,0,15,0,0,0,1.3,1.3,0.13,-1.3,-1.3,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2024,"Clermont Foot","Ligue 1","Mateusz Wieteska","POL","DF","26",1997,1.9,1,3,2,66.7,1.55,1.03,0.33,0.5,10.1,0,0,0,0.1,0.1,0.03,0.9,0.9,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Clermont Foot","Ligue 1","Mehdi Zeffane","ALG","DF,MF","31",1992,13.7,0,19,1,5.3,1.39,0.07,0,0,19.3,1,0,0,1.4,1.4,0.08,-1.4,-1.4,"https://fbref.com/en/players/c8c02ac7/Mehdi-Zeffane"
2024,"Crystal Palace","Premier League","Naouirou Ahamada","FRA","MF,FW","21",2002,3.9,0,9,2,22.2,2.32,0.52,0,0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada"
2024,"Crystal Palace","Premier League","Joachim Andersen","DEN","DF","27",1996,37.9,2,21,8,38.1,0.55,0.21,0.1,0.25,12.8,1,0,0,1.7,1.7,0.08,0.3,0.3,"https://fbref.com/en/players/e34fc66d/Joachim-Andersen"
2024,"Crystal Palace","Premier League","Jordan Ayew","GHA","FW,MF","31",1991,28.3,4,48,19,39.6,1.7,0.67,0.08,0.21,18.2,0,0,0,3.9,3.9,0.08,0.1,0.1,"https://fbref.com/en/players/da052c14/Jordan-Ayew"
2024,"Crystal Palace","Premier League","Nathaniel Clyne","ENG","DF","32",1991,14.9,0,4,0,0,0.27,0,0,NA,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/0442183b/Nathaniel-Clyne"
2024,"Crystal Palace","Premier League","Cheick Doucouré","MLI","MF","23",2000,10.2,0,6,2,33.3,0.59,0.2,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure"
2024,"Crystal Palace","Premier League","Odsonne Édouard","FRA","FW,MF","25",1998,17.3,7,51,19,37.3,2.95,1.1,0.14,0.37,13.7,3,0,0,6.2,6.2,0.12,0.8,0.8,"https://fbref.com/en/players/0562b7f1/Odsonne-Edouard"
2024,"Crystal Palace","Premier League","Eberechi Eze","ENG","MF,FW","25",1998,22.8,11,82,33,40.2,3.59,1.45,0.12,0.3,20.7,12,1,1,9.1,8.3,0.1,1.9,1.7,"https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze"
2024,"Crystal Palace","Premier League","Matheus França","BRA","MF,FW","19",2004,2.6,0,8,2,25,3.1,0.78,0,0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/077faf72/Matheus-Franca"
2024,"Crystal Palace","Premier League","Marc Guéhi","ENG","DF","23",2000,22.5,0,5,0,0,0.22,0,0,NA,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6,"https://fbref.com/en/players/d0706b27/Marc-Guehi"
2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
2024,"Crystal Palace","Premier League","Will Hughes","ENG","MF","28",1995,21,0,8,3,37.5,0.38,0.14,0,0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/a0666d3e/Will-Hughes"
2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
