"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2024,"Lille","Ligue 1","Jonathan David","CAN","FW","23",2000,29.2,19,76,43,56.6,2.6,1.47,0.22,0.4,14.1,0,2,3,17.5,15,0.2,1.5,2,"https://fbref.com/en/players/ce50fd99/Jonathan-David"
2024,"Lille","Ligue 1","Bafodé Diakité","FRA","DF","22",2001,18.8,5,16,7,43.8,0.85,0.37,0.31,0.71,8.7,0,0,0,2,2,0.13,3,3,"https://fbref.com/en/players/1bfb6fef/Bafode-Diakite"
2024,"Lille","Ligue 1","Ichem Ferrah","FRA","FW","17",2005,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/307581ff/Ichem-Ferrah"
2024,"Lille","Ligue 1","Tiago Fonseca Morais","POR","FW","19",2003,0.5,0,1,0,0,1.96,0,0,NA,13,0,0,0,0.4,0.4,0.36,-0.4,-0.4,"https://fbref.com/en/players/a951ca82/Tiago-Fonseca-Morais"
2024,"Lille","Ligue 1","Angel Gomes","ENG","MF","22",2000,28.6,0,34,7,20.6,1.19,0.25,0,0,23.6,5,0,0,2,2,0.06,-2,-2,"https://fbref.com/en/players/645a3363/Angel-Gomes"
2024,"Lille","Ligue 1","Gabriel Gudmundsson","SWE","DF,FW","24",1999,14.1,1,15,5,33.3,1.07,0.36,0.07,0.2,17.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/d5d22a58/Gabriel-Gudmundsson"
2024,"Lille","Ligue 1","Andrej Ilic","SRB","FW","23",2000,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/cd2cb5bb/Andrej-Ilic"
2024,"Lille","Ligue 1","Ismaily","BRA","DF","33",1990,27.4,1,7,4,57.1,0.26,0.15,0.14,0.25,17.9,0,0,0,0.3,0.3,0.04,0.7,0.7,"https://fbref.com/en/players/cf182add/Ismaily"
2024,"Lille","Ligue 1","Aaron Malouda","FRA","FW","17",2005,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/4fe2648c/Aaron-Malouda"
2024,"Lille","Ligue 1","Vito Mannone","ITA","GK","35",1988,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
2024,"Lille","Ligue 1","Ignacio Miramon","ARG","MF","20",2003,0.4,0,2,1,50,4.62,2.31,0,0,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/e43a4083/Ignacio-Miramon"
2024,"Lille","Ligue 1","Adam Ounas","ALG","FW","26",1996,4.6,1,9,3,33.3,1.94,0.65,0.11,0.33,18.6,1,0,0,0.6,0.6,0.07,0.4,0.4,"https://fbref.com/en/players/ed90babd/Adam-Ounas"
2024,"Lille","Ligue 1","Alexsandro Ribeiro","BRA","DF","23",1999,24.7,0,17,2,11.8,0.69,0.08,0,0,10.9,0,0,0,2,2,0.12,-2,-2,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro"
2024,"Lille","Ligue 1","Tiago santos","POR","DF","21",2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/3eeebc87/Tiago-santos"
2024,"Lille","Ligue 1","Samuel Umtiti","FRA","DF","29",1993,2.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/3eed9821/Samuel-Umtiti"
2024,"Lille","Ligue 1","Alan Virginius","FRA","FW","20",2003,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2024,"Lille","Ligue 1","Yusuf Yazıcı","TUR","MF,FW","26",1997,14.6,5,40,14,35,2.74,0.96,0.13,0.36,16.5,6,0,0,5.4,5.4,0.14,-0.4,-0.4,"https://fbref.com/en/players/f5c8b425/Yusuf-Yazici"
2024,"Lille","Ligue 1","Leny Yoro","FRA","DF","17",2005,29.7,2,14,8,57.1,0.47,0.27,0.14,0.25,9.6,0,0,0,1.5,1.5,0.11,0.5,0.5,"https://fbref.com/en/players/6763f716/Leny-Yoro"
2024,"Lille","Ligue 1","Edon Zhegrova","KVX","FW","24",1999,25.4,6,82,29,35.4,3.23,1.14,0.07,0.21,20.3,8,0,0,6.2,6.2,0.08,-0.2,-0.2,"https://fbref.com/en/players/34a88e3e/Edon-Zhegrova"
2024,"Liverpool","Premier League","Thiago Alcántara","ESP","MF","32",1991,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/77e84962/Thiago-Alcantara"
2024,"Liverpool","Premier League","Trent Alexander-Arnold","ENG","DF","24",1998,23.9,3,47,8,17,1.96,0.33,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,0.4,0.7,"https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold"
2024,"Liverpool","Premier League","Alisson","BRA","GK","30",1992,28,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
2024,"Liverpool","Premier League","Stefan Bajcetic","ESP","MF","18",2004,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/32e8417f/Stefan-Bajcetic"
2024,"Liverpool","Premier League","Owen Beck","WAL","DF","20",2002,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a011a1e9/Owen-Beck"
2024,"Liverpool","Premier League","Conor Bradley","NIR","DF","20",2003,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0,0,0,0.9,0.9,0.07,0.1,0.1,"https://fbref.com/en/players/bbd67769/Conor-Bradley"
2024,"Liverpool","Premier League","Bobby Clark","ENG","MF","18",2005,1,0,2,0,0,2.02,0,0,NA,18.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/73341ace/Bobby-Clark"
2024,"Liverpool","Premier League","Jayden Danns","ENG","FW","17",2006,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/003cf4d1/Jayden-Danns"
2024,"Liverpool","Premier League","Luis Díaz","COL","FW","26",1997,29.2,8,94,32,34,3.22,1.1,0.09,0.25,15,0,0,0,11.9,11.9,0.13,-3.9,-3.9,"https://fbref.com/en/players/4a1a9578/Luis-Diaz"
2024,"Liverpool","Premier League","Ben Doak","SCO","FW","17",2005,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/733f1a7d/Ben-Doak"
2024,"Liverpool","Premier League","Harvey Elliott","ENG","MF,FW","20",2003,15,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,0.3,0.3,"https://fbref.com/en/players/b9e1436c/Harvey-Elliott"
2024,"Liverpool","Premier League","Wataru Endo","JPN","MF","30",1993,19.1,1,10,3,30,0.52,0.16,0.1,0.33,22,0,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/c149016b/Wataru-Endo"
2024,"Liverpool","Premier League","Cody Gakpo","NED","FW,MF","24",1999,18.3,8,66,24,36.4,3.6,1.31,0.12,0.33,15.4,0,0,0,9,9,0.14,-1,-1,"https://fbref.com/en/players/1971591f/Cody-Gakpo"
2024,"Liverpool","Premier League","Joe Gomez","ENG","DF","26",1997,19.8,0,19,2,10.5,0.96,0.1,0,0,19.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8,"https://fbref.com/en/players/7a11550b/Joe-Gomez"
2024,"Liverpool","Premier League","Kaide Gordon","ENG","FW","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/19a9cb70/Kaide-Gordon"
2024,"Liverpool","Premier League","Ryan Gravenberch","NED","MF","21",2002,12.5,1,23,8,34.8,1.85,0.64,0.04,0.13,20.6,0,0,0,2,2,0.09,-1,-1,"https://fbref.com/en/players/b8e740fb/Ryan-Gravenberch"
2024,"Liverpool","Premier League","Curtis Jones","ENG","MF","22",2001,13,1,19,5,26.3,1.47,0.39,0.05,0.2,16.2,0,0,0,2.6,2.6,0.14,-1.6,-1.6,"https://fbref.com/en/players/4fb9c88f/Curtis-Jones"
2024,"Liverpool","Premier League","Diogo Jota","POR","FW","26",1996,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,5.3,5.3,0.13,4.7,4.7,"https://fbref.com/en/players/178ae8f8/Diogo-Jota"
2024,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","24",1998,10,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
2024,"Liverpool","Premier League","Ibrahima Konaté","FRA","DF","24",1999,17.5,0,11,2,18.2,0.63,0.11,0,0,11.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,"https://fbref.com/en/players/5ed9b537/Ibrahima-Konate"
2024,"Liverpool","Premier League","Alexis Mac Allister","ARG","MF","24",1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2,1,1,3.7,2.9,0.07,1.3,1.1,"https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister"
2024,"Liverpool","Premier League","Joël Matip","CMR","DF","31",1991,8.7,0,5,0,0,0.58,0,0,NA,10.6,0,0,0,0.5,0.5,0.1,-0.5,-0.5,"https://fbref.com/en/players/b217ef29/Joel-Matip"
2024,"Liverpool","Premier League","James McConnell","ENG","MF","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/bf973eeb/James-McConnell"
2024,"Liverpool","Premier League","Darwin Núñez","URU","FW","24",1999,22.7,11,107,46,43,4.7,2.02,0.1,0.24,15,0,0,1,16.3,15.5,0.15,-5.3,-4.5,"https://fbref.com/en/players/4d77b365/Darwin-Nunez"
2024,"Liverpool","Premier League","Jarell Quansah","ENG","DF","20",2003,13.2,2,6,4,66.7,0.45,0.3,0.33,0.5,10.6,0,0,0,1,1,0.17,1,1,"https://fbref.com/en/players/4125cb98/Jarell-Quansah"
2024,"Liverpool","Premier League","Andrew Robertson","SCO","DF","29",1994,18.8,3,12,6,50,0.64,0.32,0.25,0.5,12.5,0,0,0,1.9,1.9,0.16,1.1,1.1,"https://fbref.com/en/players/2e4f5f03/Andrew-Robertson"
2024,"Liverpool","Premier League","Mohamed Salah","EGY","FW","31",1992,28.2,18,107,47,43.9,3.8,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,"https://fbref.com/en/players/e342ad68/Mohamed-Salah"
2024,"Liverpool","Premier League","Dominik Szoboszlai","HUN","MF","22",2000,23.4,3,60,15,25,2.57,0.64,0.05,0.2,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7,"https://fbref.com/en/players/934e1968/Dominik-Szoboszlai"
2024,"Liverpool","Premier League","Kostas Tsimikas","GRE","DF","27",1996,7.5,0,3,0,0,0.4,0,0,NA,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/f315ca93/Kostas-Tsimikas"
2024,"Liverpool","Premier League","Virgil van Dijk","NED","DF","32",1991,35.3,2,45,14,31.1,1.27,0.4,0.04,0.14,12.6,1,0,0,2.8,2.8,0.06,-0.8,-0.8,"https://fbref.com/en/players/e06683ca/Virgil-van-Dijk"
2024,"Lorient","Ligue 1","Laurent Abergel","FRA","MF","30",1993,31.8,2,26,11,42.3,0.82,0.35,0.08,0.18,26.5,0,0,0,1.1,1.1,0.04,0.9,0.9,"https://fbref.com/en/players/31626657/Laurent-Abergel"
2024,"Lorient","Ligue 1","Nathaniel Adjei","GHA","DF","20",2002,13.8,0,4,0,0,0.29,0,0,NA,8.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/c55de1f5/Nathaniel-Adjei"
2024,"Lorient","Ligue 1","Tosin Aiyegun","BEN","MF,FW","25",1998,10,2,11,3,27.3,1.1,0.3,0.18,0.67,22.7,0,0,0,1.8,1.8,0.17,0.2,0.2,"https://fbref.com/en/players/9c4f39b3/Tosin-Aiyegun"
2024,"Lorient","Ligue 1","Tiemoué Bakayoko","FRA","MF","28",1994,14.6,2,12,7,58.3,0.82,0.48,0.17,0.29,15.8,0,0,0,1.7,1.7,0.15,0.3,0.3,"https://fbref.com/en/players/59bf127b/Tiemoue-Bakayoko"
2024,"Lorient","Ligue 1","Mohamed Bamba","CIV","FW","21",2001,12.6,8,37,17,45.9,2.93,1.34,0.19,0.41,12.1,0,1,1,6.4,5.6,0.16,1.6,1.4,"https://fbref.com/en/players/d469252b/Mohamed-Bamba"
2024,"Lorient","Ligue 1","Badredine Bouanani","ALG","MF","18",2004,4.9,1,15,5,33.3,3.05,1.02,0.07,0.2,21.1,0,0,0,1.4,1.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/0400dd2f/Badredine-Bouanani"
2024,"Lorient","Ligue 1","Gino Caoki","FRA","MF","19",2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a26d3da7/Gino-Caoki"
2024,"Lorient","Ligue 1","Igor Carioca","BRA","DF,MF","26",1996,2.9,0,1,0,0,0.34,0,0,NA,19.5,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/e3e32fbb/Igor-Carioca"
2024,"Lorient","Ligue 1","Bamba Dieng","SEN","FW","23",2000,6.1,4,17,7,41.2,2.79,1.15,0.24,0.57,16.1,2,0,0,3.2,3.2,0.19,0.8,0.8,"https://fbref.com/en/players/40774c6b/Bamba-Dieng"
2024,"Lorient","Ligue 1","Siriné Doucouré","MLI","FW","21",2002,4.7,1,9,5,55.6,1.91,1.06,0.11,0.2,12.6,0,0,0,0.9,0.9,0.1,0.1,0.1,"https://fbref.com/en/players/92d90c8f/Sirine-Doucoure"
2024,"Lorient","Ligue 1","Romain Faivre","FRA","MF,FW","25",1998,16.1,5,27,10,37,1.67,0.62,0.19,0.5,19,1,0,0,2.8,2.8,0.1,2.2,2.2,"https://fbref.com/en/players/745ca0a3/Romain-Faivre"
2024,"Lorient","Ligue 1","Adrian Grbić","AUT","FW","26",1996,0.3,0,2,0,0,5.81,0,0,NA,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/4a987ffa/Adrian-Grbic"
2024,"Lorient","Ligue 1","Bonke Innocent","NGA","MF","27",1996,2.3,0,2,1,50,0.86,0.43,0,0,24,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/546bb36e/Bonke-Innocent"
2024,"Lorient","Ligue 1","Eli Junior Kroupi","FRA","FW,MF","17",2006,12,5,22,12,54.5,1.83,1,0.23,0.42,13.7,0,0,0,3.5,3.5,0.16,1.5,1.5,"https://fbref.com/en/players/b2fe86e5/Eli-Junior-Kroupi"
2024,"Lorient","Ligue 1","Gedeon Kalulu","COD","DF","25",1997,10.8,0,6,1,16.7,0.56,0.09,0,0,19.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/dd211559/Gedeon-Kalulu"
2024,"Lorient","Ligue 1","Ayman Kari","FRA","MF","18",2004,9.9,1,7,3,42.9,0.71,0.3,0.14,0.33,14.6,0,0,0,0.6,0.6,0.09,0.4,0.4,"https://fbref.com/en/players/0e8d7b6c/Ayman-Kari"
2024,"Lorient","Ligue 1","Panos Katseris","GRE","DF","22",2001,11.6,1,17,6,35.3,1.47,0.52,0.06,0.17,16.1,0,0,0,2.1,2.1,0.12,-1.1,-1.1,"https://fbref.com/en/players/c1597cf7/Panos-Katseris"
2024,"Lorient","Ligue 1","Ibrahima Koné","MLI","FW","24",1999,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/04bb2b06/Ibrahima-Kone"
2024,"Lorient","Ligue 1","Julien Laporte","FRA","DF","29",1993,20.2,0,13,1,7.7,0.64,0.05,0,0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,"https://fbref.com/en/players/f066022d/Julien-Laporte"
2024,"Lorient","Ligue 1","Théo Le Bris","FRA","DF,MF","20",2002,16.8,0,13,2,15.4,0.77,0.12,0,0,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,"https://fbref.com/en/players/afe39ca8/Theo-Le-Bris"
2024,"Lorient","Ligue 1","Vincent Le Goff","FRA","DF,MF","33",1989,6,1,4,1,25,0.67,0.17,0.25,1,16.6,0,0,0,0.1,0.1,0.03,0.9,0.9,"https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff"
2024,"Lorient","Ligue 1","Imran Louza","MAR","MF","24",1999,9.6,1,22,5,22.7,2.29,0.52,0.05,0.2,23.2,2,0,0,1.1,1.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/e1df6989/Imran-Louza"
2024,"Lorient","Ligue 1","Jean-Victor Makengo","FRA","MF,FW","25",1998,5.3,0,5,2,40,0.94,0.38,0,0,25.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo"
2024,"Lorient","Ligue 1","Bamo Meïté","CIV","DF","21",2001,1.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/04ac78d2/Bamo-Meite"
2024,"Lorient","Ligue 1","Benjamin Mendy","FRA","DF","29",1994,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,16.6,0,0,0,1.1,1.1,0.08,0.9,0.9,"https://fbref.com/en/players/5271c8f1/Benjamin-Mendy"
2024,"Lorient","Ligue 1","Formose Mendy","SEN","DF","22",2001,14,0,7,2,28.6,0.5,0.14,0,0,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/c21983bf/Formose-Mendy"
2024,"Lorient","Ligue 1","Loris Mouyokolo","FRA","DF","22",2001,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/96726741/Loris-Mouyokolo"
2024,"Lorient","Ligue 1","Joel Mugisha","NOR","FW","20",2002,2,0,1,0,0,0.5,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fdb3a282/Joel-Mugisha"
2024,"Lorient","Ligue 1","Yvon Mvogo","SUI","GK","29",1994,34,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
2024,"Lorient","Ligue 1","Joel Mvuka","NOR","DF,FW","20",2002,0.2,0,0,0,NA,0,0,NA,NA,18.5,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/cc704d9c/Joel-Mvuka"
2024,"Lorient","Ligue 1","Bassirou Ndiaye","SEN","FW","21",2002,1.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b70a4c6c/Bassirou-Ndiaye"
2024,"Lorient","Ligue 1","Royce Openda Owaga","GAB","FW","21",2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a758ca47/Royce-Openda-Owaga"
2024,"Lorient","Ligue 1","Pablo Pagis","FRA","MF","20",2002,1.8,0,3,1,33.3,1.64,0.55,0,0,25.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/7d827b4f/Pablo-Pagis"
2024,"Lorient","Ligue 1","Aurélien Pelon","FRA","DF","19",2004,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d3b54513/Aurelien-Pelon"
2024,"Lorient","Ligue 1","Julien Ponceau","FRA","MF","22",2000,24.9,3,33,13,39.4,1.32,0.52,0.09,0.23,19.9,0,0,0,3.3,3.3,0.1,-0.3,-0.3,"https://fbref.com/en/players/e546b2e3/Julien-Ponceau"
2024,"Lorient","Ligue 1","Dembo Sylla","GUI","DF","20",2002,0.5,0,1,0,0,2,0,0,NA,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,"https://fbref.com/en/players/fcb9b1f8/Dembo-Sylla"
2024,"Lorient","Ligue 1","Montassar Talbi","TUN","DF","25",1998,24.5,0,5,2,40,0.2,0.08,0,0,16.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,"https://fbref.com/en/players/a4a44eb0/Montassar-Talbi"
2024,"Lorient","Ligue 1","Souleymane Touré","FRA","DF","20",2003,22.8,1,18,9,50,0.79,0.39,0.06,0.11,11.4,0,0,0,1.7,1.7,0.1,-0.7,-0.7,"https://fbref.com/en/players/01fd01e8/Souleymane-Toure"
2024,"Lorient","Ligue 1","Darlin Yongwa","CMR","DF","22",2000,12.9,1,15,5,33.3,1.16,0.39,0.07,0.2,20.6,0,0,0,0.7,0.7,0.05,0.3,0.3,"https://fbref.com/en/players/061266cd/Darlin-Yongwa"
2024,"Luton Town","Premier League","Elijah Adebayo","ENG","FW","25",1998,15.8,10,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,5.9,5.9,0.19,4.1,4.1,"https://fbref.com/en/players/0480ebc7/Elijah-Adebayo"
2024,"Luton Town","Premier League","Ross Barkley","ENG","MF","29",1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,0.9,0.9,"https://fbref.com/en/players/3a24769f/Ross-Barkley"
2024,"Luton Town","Premier League","Amari'i Bell","JAM","DF","29",1994,19.1,0,2,2,100,0.1,0.1,0,0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,"https://fbref.com/en/players/399e9474/Amarii-Bell"
2024,"Luton Town","Premier League","Luke Berry","ENG","MF,DF","31",1992,3.6,2,8,4,50,2.23,1.11,0.25,0.5,10.9,0,0,0,1,1,0.13,1,1,"https://fbref.com/en/players/2aaadf33/Luke-Berry"
2024,"Luton Town","Premier League","Jacob Brown","SCO","MF,FW","25",1998,11.3,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,"https://fbref.com/en/players/ca18c8f1/Jacob-Brown"
2024,"Luton Town","Premier League","Reece Burke","ENG","DF","26",1996,18.4,0,13,3,23.1,0.7,0.16,0,0,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,"https://fbref.com/en/players/a681b7b7/Reece-Burke"
2024,"Luton Town","Premier League","Tahith Chong","NED","MF,FW","23",1999,22,4,31,7,22.6,1.41,0.32,0.13,0.57,16.6,0,0,0,2.7,2.7,0.09,1.3,1.3,"https://fbref.com/en/players/2696b6a9/Tahith-Chong"
2024,"Luton Town","Premier League","Jordan Clark","ENG","MF","29",1993,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1,1,0.06,0,0,"https://fbref.com/en/players/7c5fa6cf/Jordan-Clark"
2024,"Luton Town","Premier League","Alfie Doughty","ENG","DF","23",1999,32.5,2,26,8,30.8,0.8,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,0.7,0.7,"https://fbref.com/en/players/bf33b257/Alfie-Doughty"
2024,"Luton Town","Premier League","Daiki Hashioka","JPN","DF","24",1999,6.6,0,2,0,0,0.3,0,0,NA,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/10cb48b7/Daiki-Hashioka"
2024,"Luton Town","Premier League","Ryan John Giles","ENG","DF,MF","23",2000,5.6,0,2,2,100,0.36,0.36,0,0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/73b1d65b/Ryan-John-Giles"
2024,"Luton Town","Premier League","Joseph Johnson","ENG","DF","17",2006,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d9e7c4da/Joseph-Johnson"
2024,"Luton Town","Premier League","Mads Juel Andersen","DEN","DF","25",1997,4.4,1,3,1,33.3,0.68,0.23,0.33,1,9.2,0,0,0,0.3,0.3,0.09,0.7,0.7,"https://fbref.com/en/players/f098c03e/Mads-Juel-Andersen"
2024,"Luton Town","Premier League","Issa Kaboré","BFA","DF","22",2001,19.2,0,6,1,16.7,0.31,0.05,0,0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/c066d1a5/Issa-Kabore"
2024,"Luton Town","Premier League","Thomas Kaminski","BEL","GK","30",1992,37.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1caa93a5/Thomas-Kaminski"
2024,"Luton Town","Premier League","Tom Lockyer","WAL","DF","28",1994,13,1,7,1,14.3,0.54,0.08,0.14,1,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1,"https://fbref.com/en/players/37118440/Tom-Lockyer"
2024,"Luton Town","Premier League","Teden Mengi","ENG","DF","21",2002,27.4,1,11,4,36.4,0.4,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,0.4,0.4,"https://fbref.com/en/players/91748070/Teden-Mengi"
2024,"Luton Town","Premier League","Carlton Morris","ENG","FW,MF","27",1995,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,"https://fbref.com/en/players/2da834f1/Carlton-Morris"
2024,"Luton Town","Premier League","Marvelous Nakamba","ZIM","MF","29",1994,12.6,0,5,0,0,0.4,0,0,NA,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/de5b5570/Marvelous-Nakamba"
2024,"Luton Town","Premier League","Zack Nelson","ENG","MF,DF","18",2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/de0abf23/Zack-Nelson"
2024,"Luton Town","Premier League","Chiedozie Ogbene","IRL","MF,DF","26",1997,22.2,4,35,14,40,1.58,0.63,0.11,0.29,15.3,0,0,0,4.2,4.2,0.12,-0.2,-0.2,"https://fbref.com/en/players/788c0277/Chiedozie-Ogbene"
2024,"Luton Town","Premier League","Fred Onyedinma","ENG","DF,MF","26",1996,4.5,0,5,2,40,1.11,0.44,0,0,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/387d06b2/Fred-Onyedinma"
2024,"Luton Town","Premier League","Gabriel Osho","NGA","DF","24",1998,20.5,2,10,2,20,0.49,0.1,0.2,1,14.8,0,0,0,1.1,1.1,0.11,0.9,0.9,"https://fbref.com/en/players/cd889153/Gabriel-Osho"
2024,"Luton Town","Premier League","Pelly Ruddock Mpanzu","COD","MF","30",1993,12.2,0,11,1,9.1,0.9,0.08,0,0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/a9b1c319/Pelly-Ruddock-Mpanzu"
2024,"Luton Town","Premier League","Albert Sambi Lokonga","BEL","MF","23",1999,14.5,1,8,2,25,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,"https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga"
