"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att (GK)_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
2024,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","30",1992,33,56,5,2,7,1,51.7,0.28,-3.3,-0.1,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10,37,1.12,12.9,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
2024,"Union Berlin","Bundesliga","Alexander Schwolow","GER","GK","31",1992,1,2,0,0,0,0,1.2,0.2,-0.8,-0.81,4,10,40,28,4,32.1,34.1,8,12.5,28.4,13,0,0,0,0,5,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
2024,"Valencia","La Liga","Cristian","ESP","GK","25",1998,0.6,1,0,0,1,0,0.5,0.17,-0.5,-0.75,2,5,40,15,4,26.7,29.1,3,33.3,32.7,12,0,0,0,0,8.3,"https://fbref.com/en/players/9ad74b4d/Cristian"
2024,"Valencia","La Liga","Jaume Doménech","ESP","GK","32",1990,0.9,3,0,1,2,0,1.7,0.14,-1.3,-1.52,4,20,20,24,2,62.5,40.5,7,71.4,51.4,19,1,5.3,1,1.14,11.4,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
2024,"Valencia","La Liga","Giorgi Mamardashvili","GEO","GK","22",2000,36.5,41,3,0,4,2,49.2,0.31,10.2,0.28,185,671,27.6,864,142,57.3,41.4,245,71.8,53.4,530,45,8.5,31,0.85,12.3,"https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili"
2024,"Villarreal","La Liga","Filip Jørgensen","DEN","GK","21",2002,36,63,6,1,9,1,59.8,0.27,-2.2,-0.06,144,360,40,1055,178,24.5,29.7,245,41.6,37.8,650,34,5.2,36,1,13.4,"https://fbref.com/en/players/0107757e/Filip-Jorgensen"
2024,"Villarreal","La Liga","Pepe Reina","ESP","GK","40",1982,2,2,0,0,0,0,1.9,0.21,-0.1,-0.05,6,18,33.3,58,12,24.1,30.2,11,36.4,38.8,38,1,2.6,0,0,5.3,"https://fbref.com/en/players/e358587b/Pepe-Reina"
2024,"Werder Bremen","Bundesliga","Jiří Pavlenka","CZE","GK","31",1992,7,17,2,0,1,0,13.1,0.3,-3.9,-0.56,31,85,36.5,177,37,37.9,34.2,69,26.1,32.5,109,7,6.4,9,1.29,14.4,"https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka"
2024,"Werder Bremen","Bundesliga","Michael Zetterer","GER","GK","28",1995,27,37,4,0,4,1,41,0.3,5,0.18,145,330,43.9,977,161,28.5,32.7,144,36.1,38.1,407,34,8.4,30,1.11,14.6,"https://fbref.com/en/players/9b688ae1/Michael-Zetterer"
2024,"West Ham","Premier League","Alphonse Areola","FRA","GK","30",1993,30,53,5,0,3,3,52.1,0.24,2.1,0.07,160,430,37.2,643,144,43.9,36.8,219,67.6,47.3,468,27,5.8,7,0.23,8.9,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
2024,"West Ham","Premier League","Łukasz Fabiański","POL","GK","38",1985,8,21,3,0,3,1,19.8,0.33,-0.2,-0.02,50,123,40.7,182,44,50,39,56,57.1,45.1,114,8,7,1,0.12,7.6,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
2024,"Wolfsburg","Bundesliga","Koen Casteels","BEL","GK","31",1992,25,39,2,0,2,2,36.4,0.3,-0.6,-0.03,161,390,41.3,786,118,36.3,35,161,65.2,48.4,335,25,7.5,38,1.52,15.7,"https://fbref.com/en/players/db401046/Koen-Casteels"
2024,"Wolfsburg","Bundesliga","Pavao Pervan","AUT","GK","35",1987,9,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,37,43.2,39.6,127,1,0.8,3,0.33,12.1,"https://fbref.com/en/players/c89e8aae/Pavao-Pervan"
2024,"Wolves","Premier League","Daniel Bentley","ENG","GK","30",1993,4.3,7,0,0,0,0,5.8,0.39,-1.2,-0.28,13,56,23.2,111,9,36,33.8,33,48.5,36.9,50,0,0,3,0.7,13.3,"https://fbref.com/en/players/68db6358/Daniel-Bentley"
2024,"Wolves","Premier League","José Sá","POR","GK","30",1993,33.7,58,8,1,7,1,65.9,0.31,8.9,0.26,87,424,20.5,841,190,33.3,33,253,56.9,42.6,522,45,8.6,28,0.83,12.6,"https://fbref.com/en/players/903b6e8b/Jose-Sa"
