"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2024,"Inter","Serie A","Lautaro Martínez","ARG","FW","25",1997,29.5,604,782,77.2,8821,2104,328,393,83.5,194,232,83.6,41,59,69.5,3,3.6,2,-0.6,36,45,21,2,80,"https://fbref.com/en/players/f7036e1c/Lautaro-Martinez"
2024,"Inter","Serie A","Henrikh Mkhitaryan","ARM","MF","34",1989,30.9,1453,1679,86.5,22035,5728,814,886,91.9,483,536,90.1,95,137,69.3,8,4.5,4.3,3.5,40,147,46,1,192,"https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan"
2024,"Inter","Serie A","Benjamin Pavard","FRA","DF","27",1996,18.6,1180,1308,90.2,20701,6708,505,533,94.7,550,587,93.7,105,149,70.5,2,1.4,1.8,0.6,10,85,12,3,89,"https://fbref.com/en/players/45a03961/Benjamin-Pavard"
2024,"Inter","Serie A","Alexis Sánchez","CHI","FW,MF","34",1988,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74,41,59,69.5,5,3.1,2.8,1.9,18,28,24,2,53,"https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez"
2024,"Inter","Serie A","Stefano Sensi","ITA","MF","27",1995,0.5,47,52,90.4,962,198,17,17,100,20,24,83.3,9,9,100,1,0.1,0.1,0.9,3,2,0,0,3,"https://fbref.com/en/players/b70bde8f/Stefano-Sensi"
2024,"Inter","Serie A","Yann Sommer","SUI","GK","34",1988,34,1078,1236,87.2,24756,15782,289,289,100,548,556,98.6,235,382,61.5,0,0,0,0,0,4,0,0,0,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2024,"Inter","Serie A","Marcus Thuram","FRA","FW","25",1997,29.9,476,656,72.6,5687,1049,313,396,79,100,144,69.4,16,24,66.7,7,3.7,3.6,3.3,29,20,19,4,47,"https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram"
2024,"Inter","Serie A","Stefan de Vrij","NED","DF","31",1992,17.6,932,1010,92.3,16414,5395,350,370,94.6,524,554,94.6,46,64,71.9,0,0.3,0.4,-0.3,2,34,4,0,43,"https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij"
2024,"Juventus","Serie A","Carlos Alcaraz","ARG","MF","20",2002,4.2,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,"https://fbref.com/en/players/4abac767/Carlos-Alcaraz"
2024,"Juventus","Serie A","Gleison Bremer","BRA","DF","26",1997,35.9,1661,1930,86.1,34805,12857,419,478,87.7,973,1051,92.6,251,352,71.3,0,0.4,0.8,-0.4,7,111,0,0,120,"https://fbref.com/en/players/5fd5ed86/Gleison-Bremer"
2024,"Juventus","Serie A","Andrea Cambiaso","ITA","DF,FW","23",2000,26.4,1007,1207,83.4,16173,3526,516,565,91.3,387,450,86,73,104,70.2,3,3.9,3.8,-0.9,38,40,24,11,71,"https://fbref.com/en/players/247ed022/Andrea-Cambiaso"
2024,"Juventus","Serie A","Leonardo Cerri","ITA","DF","20",2003,0.1,0,2,0,0,0,0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/58e08f40/Leonardo-Cerri"
2024,"Juventus","Serie A","Federico Chiesa","ITA","FW","25",1997,24.4,498,712,69.9,7884,2466,270,329,82.1,161,224,71.9,48,93,51.6,2,6.2,5.6,-4.2,54,42,45,18,70,"https://fbref.com/en/players/b0f7e36c/Federico-Chiesa"
2024,"Juventus","Serie A","Danilo","BRA","DF","32",1991,27.2,1591,1849,86,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1,0.1,21,148,14,4,161,"https://fbref.com/en/players/94b2001f/Danilo"
2024,"Juventus","Serie A","Mattia De Sciglio","ITA","DF","30",1992,0.5,17,19,89.5,296,124,7,7,100,9,10,90,1,1,100,0,0,0,0,0,2,1,0,3,"https://fbref.com/en/players/ae4e2852/Mattia-De-Sciglio"
2024,"Juventus","Serie A","Tiago Djaló","POR","DF","23",2000,0.2,12,13,92.3,232,68,3,3,100,8,8,100,1,1,100,0,0,0,0,0,0,0,0,2,"https://fbref.com/en/players/b2336681/Tiago-Djalo"
2024,"Juventus","Serie A","Nicolò Fagioli","ITA","MF","22",2001,4.9,193,223,86.5,3410,776,94,99,94.9,73,82,89,24,36,66.7,2,0.7,0.9,1.3,11,17,6,1,23,"https://fbref.com/en/players/366be751/Nicolo-Fagioli"
2024,"Juventus","Serie A","Federico Gatti","ITA","DF","25",1998,29.3,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122,"https://fbref.com/en/players/18dd3219/Federico-Gatti"
2024,"Juventus","Serie A","Dean Huijsen","ESP","DF","18",2005,0.1,18,19,94.7,370,115,5,5,100,10,10,100,3,3,100,0,0,0,0,0,0,0,0,2,"https://fbref.com/en/players/87278bce/Dean-Huijsen"
2024,"Juventus","Serie A","Samuel Iling-Junior","ENG","DF,MF","19",2003,9,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46,2,1.3,1.6,0.7,19,20,13,9,25,"https://fbref.com/en/players/ba492306/Samuel-Iling-Junior"
2024,"Juventus","Serie A","Moise Kean","ITA","FW","23",2000,7.3,66,96,68.8,911,134,37,49,75.5,18,20,90,5,6,83.3,0,0.7,0.1,-0.7,5,3,0,0,6,"https://fbref.com/en/players/3d50bcdb/Moise-Kean"
2024,"Juventus","Serie A","Filip Kostić","SRB","DF","30",1992,20.2,726,997,72.8,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,4,5.4,4.1,-1.4,40,53,30,19,88,"https://fbref.com/en/players/b1cd37e6/Filip-Kostic"
2024,"Juventus","Serie A","Manuel Locatelli","ITA","MF","25",1998,33.4,1703,1988,85.7,34595,11134,578,638,90.6,848,926,91.6,259,363,71.3,4,1.4,2.4,2.6,26,229,30,5,232,"https://fbref.com/en/players/a8a874f1/Manuel-Locatelli"
2024,"Juventus","Serie A","Weston McKennie","USA","MF,DF","24",1998,28.8,898,1172,76.6,15437,4433,456,541,84.3,328,430,76.3,104,148,70.3,7,3.9,3.2,3.1,41,52,28,11,92,"https://fbref.com/en/players/01c3aff5/Weston-McKennie"
2024,"Juventus","Serie A","Arkadiusz Milik","POL","FW","29",1994,10.2,215,270,79.6,3059,448,129,156,82.7,67,86,77.9,11,14,78.6,1,2.6,0.7,-1.6,15,8,8,0,22,"https://fbref.com/en/players/85613cf0/Arkadiusz-Milik"
2024,"Juventus","Serie A","Fabio Miretti","ITA","MF","19",2003,12.3,344,449,76.6,5815,1453,160,190,84.2,142,171,83,31,58,53.4,1,1.1,1.2,-0.1,24,31,12,2,43,"https://fbref.com/en/players/34693494/Fabio-Miretti"
2024,"Juventus","Serie A","Hans Nicolussi Caviglia","ITA","MF","23",2000,3,107,136,78.7,2137,714,56,61,91.8,33,43,76.7,18,28,64.3,1,0.6,0.8,0.4,8,16,1,0,14,"https://fbref.com/en/players/b136c945/Hans-Nicolussi-Caviglia"
2024,"Juventus","Serie A","Joseph Nonge","BEL","MF","18",2005,0.3,7,9,77.8,157,25,3,3,100,2,4,50,2,2,100,0,0,0,0,0,0,0,0,2,"https://fbref.com/en/players/23d73767/Joseph-Nonge"
2024,"Juventus","Serie A","Mattia Perin","ITA","GK","30",1992,2.5,54,66,81.8,1199,718,13,13,100,28,28,100,12,24,50,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
2024,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","33",1990,0.5,14,21,66.7,349,231,2,2,100,8,9,88.9,4,10,40,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
2024,"Juventus","Serie A","Paul Pogba","FRA","MF","30",1993,0.6,27,35,77.1,425,113,13,14,92.9,11,13,84.6,2,4,50,0,0,0.1,0,1,5,2,0,5,"https://fbref.com/en/players/867239d3/Paul-Pogba"
2024,"Juventus","Serie A","Adrien Rabiot","FRA","MF","28",1995,29.5,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4,-1.1,26,103,23,10,120,"https://fbref.com/en/players/8794e251/Adrien-Rabiot"
2024,"Juventus","Serie A","Daniele Rugani","ITA","DF","29",1994,13.2,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,-0.4,3,54,1,0,46,"https://fbref.com/en/players/14b8fcdf/Daniele-Rugani"
2024,"Juventus","Serie A","Alex Sandro","BRA","DF","32",1991,8,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,"https://fbref.com/en/players/0d82903c/Alex-Sandro"
2024,"Juventus","Serie A","Nikola Sekulov","ITA","FW","21",2002,0.1,1,2,50,3,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b2e08cb6/Nikola-Sekulov"
2024,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","33",1990,35,780,1006,77.5,22098,15358,121,122,99.2,389,394,98.7,270,486,55.6,0,0,0,0,1,11,0,0,0,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
2024,"Juventus","Serie A","Dušan Vlahović","SRB","FW","23",2000,25.6,380,542,70.1,5845,888,192,253,75.9,150,188,79.8,18,34,52.9,4,2.3,1.6,1.7,29,21,14,1,46,"https://fbref.com/en/players/79443529/Dusan-Vlahovic"
2024,"Juventus","Serie A","Timothy Weah","USA","DF,FW","23",2000,14,476,597,79.7,7512,1758,251,282,89,194,225,86.2,27,49,55.1,1,1.1,1.1,-0.1,13,36,13,4,48,"https://fbref.com/en/players/8eec784d/Timothy-Weah"
2024,"Juventus","Serie A","Kenan Yıldız","TUR","FW,DF","18",2005,10.6,284,349,81.4,3984,1191,183,203,90.1,78,104,75,14,26,53.8,0,1.1,1.6,-1.1,18,21,13,2,40,"https://fbref.com/en/players/d8cda243/Kenan-Yildiz"
2024,"Köln","Bundesliga","Sargis Adamyan","ARM","FW,MF","30",1993,8.9,132,189,69.8,1883,483,73,94,77.7,44,64,68.8,5,9,55.6,2,2,1.1,0,12,16,3,0,18,"https://fbref.com/en/players/22919e97/Sargis-Adamyan"
2024,"Köln","Bundesliga","Faride Alidou","GER","FW,MF","22",2001,14.2,196,305,64.3,3211,831,97,134,72.4,69,100,69,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,"https://fbref.com/en/players/00f518d8/Faride-Alidou"
2024,"Köln","Bundesliga","Rasmus Carstensen","DEN","DF,FW","22",2000,18.4,594,827,71.8,8927,3429,330,386,85.5,231,302,76.5,23,69,33.3,0,2.6,3.3,-2.6,16,27,20,9,52,"https://fbref.com/en/players/64d7f629/Rasmus-Carstensen"
2024,"Köln","Bundesliga","Julian Chabot","GER","DF","25",1998,30,1361,1616,84.2,25807,10115,498,548,90.9,725,798,90.9,127,245,51.8,0,0.4,1.5,-0.4,9,81,5,1,71,"https://fbref.com/en/players/ae7058f9/Julian-Chabot"
2024,"Köln","Bundesliga","Jacob Christensen","DEN","MF","22",2001,2.4,66,85,77.6,1160,453,28,32,87.5,31,38,81.6,6,13,46.2,0,0.1,0.1,-0.1,2,8,1,0,12,"https://fbref.com/en/players/324ff0da/Jacob-Christensen"
2024,"Köln","Bundesliga","Justin Diehl","GER","FW,MF","18",2004,1.9,41,64,64.1,657,189,21,25,84,13,20,65,5,14,35.7,0,0.2,0.2,-0.2,5,1,2,1,2,"https://fbref.com/en/players/d82a310a/Justin-Diehl"
2024,"Köln","Bundesliga","Florian Dietz","GER","FW,MF","24",1998,0.8,13,19,68.4,135,12,12,14,85.7,1,2,50,0,0,NA,0,0.1,0,-0.1,2,0,0,0,0,"https://fbref.com/en/players/8779ddf8/Florian-Dietz"
2024,"Köln","Bundesliga","Damion Downs","GER","FW,MF","19",2004,2,24,36,66.7,316,48,14,18,77.8,3,5,60,3,4,75,0,0,0.1,0,0,0,1,1,0,"https://fbref.com/en/players/640134d6/Damion-Downs"
2024,"Köln","Bundesliga","Max Finkgräfe","GER","DF,FW","19",2004,19.5,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,0,1.6,1.6,-1.6,23,46,12,7,53,"https://fbref.com/en/players/7ebd0896/Max-Finkgrafe"
2024,"Köln","Bundesliga","Dominique Heintz","GER","DF","29",1993,6.3,349,423,82.5,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0.5,0.7,-0.5,7,24,6,5,30,"https://fbref.com/en/players/699fb8db/Dominique-Heintz"
2024,"Köln","Bundesliga","Timo Hübers","GER","DF","27",1996,30.9,1473,1743,84.5,28520,10485,448,501,89.4,879,951,92.4,130,250,52,0,0.5,1,-0.5,6,105,7,1,104,"https://fbref.com/en/players/94302c52/Timo-Hubers"
2024,"Köln","Bundesliga","Denis Huseinbasic","BIH","MF","22",2001,18.1,674,791,85.2,11058,2909,324,364,89,287,310,92.6,46,74,62.2,3,0.7,0.7,2.3,16,68,9,2,93,"https://fbref.com/en/players/b116c6e3/Denis-Huseinbasic"
2024,"Köln","Bundesliga","Florian Kainz","AUT","MF,FW","30",1992,24.4,770,1119,68.8,14316,4837,322,379,85,328,419,78.3,100,248,40.3,4,3.3,4.5,0.7,53,76,31,13,124,"https://fbref.com/en/players/94c18565/Florian-Kainz"
2024,"Köln","Bundesliga","Luca Kilian","GER","DF","23",1999,7.1,241,317,76,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0,0,0,1,11,0,0,12,"https://fbref.com/en/players/610aa1e9/Luca-Kilian"
2024,"Köln","Bundesliga","Dejan Ljubicic","AUT","MF,FW","25",1997,22.8,670,843,79.5,10615,2716,348,400,87,250,307,81.4,51,79,64.6,2,3,2,-1,28,54,20,5,84,"https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic"
2024,"Köln","Bundesliga","Linton Maina","GER","FW,MF","24",1999,21.1,484,661,73.2,6983,1773,295,343,86,161,209,77,21,46,45.7,3,3.1,3.3,-0.1,20,28,16,5,61,"https://fbref.com/en/players/e5d85da8/Linton-Maina"
2024,"Köln","Bundesliga","Eric Martel","GER","MF","21",2002,27.3,913,1126,81.1,14506,3416,421,495,85.1,422,488,86.5,38,73,52.1,1,1.1,0.8,-0.1,12,83,6,3,75,"https://fbref.com/en/players/92a16062/Eric-Martel"
2024,"Köln","Bundesliga","Mathias Olesen","LUX","MF,FW","22",2001,1.2,42,53,79.2,639,170,24,29,82.8,15,17,88.2,2,3,66.7,0,0,0.2,0,1,5,2,1,7,"https://fbref.com/en/players/86adbcc7/Mathias-Olesen"
2024,"Köln","Bundesliga","Leart Paqarada","KVX","DF","28",1994,11.9,490,717,68.3,8479,3953,243,282,86.2,178,228,78.1,57,149,38.3,0,1.7,3,-1.7,22,34,17,9,45,"https://fbref.com/en/players/82bfc14d/Leart-Paqarada"
2024,"Köln","Bundesliga","Benno Schmitz","GER","DF","28",1994,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,0.7,5,41,16,6,70,"https://fbref.com/en/players/ad00b1a8/Benno-Schmitz"
2024,"Köln","Bundesliga","Marvin Schwäbe","GER","GK","28",1995,34,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3,"https://fbref.com/en/players/87436846/Marvin-Schwabe"
2024,"Köln","Bundesliga","Davie Selke","GER","FW","28",1995,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75,0,0.4,0.3,-0.4,11,12,4,0,17,"https://fbref.com/en/players/1238a3f9/Davie-Selke"
2024,"Köln","Bundesliga","Jan Thielmann","GER","FW,DF","21",2002,17.5,364,551,66.1,6590,2186,150,201,74.6,172,225,76.4,38,79,48.1,0,1.1,1.2,-1.1,16,25,13,8,51,"https://fbref.com/en/players/fd53759d/Jan-Thielmann"
2024,"Köln","Bundesliga","Steffen Tigges","GER","FW","25",1998,8.1,118,203,58.1,1535,310,69,115,60,38,59,64.4,2,6,33.3,0,1.6,0.7,-1.6,10,6,5,0,10,"https://fbref.com/en/players/6b8887c2/Steffen-Tigges"
2024,"Köln","Bundesliga","Mark Uth","GER","MF,FW","31",1991,4.1,111,168,66.1,1871,584,54,57,94.7,34,51,66.7,15,35,42.9,1,1.4,0.7,-0.4,10,10,3,1,13,"https://fbref.com/en/players/a3ddb1b9/Mark-Uth"
2024,"Köln","Bundesliga","Luca Waldschmidt","GER","MF,FW","27",1996,12.7,320,448,71.4,5187,1308,150,180,83.3,125,163,76.7,31,60,51.7,0,1.2,1.8,-1.2,16,23,10,4,46,"https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt"
2024,"Las Palmas","La Liga","Julian Araujo","MEX","DF","21",2001,16.2,680,831,81.8,11255,3943,328,367,89.4,297,352,84.4,43,75,57.3,0,1.2,0.9,-1.2,16,69,12,4,74,"https://fbref.com/en/players/8f4541c2/Julian-Araujo"
2024,"Las Palmas","La Liga","José Campaña","ESP","MF","30",1993,1.9,135,162,83.3,1965,715,75,83,90.4,48,51,94.1,6,14,42.9,0,0,0.1,0,0,7,2,0,15,"https://fbref.com/en/players/61220da2/Jose-Campana"
2024,"Las Palmas","La Liga","Marc Cardona","ESP","FW","28",1995,8,170,227,74.9,1972,280,122,153,79.7,34,43,79.1,3,11,27.3,1,1.1,0.6,-0.1,8,9,6,1,13,"https://fbref.com/en/players/b92b456a/Marc-Cardona"
2024,"Las Palmas","La Liga","Sergi Cardona","ESP","DF","24",1999,31.3,1727,2150,80.3,25147,9822,1011,1134,89.2,581,704,82.5,81,171,47.4,2,2.8,3.7,-0.8,39,108,39,15,160,"https://fbref.com/en/players/74e90475/Sergi-Cardona"
2024,"Las Palmas","La Liga","Saúl Coco","EQG","DF","24",1999,25.5,1257,1422,88.4,20911,8245,587,620,94.7,598,646,92.6,53,116,45.7,0,0,0.2,0,1,52,0,0,69,"https://fbref.com/en/players/d0ee1652/Saul-Coco"
2024,"Las Palmas","La Liga","Eric Curbelo","ESP","DF,MF","29",1994,1.1,57,59,96.6,885,340,30,30,100,25,27,92.6,2,2,100,0,0,0,0,0,0,0,0,4,"https://fbref.com/en/players/34e39a18/Eric-Curbelo"
2024,"Las Palmas","La Liga","Aarón Escandell","ESP","GK","27",1995,1.7,64,86,74.4,1579,1172,15,15,100,29,29,100,18,39,46.2,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
2024,"Las Palmas","La Liga","Francisco Jesús Crespo García","ESP","FW","27",1996,5.6,166,232,71.6,2484,625,97,110,88.2,48,72,66.7,14,33,42.4,0,0.6,0.5,-0.6,9,7,6,1,20,"https://fbref.com/en/players/8c4e56cb/Francisco-Jesus-Crespo-Garcia"
2024,"Las Palmas","La Liga","Fabio González","ESP","MF","26",1997,1.4,119,129,92.2,1859,356,70,75,93.3,39,41,95.1,8,9,88.9,0,0,0.1,0,0,11,0,0,9,"https://fbref.com/en/players/5418d47c/Fabio-Gonzalez"
2024,"Las Palmas","La Liga","Iñaki González","ESP","MF","19",2004,0.1,4,4,100,70,7,1,1,100,2,2,100,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/63787ec5/Inaki-Gonzalez"
2024,"Las Palmas","La Liga","Munir El Haddadi","MAR","FW","27",1995,27.2,584,760,76.8,8540,2061,335,386,86.8,179,227,78.9,38,76,50,2,1.9,2.8,0.1,24,40,22,1,78,"https://fbref.com/en/players/8696bc90/Munir-El-Haddadi"
2024,"Las Palmas","La Liga","Cristian Herrera","ESP","FW,MF","32",1991,1.8,92,101,91.1,1092,323,66,69,95.7,23,25,92,1,1,100,0,0,0.1,0,1,6,0,0,8,"https://fbref.com/en/players/f814e5d3/Cristian-Herrera"
2024,"Las Palmas","La Liga","Juan Herzog","ESP","DF","20",2003,3.2,195,220,88.6,2675,1152,121,127,95.3,62,68,91.2,5,12,41.7,0,0,0,0,0,2,0,0,3,"https://fbref.com/en/players/3a18abe2/Juan-Herzog"
2024,"Las Palmas","La Liga","Sory Kaba","GUI","FW","28",1995,8,111,158,70.3,1644,224,61,82,74.4,31,40,77.5,9,13,69.2,1,0.3,0.4,0.7,6,7,1,0,12,"https://fbref.com/en/players/d29202c2/Sory-Kaba"
2024,"Las Palmas","La Liga","Álvaro Lemos","ESP","DF","30",1993,2.8,145,185,78.4,2198,488,89,95,93.7,46,60,76.7,9,23,39.1,0,0,0.1,0,0,12,2,0,17,"https://fbref.com/en/players/31d45cc8/Alvaro-Lemos"
2024,"Las Palmas","La Liga","Enzo Loiodice","FRA","MF","22",2000,19.9,935,1129,82.8,13041,2865,569,635,89.6,277,323,85.8,40,74,54.1,1,1.3,1.8,-0.3,19,81,7,0,97,"https://fbref.com/en/players/6bca20fe/Enzo-Loiodice"
2024,"Las Palmas","La Liga","Mika Màrmol","ESP","DF","21",2002,35.3,2282,2586,88.2,35639,14409,1170,1235,94.7,969,1048,92.5,96,218,44,1,1,1.1,0,5,147,5,2,142,"https://fbref.com/en/players/e7630876/Mika-Marmol"
2024,"Las Palmas","La Liga","Marvin","ESP","FW,DF","23",2000,20.6,557,774,72,8082,1609,316,378,83.6,203,266,76.3,17,52,32.7,2,2.5,2,-0.5,13,16,13,6,36,"https://fbref.com/en/players/efaefda0/Marvin"
2024,"Las Palmas","La Liga","Omenuke Mfulu","COD","MF,FW","29",1994,0.9,53,60,88.3,793,301,26,28,92.9,25,26,96.2,0,3,0,0,0,0,0,0,3,0,0,1,"https://fbref.com/en/players/bdc14559/Omenuke-Mfulu"
2024,"Las Palmas","La Liga","Alberto Moleiro","ESP","FW,MF","19",2003,20,581,735,79,7847,1868,349,402,86.8,189,225,84,12,28,42.9,3,2.7,2.7,0.3,27,44,26,2,87,"https://fbref.com/en/players/c2c8897d/Alberto-Moleiro"
2024,"Las Palmas","La Liga","Javier Muñoz","ESP","MF","28",1995,29.3,1018,1285,79.2,14694,3758,596,682,87.4,336,393,85.5,41,98,41.8,3,1.4,1.8,1.6,24,102,24,7,122,"https://fbref.com/en/players/ec7c84c2/Javier-Munoz"
2024,"Las Palmas","La Liga","Máximo Perrone","ARG","MF","20",2003,18,1181,1311,90.1,16988,5059,678,728,93.1,424,464,91.4,37,55,67.3,0,0.5,1.2,-0.5,9,97,8,0,78,"https://fbref.com/en/players/53552942/Maximo-Perrone"
2024,"Las Palmas","La Liga","Benito Ramírez","ESP","FW,MF","28",1995,4.3,136,196,69.4,1861,488,99,109,90.8,23,37,62.2,8,29,27.6,1,0.5,0.4,0.5,2,8,5,3,5,"https://fbref.com/en/players/db714daf/Benito-Ramirez"
2024,"Las Palmas","La Liga","Sandro Ramírez","ESP","FW","28",1995,20.1,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3,2.6,3,0.4,32,18,25,4,54,"https://fbref.com/en/players/833fb62e/Sandro-Ramirez"
2024,"Las Palmas","La Liga","Kirian Rodríguez","ESP","MF","27",1996,35.7,2705,3062,88.3,41188,12239,1478,1587,93.1,1001,1096,91.3,148,224,66.1,2,1.6,2.8,0.4,37,278,41,4,296,"https://fbref.com/en/players/9b130479/Kirian-Rodriguez"
2024,"Las Palmas","La Liga","Daley Sinkgraven","NED","DF","28",1995,4.3,237,276,85.9,3245,930,157,165,95.2,62,77,80.5,8,16,50,0,0,0.1,0,0,19,3,0,17,"https://fbref.com/en/players/73000a79/Daley-Sinkgraven"
2024,"Las Palmas","La Liga","Álex Suárez","ESP","DF","30",1993,28.5,1396,1613,86.5,23196,9326,680,733,92.8,580,649,89.4,96,169,56.8,0,0.2,0.6,-0.2,6,102,8,3,109,"https://fbref.com/en/players/9c137b36/Alex-Suarez"
2024,"Las Palmas","La Liga","Álvaro Vallés","ESP","GK","26",1997,36.3,1546,1926,80.3,33677,24426,495,496,99.8,750,770,97.4,296,641,46.2,0,0,0.1,0,0,14,0,0,5,"https://fbref.com/en/players/0166a73e/Alvaro-Valles"
2024,"Las Palmas","La Liga","Jonathan Viera","ESP","MF,FW","33",1989,6.9,456,513,88.9,5988,1489,278,296,93.9,141,158,89.2,9,18,50,1,1,1.2,0,17,35,16,1,65,"https://fbref.com/en/players/efa708aa/Jonathan-Viera"
2024,"Lazio","Serie A","Luis Alberto","ESP","MF","30",1992,25.7,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,7,4.7,4.8,2.3,64,172,48,4,212,"https://fbref.com/en/players/5294a83f/Luis-Alberto"
2024,"Lazio","Serie A","Felipe Anderson","BRA","FW,MF","30",1993,30.8,1012,1336,75.7,14375,3827,601,690,87.1,320,411,77.9,47,96,49,6,6.3,4.7,-0.3,42,66,50,4,126,"https://fbref.com/en/players/9f1893b9/Felipe-Anderson"
2024,"Lazio","Serie A","Nicolò Casale","ITA","DF","25",1998,17.3,940,1024,91.8,17305,5880,360,383,94,489,519,94.2,81,102,79.4,0,0,0.2,0,2,66,1,0,49,"https://fbref.com/en/players/3f5f38fb/Nicolo-Casale"
2024,"Lazio","Serie A","Valentín Castellanos","ARG","FW","24",1998,18.7,272,452,60.2,3651,962,162,237,68.4,74,124,59.7,16,25,64,3,1.7,1.1,1.3,19,27,15,1,47,"https://fbref.com/en/players/da76bab4/Valentin-Castellanos"
2024,"Lazio","Serie A","Danilo Cataldi","ITA","MF","28",1994,15.1,800,932,85.8,12545,3512,421,452,93.1,309,347,89,48,94,51.1,0,0.8,0.9,-0.8,11,79,8,2,69,"https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi"
2024,"Lazio","Serie A","Mario Gila","ESP","DF","22",2000,20.1,1161,1294,89.7,21517,7790,454,483,94,545,583,93.5,135,181,74.6,0,0.5,0.8,-0.5,7,70,10,3,93,"https://fbref.com/en/players/9c435456/Mario-Gila"
2024,"Lazio","Serie A","Mattéo Guendouzi","FRA","MF","24",1999,26.3,926,1119,82.8,15130,3632,467,509,91.7,363,432,84,71,107,66.4,3,2.3,2.4,0.7,23,105,29,8,119,"https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi"
2024,"Lazio","Serie A","Elseid Hysaj","ALB","DF","29",1994,13.3,713,850,83.9,10858,4236,400,438,91.3,248,291,85.2,41,78,52.6,0,0.4,1,-0.4,9,46,10,5,51,"https://fbref.com/en/players/2f3452eb/Elseid-Hysaj"
2024,"Lazio","Serie A","Ciro Immobile","ITA","FW","33",1990,18.4,338,461,73.3,4444,668,211,268,78.7,92,119,77.3,13,21,61.9,1,2.1,1.3,-1.1,17,12,12,0,39,"https://fbref.com/en/players/4431aed2/Ciro-Immobile"
2024,"Lazio","Serie A","Gustav Isaksen","DEN","FW","22",2001,11.9,218,328,66.5,3100,676,121,143,84.6,73,110,66.4,11,38,28.9,1,2.6,2,-1.6,19,8,11,4,21,"https://fbref.com/en/players/5715bb71/Gustav-Isaksen"
2024,"Lazio","Serie A","Daichi Kamada","JPN","MF","26",1996,17.2,810,921,87.9,13045,2683,422,461,91.5,320,346,92.5,51,71,71.8,2,2.8,2.1,-0.8,24,70,13,1,96,"https://fbref.com/en/players/15b287da/Daichi-Kamada"
