"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2024,"Clermont Foot","Ligue 1","Bilal Boutobba","FRA","FW,MF","24",1998,10.3,273,395,69.1,4089,1266,157,191,82.2,81,115,70.4,22,55,40,1,1.7,1.5,-0.7,12,26,17,9,43,"https://fbref.com/en/players/e8a65bc8/Bilal-Boutobba"
2024,"Clermont Foot","Ligue 1","Maximiliano Caufriez","BEL","DF","26",1997,18.4,780,892,87.4,13811,4348,328,360,91.1,347,384,90.4,82,109,75.2,1,0.2,0.3,0.8,9,48,5,2,61,"https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez"
2024,"Clermont Foot","Ligue 1","Muhammed Cham","AUT","MF,FW","22",2000,28.4,1055,1327,79.5,17640,4627,491,544,90.3,409,498,82.1,107,192,55.7,4,3.1,4,0.9,49,99,34,1,161,"https://fbref.com/en/players/f527a32c/Muhammed-Cham"
2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,848,1245,68.1,25299,18226,125,125,100,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2024,"Clermont Foot","Ligue 1","Ilhan Fakili","FRA","MF,FW","17",2006,1,18,23,78.3,287,90,5,7,71.4,7,9,77.8,2,3,66.7,0,0,0,0,1,4,0,0,4,"https://fbref.com/en/players/eabef312/Ilhan-Fakili"
2024,"Clermont Foot","Ligue 1","Johan Gastien","FRA","MF","35",1988,25.1,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168,"https://fbref.com/en/players/868eaba0/Johan-Gastien"
2024,"Clermont Foot","Ligue 1","Maxime Gonalons","FRA","MF","34",1989,14.4,666,772,86.3,12023,3551,277,315,87.9,286,309,92.6,75,108,69.4,0,0.2,0.4,-0.2,7,67,4,0,81,"https://fbref.com/en/players/b8c1de25/Maxime-Gonalons"
2024,"Clermont Foot","Ligue 1","Jérémy Jacquet","FRA","DF","18",2005,2.8,94,123,76.4,1555,644,40,53,75.5,45,52,86.5,4,8,50,1,0.3,0.5,0.7,2,8,2,1,15,"https://fbref.com/en/players/cef70c94/Jeremy-Jacquet"
2024,"Clermont Foot","Ligue 1","Habib Keita","MLI","MF","21",2002,14.2,591,675,87.6,11080,2447,253,287,88.2,253,278,91,74,89,83.1,0,0.6,0.6,-0.6,10,45,7,0,53,"https://fbref.com/en/players/cc588cbe/Habib-Keita"
2024,"Clermont Foot","Ligue 1","Cheick Konaté","MLI","DF","19",2004,11.9,319,484,65.9,5214,1779,162,210,77.1,125,175,71.4,24,70,34.3,1,1.6,1.3,-0.6,16,27,13,6,37,"https://fbref.com/en/players/6ce2cdf0/Cheick-Konate"
2024,"Clermont Foot","Ligue 1","Grejohn Kyei","FRA","FW","27",1995,11.4,198,265,74.7,2891,584,98,122,80.3,47,65,72.3,22,27,81.5,1,1.2,1.1,-0.2,12,19,12,1,30,"https://fbref.com/en/players/397ba086/Grejohn-Kyei"
2024,"Clermont Foot","Ligue 1","Joshua M'Bahia","CIV","MF","18",2005,0.2,12,15,80,165,39,5,6,83.3,6,8,75,0,0,NA,0,0,0,0,1,0,0,0,1,"https://fbref.com/en/players/f02067df/Joshua-MBahia"
2024,"Clermont Foot","Ligue 1","Yohann Magnin","FRA","MF","26",1997,18.7,698,836,83.5,12081,2932,313,368,85.1,290,333,87.1,72,95,75.8,0,0.7,1.1,-0.7,9,59,7,4,71,"https://fbref.com/en/players/caa7aaea/Yohann-Magnin"
2024,"Clermont Foot","Ligue 1","Chrislain Matsima","FRA","DF","21",2002,13.1,569,655,86.9,9651,3929,238,262,90.8,287,312,92,27,56,48.2,0,0,0.1,0,0,34,1,0,45,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2024,"Clermont Foot","Ligue 1","Aïman Maurer","MAR","MF,FW","18",2004,0.6,21,29,72.4,304,40,14,17,82.4,7,11,63.6,0,1,0,0,0,0,0,0,0,0,0,2,"https://fbref.com/en/players/87d31635/Aiman-Maurer"
2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,129,174,74.1,3283,2090,31,31,100,52,52,100,45,87,51.7,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
2024,"Clermont Foot","Ligue 1","Shamar Nicholson","JAM","FW","26",1997,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69,20,25,80,3,1.1,1,1.9,18,25,6,0,33,"https://fbref.com/en/players/e33fb79d/Shamar-Nicholson"
2024,"Clermont Foot","Ligue 1","Florent Ogier","FRA","DF","34",1989,10.5,425,512,83,7821,3241,160,172,93,206,231,89.2,44,90,48.9,1,0.5,0.5,0.5,1,13,0,0,17,"https://fbref.com/en/players/6993927b/Florent-Ogier"
2024,"Clermont Foot","Ligue 1","Andy Pelmard","FRA","DF","23",2000,33.2,1412,1666,84.8,23653,7665,624,678,92,656,720,91.1,82,195,42.1,0,0.6,0.9,-0.6,6,86,8,1,120,"https://fbref.com/en/players/f18d7ab2/Andy-Pelmard"
2024,"Clermont Foot","Ligue 1","Elba Rashani","KVX","MF,FW","30",1993,13.1,294,392,75,3753,849,191,225,84.9,75,106,70.8,6,17,35.3,0,1.2,0.8,-1.2,12,16,5,3,22,"https://fbref.com/en/players/25749008/Elba-Rashani"
2024,"Clermont Foot","Ligue 1","Alidu Seidu","GHA","DF","23",2000,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,0.3,5,43,0,0,33,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2024,"Clermont Foot","Ligue 1","Alan Virginius","FRA","FW","20",2003,10.4,136,209,65.1,1961,554,71,92,77.2,46,74,62.2,6,14,42.9,2,1.5,2.7,0.5,11,9,5,2,21,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2024,"Clermont Foot","Ligue 1","Mateusz Wieteska","POL","DF","26",1997,1.9,89,114,78.1,1763,785,23,30,76.7,56,60,93.3,8,21,38.1,0,0,0,0,0,11,0,0,6,"https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska"
2024,"Clermont Foot","Ligue 1","Mehdi Zeffane","ALG","DF,MF","31",1992,13.7,500,666,75.1,8521,3237,239,283,84.5,206,268,76.9,47,93,50.5,0,0.4,0.8,-0.4,9,43,5,3,53,"https://fbref.com/en/players/c8c02ac7/Mehdi-Zeffane"
2024,"Crystal Palace","Premier League","Naouirou Ahamada","FRA","MF,FW","21",2002,3.9,150,187,80.2,2455,628,76,89,85.4,59,69,85.5,10,14,71.4,0,0,0.1,0,1,12,0,0,25,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada"
2024,"Crystal Palace","Premier League","Joachim Andersen","DEN","DF","27",1996,37.9,1731,2209,78.4,37874,14700,488,559,87.3,950,1041,91.3,281,547,51.4,3,2.8,2.3,0.2,20,171,17,8,147,"https://fbref.com/en/players/e34fc66d/Joachim-Andersen"
2024,"Crystal Palace","Premier League","Jordan Ayew","GHA","FW,MF","31",1991,28.3,681,920,74,9753,1856,417,478,87.2,213,285,74.7,24,74,32.4,7,4.2,2.7,2.8,25,43,26,10,63,"https://fbref.com/en/players/da052c14/Jordan-Ayew"
2024,"Crystal Palace","Premier League","Nathaniel Clyne","ENG","DF","32",1991,14.9,495,600,82.5,7555,3021,266,288,92.4,191,224,85.3,28,54,51.9,0,0.2,0.2,-0.2,3,33,4,2,33,"https://fbref.com/en/players/0442183b/Nathaniel-Clyne"
2024,"Crystal Palace","Premier League","Cheick Doucouré","MLI","MF","23",2000,10.2,367,422,87,5725,1849,200,222,90.1,146,165,88.5,18,24,75,0,0.7,0.8,-0.7,10,39,5,0,49,"https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure"
2024,"Crystal Palace","Premier League","Odsonne Édouard","FRA","FW,MF","25",1998,17.3,249,350,71.1,3106,704,164,207,79.2,61,80,76.3,7,11,63.6,0,1.2,1.1,-1.2,18,12,15,1,36,"https://fbref.com/en/players/0562b7f1/Odsonne-Edouard"
2024,"Crystal Palace","Premier League","Eberechi Eze","ENG","MF,FW","25",1998,22.8,700,909,77,11150,3226,353,405,87.2,253,301,84.1,61,134,45.5,4,5.2,5.6,-1.2,54,48,45,7,93,"https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze"
2024,"Crystal Palace","Premier League","Matheus França","BRA","MF,FW","19",2004,2.6,51,79,64.6,910,256,20,29,69,24,29,82.8,5,13,38.5,1,0.9,0.5,0.1,6,4,2,0,8,"https://fbref.com/en/players/077faf72/Matheus-Franca"
2024,"Crystal Palace","Premier League","Marc Guéhi","ENG","DF","23",2000,22.5,1138,1309,86.9,22770,7962,363,403,90.1,636,673,94.5,130,212,61.3,1,0.6,1,0.4,7,90,5,0,67,"https://fbref.com/en/players/d0706b27/Marc-Guehi"
2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,280,485,57.7,7596,5485,75,78,96.2,120,123,97.6,81,277,29.2,0,0,0,0,0,9,1,0,0,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
2024,"Crystal Palace","Premier League","Will Hughes","ENG","MF","28",1995,21,731,878,83.3,10742,3108,389,436,89.2,281,317,88.6,27,62,43.5,1,1.1,1.8,-0.1,21,71,16,2,76,"https://fbref.com/en/players/a0666d3e/Will-Hughes"
2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,343,599,57.3,11568,8793,45,46,97.8,143,147,97.3,155,401,38.7,0,0,0,0,0,13,0,0,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
2024,"Crystal Palace","Premier League","Jefferson Lerma","COL","MF,DF","28",1994,26.7,1018,1250,81.4,15825,5095,554,625,88.6,371,448,82.8,65,114,57,1,2.2,2,-1.2,24,109,20,3,106,"https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma"
2024,"Crystal Palace","Premier League","Jean-Philippe Mateta","FRA","FW","26",1997,25.4,309,433,71.4,4043,785,195,245,79.6,75,112,67,13,14,92.9,5,3.1,1.3,1.9,32,11,14,4,25,"https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta"
2024,"Crystal Palace","Premier League","Remi Matthews","ENG","GK","29",1994,0,0,5,0,0,0,0,0,NA,0,0,NA,0,5,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/27f4f772/Remi-Matthews"
2024,"Crystal Palace","Premier League","Tyrick Mitchell","ENG","DF,MF","23",1999,35.6,1177,1627,72.3,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,3,2.8,2.4,0.2,24,74,29,12,94,"https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell"
2024,"Crystal Palace","Premier League","Daniel Muñoz","COL","DF,MF","27",1996,16,561,720,77.9,7556,2865,365,417,87.5,164,228,71.9,14,35,40,4,2.4,1.3,1.6,21,25,4,0,38,"https://fbref.com/en/players/778ef829/Daniel-Munoz"
2024,"Crystal Palace","Premier League","Michael Olise","FRA","FW,MF","21",2001,14.2,540,721,74.9,8557,2634,300,339,88.5,154,195,79,55,116,47.4,6,5.8,5,0.2,36,43,34,3,78,"https://fbref.com/en/players/c4486bac/Michael-Olise"
2024,"Crystal Palace","Premier League","David Ozoh","ENG","MF,DF","18",2005,1.7,48,51,94.1,695,112,21,22,95.5,25,25,100,0,0,NA,0,0,0,0,0,3,0,0,4,"https://fbref.com/en/players/d00d45ab/David-Ozoh"
2024,"Crystal Palace","Premier League","Jesurun Rak Sakyi","ENG","MF,FW","20",2002,1.5,37,50,74,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2,"https://fbref.com/en/players/45685411/Jesurun-Rak-Sakyi"
2024,"Crystal Palace","Premier League","Chris Richards","USA","DF,MF","23",2000,23.3,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58,1,0.4,0.2,0.6,6,41,2,0,43,"https://fbref.com/en/players/0a3d6d2b/Chris-Richards"
2024,"Crystal Palace","Premier League","Jaïro Riedewald","NED","MF,FW","26",1996,2.6,87,113,77,1422,331,37,42,88.1,40,46,87,5,13,38.5,0,0,0.1,0,0,5,2,0,10,"https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald"
2024,"Crystal Palace","Premier League","Jeffrey Schlupp","GHA","FW,MF","30",1992,15,247,334,74,3498,903,146,182,80.2,88,106,83,7,25,28,2,2.3,1.4,-0.3,19,17,9,2,33,"https://fbref.com/en/players/3312f911/Jeffrey-Schlupp"
2024,"Crystal Palace","Premier League","James Tomkins","ENG","DF","34",1989,0.1,18,21,85.7,362,142,8,9,88.9,6,8,75,4,4,100,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/e7ca0439/James-Tomkins"
2024,"Crystal Palace","Premier League","Joel Ward","ENG","DF","33",1989,22,715,944,75.7,11829,5634,358,396,90.4,301,372,80.9,46,134,34.3,1,0.2,0.3,0.8,3,68,7,3,66,"https://fbref.com/en/players/8a7ff278/Joel-Ward"
2024,"Crystal Palace","Premier League","Adam Wharton","ENG","MF","19",2004,14.4,464,596,77.9,8091,2486,209,244,85.7,199,234,85,45,80,56.3,3,2.4,1.5,0.6,21,51,16,3,79,"https://fbref.com/en/players/4b542852/Adam-Wharton"
2024,"Cádiz","La Liga","Rubén Alcaraz","ESP","MF","32",1991,34.8,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,"https://fbref.com/en/players/036bba5f/Ruben-Alcaraz"
2024,"Cádiz","La Liga","Iván Alejo","ESP","MF","28",1995,18.8,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,0.7,16,17,25,22,31,"https://fbref.com/en/players/3d7e48ce/Ivan-Alejo"
2024,"Cádiz","La Liga","Isaac Carcelen","ESP","DF","30",1993,29,851,1163,73.2,14161,5158,418,485,86.2,346,448,77.2,63,163,38.7,0,1,1.3,-1,17,54,16,9,75,"https://fbref.com/en/players/c4b888df/Isaac-Carcelen"
2024,"Cádiz","La Liga","Víctor Chust","ESP","DF","23",2000,20.7,831,1040,79.9,16808,7302,288,317,90.9,416,459,90.6,118,230,51.3,1,0.3,0.2,0.7,6,62,4,0,80,"https://fbref.com/en/players/ec1a731e/Victor-Chust"
2024,"Cádiz","La Liga","Moussa Diakité","MLI","MF","19",2003,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d925b04e/Moussa-Diakite"
2024,"Cádiz","La Liga","Gonzalo Escalante","ARG","MF","30",1993,18.9,537,711,75.5,8811,2359,274,321,85.4,197,250,78.8,47,91,51.6,2,1.7,1.6,0.3,11,60,7,0,66,"https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante"
2024,"Cádiz","La Liga","Karl Etta","CMR","FW","19",2004,0.2,2,2,100,15,1,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f0f499ea/Karl-Etta"
2024,"Cádiz","La Liga","Fali","ESP","DF","29",1993,28.3,799,1050,76.1,17510,6817,215,243,88.5,440,505,87.1,137,278,49.3,0,0.1,0.3,-0.1,4,76,5,1,82,"https://fbref.com/en/players/72a84002/Fali"
2024,"Cádiz","La Liga","Álex Fernández","ESP","MF","30",1992,14.3,539,649,83.1,8810,2701,278,302,92.1,191,218,87.6,50,86,58.1,1,0.8,1.4,0.2,13,46,9,4,52,"https://fbref.com/en/players/aa677a35/Alex-Fernandez"
2024,"Cádiz","La Liga","David Gil","ESP","GK","29",1994,4.1,78,152,51.3,3543,3208,4,4,100,18,18,100,55,129,42.6,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/fea23125/David-Gil"
2024,"Cádiz","La Liga","Maxi Gómez","URU","FW","26",1996,12.9,132,255,51.8,1666,311,79,129,61.2,33,63,52.4,5,19,26.3,0,0.6,0.5,-0.6,9,16,4,2,11,"https://fbref.com/en/players/4c2e9442/Maxi-Gomez"
2024,"Cádiz","La Liga","Sergi Guardiola","ESP","FW,MF","32",1991,5.5,148,209,70.8,2210,518,83,101,82.2,52,65,80,8,23,34.8,1,0.8,0.8,0.2,4,10,2,2,19,"https://fbref.com/en/players/32974271/Sergi-Guardiola"
2024,"Cádiz","La Liga","Javi Hernández","ESP","DF","25",1998,27.9,922,1292,71.4,15773,7452,449,524,85.7,350,452,77.4,93,242,38.4,2,2.1,2.8,-0.1,32,73,24,18,94,"https://fbref.com/en/players/9a76c2e9/Javi-Hernandez"
2024,"Cádiz","La Liga","Luis Hernández","ESP","DF","34",1989,8,257,363,70.8,5409,2776,78,92,84.8,137,170,80.6,41,98,41.8,0,0.4,0.4,-0.4,6,27,1,0,31,"https://fbref.com/en/players/02d2c436/Luis-Hernandez"
2024,"Cádiz","La Liga","Juanmi","ESP","FW","30",1993,9.7,181,226,80.1,2358,371,113,132,85.6,53,64,82.8,5,9,55.6,1,1.6,0.6,-0.6,11,6,4,1,12,"https://fbref.com/en/players/84399660/Juanmi"
2024,"Cádiz","La Liga","Rominigue Kouamé","MLI","MF","26",1996,9.1,355,411,86.4,6129,1351,166,194,85.6,152,169,89.9,30,34,88.2,0,0.1,0.3,-0.1,4,41,5,1,34,"https://fbref.com/en/players/86a2ba20/Rominigue-Kouame"
2024,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","30",1993,33.9,689,1186,58.1,26714,23314,77,79,97.5,245,248,98.8,367,850,43.2,0,0.1,0.2,-0.1,1,58,0,0,0,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
2024,"Cádiz","La Liga","Lucas","BRA","DF","22",2001,17.1,595,807,73.7,9653,3843,311,351,88.6,221,298,74.2,49,115,42.6,0,1.9,2,-1.9,22,33,21,14,47,"https://fbref.com/en/players/5d68f5b2/Lucas"
2024,"Cádiz","La Liga","Darwin Machís","VEN","MF","30",1993,8.7,177,290,61,3220,1011,85,101,84.2,66,103,64.1,22,60,36.7,0,0.7,1.1,-0.7,11,12,7,6,15,"https://fbref.com/en/players/ed6ea4d9/Darwin-Machis"
2024,"Cádiz","La Liga","José Mari","ESP","MF,FW","35",1987,0.2,16,21,76.2,322,49,5,5,100,8,9,88.9,2,4,50,0,0,0,0,2,4,0,0,1,"https://fbref.com/en/players/6f4c734d/Jose-Mari"
2024,"Cádiz","La Liga","Roger Martí","ESP","FW","32",1991,15.1,225,344,65.4,3085,656,140,191,73.3,69,98,70.4,9,23,39.1,3,2.9,1.3,0.1,11,12,6,0,19,"https://fbref.com/en/players/0ae4e09a/Roger-Marti"
2024,"Cádiz","La Liga","Mamadou Mbaye","SEN","DF","25",1998,3.2,47,84,56,996,518,15,21,71.4,20,29,69,10,28,35.7,0,0,0,0,0,3,0,0,4,"https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye"
2024,"Cádiz","La Liga","Jorge Meré","ESP","DF","26",1997,7.5,166,233,71.2,3605,1173,45,54,83.3,92,106,86.8,28,66,42.4,0,0,0,0,0,15,1,0,15,"https://fbref.com/en/players/9f979eb2/Jorge-Mere"
2024,"Cádiz","La Liga","Roberto Navarro","ESP","MF,FW","21",2002,21,531,737,72,7268,2156,336,387,86.8,132,186,71,31,88,35.2,1,3.1,2.4,-2.1,41,47,26,11,70,"https://fbref.com/en/players/c997b942/Roberto-Navarro"
2024,"Cádiz","La Liga","Álvaro Negredo","ESP","FW,MF","37",1985,0.6,10,22,45.5,165,9,5,10,50,3,3,100,1,4,25,0,0.1,0.1,-0.1,1,0,1,1,0,"https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo"
2024,"Cádiz","La Liga","Brian Ocampo","URU","MF,FW","24",1999,2.8,83,132,62.9,1347,340,51,66,77.3,15,25,60,12,22,54.5,0,0.1,0.2,-0.1,2,3,7,2,9,"https://fbref.com/en/players/2e3995cd/Brian-Ocampo"
2024,"Cádiz","La Liga","Milutin Osmajić","MNE","MF","24",1999,0.1,2,3,66.7,32,0,1,1,100,1,1,100,0,0,NA,0,0,0,0,1,0,0,0,0,"https://fbref.com/en/players/375ed9d7/Milutin-Osmajic"
2024,"Cádiz","La Liga","Aiham Ousou","SYR","DF","23",2000,4.8,142,181,78.5,2765,900,48,60,80,75,83,90.4,17,31,54.8,0,0,0.2,0,0,6,2,0,7,"https://fbref.com/en/players/2973a975/Aiham-Ousou"
2024,"Cádiz","La Liga","Chris Ramos","ESP","FW,MF","26",1997,29,274,486,56.4,3305,630,181,275,65.8,65,129,50.4,7,16,43.8,1,1.7,1.4,-0.7,14,13,9,1,28,"https://fbref.com/en/players/44e07fac/Chris-Ramos"
2024,"Cádiz","La Liga","Diadie Samassékou","MLI","MF","27",1996,1,45,47,95.7,771,223,23,23,100,12,13,92.3,8,8,100,0,0,0,0,1,8,0,0,7,"https://fbref.com/en/players/08593525/Diadie-Samassekou"
2024,"Cádiz","La Liga","Fede San Emeterio","ESP","MF","26",1997,1.7,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,-0.1,1,3,1,1,4,"https://fbref.com/en/players/efecd633/Fede-San-Emeterio"
2024,"Cádiz","La Liga","Rubén Sobrino","ESP","MF,FW","31",1992,18.3,387,526,73.6,4945,1233,266,303,87.8,83,125,66.4,17,31,54.8,1,2.3,1.7,-1.3,22,31,8,3,34,"https://fbref.com/en/players/19b776e9/Ruben-Sobrino"
2024,"Cádiz","La Liga","Borja Vázquez","ESP","FW","18",2005,0,1,2,50,19,15,0,0,NA,1,1,100,0,1,0,0,0.1,0,-0.1,1,0,1,0,1,"https://fbref.com/en/players/8c6d0e32/Borja-Vazquez"
2024,"Cádiz","La Liga","Joseba Zaldúa","ESP","DF","31",1992,7.8,182,251,72.5,2892,1182,95,107,88.8,73,97,75.3,10,34,29.4,0,0.5,0.9,-0.5,5,11,7,4,15,"https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua"
2024,"Darmstadt 98","Bundesliga","Asaf Arania","ISR","MF","17",2005,0.1,4,4,100,60,2,3,3,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d61c07fd/Asaf-Arania"
2024,"Darmstadt 98","Bundesliga","Matthias Bader","GER","DF,MF","26",1997,20,687,912,75.3,12501,4100,280,323,86.7,330,394,83.8,67,137,48.9,2,2.3,3.5,-0.3,18,38,22,6,67,"https://fbref.com/en/players/3489184e/Matthias-Bader"
2024,"Darmstadt 98","Bundesliga","Alexander Brunst","GER","GK","28",1995,3,103,150,68.7,3309,2597,19,20,95,36,37,97.3,47,92,51.1,0,0,0,0,0,7,0,0,0,"https://fbref.com/en/players/99219195/Alexander-Brunst"
2024,"Darmstadt 98","Bundesliga","Bartol Franjić","CRO","MF","23",2000,13.7,462,556,83.1,8068,1949,203,240,84.6,211,234,90.2,40,56,71.4,1,0.2,0.3,0.8,2,39,2,1,50,"https://fbref.com/en/players/697dc00a/Bartol-Franjic"
2024,"Darmstadt 98","Bundesliga","Klaus Gjasula","ALB","DF,MF","33",1989,15.1,615,746,82.4,12270,4995,211,237,89,308,354,87,86,128,67.2,0,0.2,0.8,-0.2,6,58,13,3,70,"https://fbref.com/en/players/431c837b/Klaus-Gjasula"
2024,"Darmstadt 98","Bundesliga","Fabian Holland","GER","MF,DF","33",1990,20.4,720,919,78.3,13141,4204,307,349,88,313,361,86.7,88,162,54.3,2,1.5,1.4,0.5,17,84,9,2,87,"https://fbref.com/en/players/017018d1/Fabian-Holland"
2024,"Darmstadt 98","Bundesliga","Gerrit Holtmann","PHI","MF,FW","28",1995,4.4,113,155,72.9,1687,607,61,70,87.1,42,60,70,4,13,30.8,0,0.3,0.3,-0.3,5,12,4,0,18,"https://fbref.com/en/players/2979c05a/Gerrit-Holtmann"
2024,"Darmstadt 98","Bundesliga","Mathias Honsak","AUT","FW,MF","26",1996,11.3,210,285,73.7,3092,747,120,147,81.6,66,84,78.6,14,22,63.6,1,0.7,0.7,0.3,12,11,6,1,19,"https://fbref.com/en/players/3dbdbb6a/Mathias-Honsak"
2024,"Darmstadt 98","Bundesliga","Fraser Hornby","SCO","FW,MF","23",1999,2.4,35,63,55.6,503,71,24,35,68.6,7,13,53.8,3,3,100,0,0.3,0.5,-0.3,4,0,2,0,2,"https://fbref.com/en/players/29aee77c/Fraser-Hornby"
2024,"Darmstadt 98","Bundesliga","Thomas Isherwood","SWE","DF","25",1998,7.1,223,268,83.2,4281,1293,75,80,93.8,127,142,89.4,18,35,51.4,0,0,0.1,0,1,13,4,0,11,"https://fbref.com/en/players/2be28a0c/Thomas-Isherwood"
2024,"Darmstadt 98","Bundesliga","Julian Justvan","GER","MF,FW","25",1998,11.4,294,408,72.1,5159,2012,147,172,85.5,105,139,75.5,35,67,52.2,2,2.5,3.5,-0.5,23,34,19,3,56,"https://fbref.com/en/players/ab1a72b4/Julian-Justvan"
2024,"Darmstadt 98","Bundesliga","Emir Karic","AUT","DF","26",1997,19.8,953,1210,78.8,15725,6219,492,551,89.3,361,439,82.2,81,152,53.3,0,1.3,1.9,-1.3,21,89,27,9,115,"https://fbref.com/en/players/7bbb0ac4/Emir-Karic"
2024,"Darmstadt 98","Bundesliga","Tobias Kempe","GER","MF","34",1989,15,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2,2.1,2.5,-0.1,28,38,5,3,44,"https://fbref.com/en/players/d7cdfd81/Tobias-Kempe"
2024,"Darmstadt 98","Bundesliga","Christoph Klarer","AUT","DF","23",2000,26.2,1044,1200,87,20473,6575,336,363,92.6,586,633,92.6,111,176,63.1,2,0.9,1,1.1,12,58,4,1,64,"https://fbref.com/en/players/144e8717/Christoph-Klarer"
2024,"Darmstadt 98","Bundesliga","Matej Maglica","CRO","DF","24",1998,18.9,759,999,76,15428,5811,237,265,89.4,409,475,86.1,105,224,46.9,0,0.7,1,-0.7,9,60,5,0,62,"https://fbref.com/en/players/36cf2caf/Matej-Maglica"
2024,"Darmstadt 98","Bundesliga","Braydon Manu","GHA","MF","26",1997,1.9,24,33,72.7,353,119,14,16,87.5,9,11,81.8,1,3,33.3,0,0.1,0,-0.1,3,4,0,0,1,"https://fbref.com/en/players/e9a97974/Braydon-Manu"
2024,"Darmstadt 98","Bundesliga","Marvin Mehlem","GER","MF","25",1997,16.5,448,587,76.3,7028,1674,235,279,84.2,167,200,83.5,28,51,54.9,2,1.1,1.5,0.9,22,34,14,3,46,"https://fbref.com/en/players/10876d02/Marvin-Mehlem"
2024,"Darmstadt 98","Bundesliga","Andreas Müller","GER","MF","23",2000,3.9,129,168,76.8,1945,472,73,81,90.1,48,60,80,5,17,29.4,0,0,0.1,0,1,10,0,0,13,"https://fbref.com/en/players/2244908c/Andreas-Muller"
2024,"Darmstadt 98","Bundesliga","Jannik Müller","GER","DF,MF","29",1994,12.6,424,549,77.2,8305,2641,152,189,80.4,217,254,85.4,50,86,58.1,0,0.1,0.2,-0.1,2,28,4,3,31,"https://fbref.com/en/players/796a5f30/Jannik-Muller"
2024,"Darmstadt 98","Bundesliga","Fabian Nürnberger","GER","DF,MF","24",1999,16.8,713,895,79.7,11202,3439,388,430,90.2,261,315,82.9,46,97,47.4,1,2,2.6,-1,30,52,26,12,70,"https://fbref.com/en/players/178018f9/Fabian-Nurnberger"
